rank,name,team,opponent,game,pitcher,odds,primary_pitch_match,primary_pitch_usage_pct,primary_pitch_hitter_score,primary_pitch_pitcher_weakness,hitter_pitch_sample,pitcher_pitch_sample,best_hitter_pitch,best_hitter_pitch_score,weakest_pitcher_pitch,weakest_pitcher_pitch_score,pitcher_primary_mix,direct_overlap_score,arsenal_pressure_score,pitch_type_score,contact_score,handedness_split_score,market_score,per_pitch_score,per_pitch_grade,split_engine_score,matchup_intel_score,master_score,master_tier
86,Seiya Suzuki,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,JR Ritchie,425,4-Seam Fastball,25.7,100,100,297,249,4-Seam Fastball,100,Changeup,100,Curveball 25.7% | 4-Seam Fastball 25.7% | Changeup 16.9% | Sinker 14.5%,88.8,57.6,81.3,56.3,50,78,66.6,NEUTRAL,61.4,62.3,74.6,GOOD
87,Ke'Bryan Hayes,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,Jake Irvin,1020,Sinker,28.4,100,100,143,278,4-Seam Fastball,100,4-Seam Fastball,100,Curveball 30.2% | Sinker 28.4% | 4-Seam Fastball 23.4% | Cutter 10.8%,89.8,57.8,77.9,58.7,50,39.3,66.6,NEUTRAL,57.1,48.9,58.4,STANDARD
88,Pete Crow-Armstrong,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,JR Ritchie,550,4-Seam Fastball,25.7,100,100,231,249,4-Seam Fastball,100,Changeup,100,Curveball 25.7% | 4-Seam Fastball 25.7% | Changeup 16.9% | Sinker 14.5%,88.8,57.6,81.3,55.7,62,66.5,66.5,NEUTRAL,63.2,60.3,71.4,GOOD
89,Cal Raleigh,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,Lance McCullers Jr.,310,Cutter,21.8,100,100,237,261,Cutter,100,Sinker,100,Cutter 21.8% | Knuckle Curve 21.1% | Sinker 20.3% | Sweeper 18.0%,86.8,56.4,83.7,53.9,50,83,66.4,NEUTRAL,61.4,60.9,77.3,STRONG
90,Connor Norby,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,Simeon Woods Richardson,650,4-Seam Fastball,37.7,100,100,208,228,4-Seam Fastball,100,Slider,100,4-Seam Fastball 37.7% | Split-Finger 28.5% | Slider 27.2% | Curveball 6.1%,90.3,60.4,93.3,49.9,50,61.3,66.4,NEUTRAL,65.8,61.6,73.4,GOOD
91,Salvador Perez,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,Noah Schultz,430,4-Seam Fastball,25.1,100,100,238,251,4-Seam Fastball,100,Sweeper,100,Sweeper 26.3% | 4-Seam Fastball 25.1% | Sinker 23.1% | Cutter 17.5%,88.8,58.4,85.4,52.7,50,78,66.4,NEUTRAL,55.8,55.4,69,GOOD
92,Ezequiel Duran,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,930,4-Seam Fastball,61,100,100,209,277,4-Seam Fastball,100,4-Seam Fastball,100,4-Seam Fastball 61.0% | Slider 13.4% | Cutter 9.7% | Sinker 9.0%,96,66.7,93.7,49.9,50,41.3,66.4,NEUTRAL,62.2,52.4,58.6,STANDARD
93,Willi Castro,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,900,4-Seam Fastball,39.7,100,100,167,282,4-Seam Fastball,100,4-Seam Fastball,100,4-Seam Fastball 39.7% | Sweeper 17.0% | Sinker 12.4% | Slider 9.6%,96,63.3,93.1,49.7,58,42,66.3,NEUTRAL,56.8,40.8,53.8,LOTTO
94,Ivan Herrera,St. Louis Cardinals,Athletics,St. Louis Cardinals @ Athletics,J.T. Ginn,670,Sinker,31.7,100,100,275,230,Sinker,100,Sinker,100,Sinker 31.7% | Changeup 18.7% | Slider 17.8% | Cutter 17.4%,96,59.3,86.6,50,50,55.5,66,NEUTRAL,52.3,48,71.3,GOOD
95,Nathan Church,St. Louis Cardinals,Athletics,St. Louis Cardinals @ Athletics,J.T. Ginn,1000,Sinker,31.7,100,100,223,230,Sinker,100,Sinker,100,Sinker 31.7% | Changeup 18.7% | Slider 17.8% | Cutter 17.4%,96,59.3,88.2,51.6,62,39.7,65.8,NEUTRAL,55.4,45.9,60.5,STANDARD
96,Michael Busch,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,JR Ritchie,450,4-Seam Fastball,25.7,100,100,320,249,Sinker,100,Changeup,100,Curveball 25.7% | 4-Seam Fastball 25.7% | Changeup 16.9% | Sinker 14.5%,85.3,56.4,80.5,51.8,62,78,65.6,NEUTRAL,61.7,61.1,72.2,GOOD
97,Daulton Varsho,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,520,4-Seam Fastball,30.4,100,100,230,135,4-Seam Fastball,100,4-Seam Fastball,100,4-Seam Fastball 30.4% | Changeup 18.5% | Sinker 17.0% | Sweeper 17.0%,96,59.5,80.5,41.7,62,68.3,65.6,NEUTRAL,51.5,53.3,66.1,GOOD
98,Heriberto Hernández,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,Simeon Woods Richardson,598,4-Seam Fastball,37.7,100,100,80,228,4-Seam Fastball,100,Slider,100,4-Seam Fastball 37.7% | Split-Finger 28.5% | Slider 27.2% | Curveball 6.1%,88.7,60.4,94.2,46,50,63.8,65.5,NEUTRAL,61.6,58.9,72.4,GOOD
99,Harrison Bader,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,900,4-Seam Fastball,47,100,100,20,268,4-Seam Fastball,100,4-Seam Fastball,100,4-Seam Fastball 47.0% | Sweeper 29.1% | Split-Finger 10.8% | Curveball 9.3%,89,63.2,100,51.4,50,42,65.2,NEUTRAL,50.1,37.1,54.5,LOTTO
100,Vladimir Guerrero Jr.,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,544,4-Seam Fastball,30.4,96,100,260,135,Cutter,100,4-Seam Fastball,100,4-Seam Fastball 30.4% | Changeup 18.5% | Sinker 17.0% | Sweeper 17.0%,88.5,56.2,84.6,54.5,50,66.8,65.1,NEUTRAL,54.8,56.4,67.3,GOOD
101,Garrett Mitchell,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,Michael King,1000,Sinker,20.8,86.6,100,231,284,Cutter,100,Sweeper,100,Changeup 28.2% | 4-Seam Fastball 22.9% | Sweeper 22.5% | Sinker 20.8%,80.1,54.7,75.2,67.4,50,39.7,65,NEUTRAL,53.2,44.8,58.2,STANDARD
102,Adolis García,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,561,4-Seam Fastball,11.4,100,85.1,283,70,Splitter,100,Cutter,96.1,Cutter 30.0% | Curveball 21.4% | Sinker 18.6% | Sweeper 11.4%,72.8,55.6,78.8,58.4,50,65.8,64.8,NEUTRAL,52.2,51.9,64.5,STANDARD
103,Xander Bogaerts,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,720,4-Seam Fastball,61.3,100,91.3,245,271,4-Seam Fastball,100,4-Seam Fastball,91.3,4-Seam Fastball 61.3% | Slider 23.6% | Curveball 13.7%,94.7,66,83.8,46.6,50,53.5,64.8,NEUTRAL,44,39.6,57.4,STANDARD
104,Vinnie Pasquantino,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,Noah Schultz,680,4-Seam Fastball,25.1,100,100,244,251,Cutter,100,Sweeper,100,Sweeper 26.3% | 4-Seam Fastball 25.1% | Sinker 23.1% | Cutter 17.5%,85.3,57.6,84.7,55,62,55.1,64.7,NEUTRAL,59,52.4,66.5,GOOD
105,Zack Gelof,Athletics,St. Louis Cardinals,St. Louis Cardinals @ Athletics,Matthew Liberatore,450,Slider,25.7,100,100,188,241,Slider,100,4-Seam Fastball,100,4-Seam Fastball 32.4% | Slider 25.7% | Changeup 16.2% | Curveball 13.7%,87.8,59.1,82.7,45.9,50,78,64.6,NEUTRAL,58.7,57.7,71.9,GOOD
106,Manny Machado,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,556,4-Seam Fastball,61.3,98.8,91.3,258,271,Slider,100,4-Seam Fastball,91.3,4-Seam Fastball 61.3% | Slider 23.6% | Curveball 13.7%,86.6,62.5,87.2,49.9,50,66.1,64.6,NEUTRAL,45.6,42.4,59.5,STANDARD
107,Isaac Collins,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,Noah Schultz,850,Sweeper,26.3,100,100,223,251,4-Seam Fastball,100,Sweeper,100,Sweeper 26.3% | 4-Seam Fastball 25.1% | Sinker 23.1% | Cutter 17.5%,87.4,58.4,86.5,54.3,58,49.3,64.5,NEUTRAL,58.2,51.2,64.6,STANDARD
108,Liam Hicks,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,Simeon Woods Richardson,900,4-Seam Fastball,37.7,100,100,187,228,Splitter,100,Slider,100,4-Seam Fastball 37.7% | Split-Finger 28.5% | Slider 27.2% | Curveball 6.1%,86.8,59.6,99.4,47,62,42,64.5,NEUTRAL,67.5,57.8,59.3,STANDARD
109,Sung-Mun Song,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,1000,4-Seam Fastball,61.3,59.2,91.3,60,271,Cutter,100,4-Seam Fastball,91.3,4-Seam Fastball 61.3% | Slider 23.6% | Curveball 13.7%,73.6,60.4,69.1,73,50,39.7,64.5,NEUTRAL,54.8,42.8,58,STANDARD
110,Caleb Durbin,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,1220,Slider,17,75,100,215,283,Curveball,75.1,4-Seam Fastball,100,4-Seam Fastball 39.2% | Slider 17.0% | Sinker 13.4% | Split-Finger 11.3%,72.5,58.4,80,67.7,50,35.9,64.3,NEUTRAL,67.3,60.2,61.6,STANDARD
111,Jonathan Aranda,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,720,4-Seam Fastball,31.9,100,100,247,310,Cutter,100,Sinker,100,Slider 33.2% | 4-Seam Fastball 31.9% | Changeup 13.5% | Sinker 9.7%,86.1,54.4,81.5,57.7,62,53.5,64,NEUTRAL,50.8,44,59.9,STANDARD
112,Josh Bell,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,Max Meyer,700,Slider,26.4,100,91.9,244,254,Slider,100,Sweeper,100,Sweeper 29.9% | Slider 26.4% | 4-Seam Fastball 25.2% | Sinker 9.8%,85.7,59.3,87.3,55.9,50,54.3,64,NEUTRAL,48.7,40.4,59.2,STANDARD
113,Julio Rodríguez,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,Lance McCullers Jr.,470,Changeup,13,100,100,259,261,Slider,100,Sinker,100,Cutter 21.8% | Knuckle Curve 21.1% | Sinker 20.3% | Sweeper 18.0%,78.1,54,89.6,53.1,50,76.9,63.9,NEUTRAL,62,61.2,76,STRONG
114,Troy Johnston,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,900,4-Seam Fastball,39.7,97.9,100,202,282,4-Seam Fastball,97.9,4-Seam Fastball,100,4-Seam Fastball 39.7% | Sweeper 17.0% | Sinker 12.4% | Slider 9.6%,96,63.3,85.8,41.5,62,42,63.9,NEUTRAL,53.8,38.7,52.6,LOTTO
115,Miguel Andujar,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,Jacob Misiorowski,880,4-Seam Fastball,61.3,100,91.3,173,271,4-Seam Fastball,100,4-Seam Fastball,91.3,4-Seam Fastball 61.3% | Slider 23.6% | Curveball 13.7%,94.7,66,88.6,43.7,50,42.5,63.8,NEUTRAL,43.3,37,54.5,LOTTO
116,Xavier Edwards,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,Simeon Woods Richardson,950,4-Seam Fastball,37.7,100,100,267,228,4-Seam Fastball,100,Slider,100,4-Seam Fastball 37.7% | Split-Finger 28.5% | Slider 27.2% | Curveball 6.1%,90.3,60.4,92.8,44.6,58,40.8,63.7,NEUTRAL,65,56.9,62.3,STANDARD
117,Adrian Del Castillo,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,780,Sinker,32.6,100,100,208,215,4-Seam Fastball,100,Changeup,100,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,85.8,54.6,93.8,52.2,50,51.4,63.6,NEUTRAL,56.4,52.5,65.2,GOOD
118,Josh Naylor,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,Lance McCullers Jr.,567,Cutter,21.8,100,100,230,261,4-Seam Fastball,100,Sinker,100,Cutter 21.8% | Knuckle Curve 21.1% | Sinker 20.3% | Sweeper 18.0%,83.3,54,82.9,48.4,62,65.5,63.3,NEUTRAL,61.5,58.2,73.6,GOOD
119,Daylen Lile,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,Nick Lodolo,820,4-Seam Fastball,23.1,100,100,247,78,4-Seam Fastball,100,Sinker,100,Changeup 32.1% | Sinker 24.4% | 4-Seam Fastball 23.1% | Curveball 20.5%,85.7,56.8,91.1,44.5,62,50.2,63.2,NEUTRAL,67.3,54.1,67.7,GOOD
120,Maikel Garcia,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,Noah Schultz,725,Sweeper,26.3,100,100,205,251,Curveball,100,Sweeper,100,Sweeper 26.3% | 4-Seam Fastball 25.1% | Sinker 23.1% | Cutter 17.5%,87.4,55.9,90.1,48.4,50,53.3,63,NEUTRAL,55.6,50.3,64.7,STANDARD
121,Marcell Ozuna,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,650,4-Seam Fastball,28.2,100,86.2,250,245,4-Seam Fastball,100,Slurve,100,4-Seam Fastball 28.2% | Curveball 21.2% | Slurve 17.1% | Sinker 16.7%,85.9,57.6,85.9,48.9,50,61.3,63,NEUTRAL,55.5,52.2,63.5,STANDARD
122,Jakob Marsee,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,Simeon Woods Richardson,900,Splitter,28.5,100,100,250,228,Splitter,100,Slider,100,4-Seam Fastball 37.7% | Split-Finger 28.5% | Slider 27.2% | Curveball 6.1%,87.9,59.6,96.1,40.2,62,42,63,NEUTRAL,64.2,56,61.3,STANDARD
123,Bryan Reynolds,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,800,4-Seam Fastball,28.2,100,86.2,299,245,4-Seam Fastball,100,Slurve,100,4-Seam Fastball 28.2% | Curveball 21.2% | Slurve 17.1% | Sinker 16.7%,85.9,57.6,80.1,52.6,58,50.8,62.7,NEUTRAL,58.6,51.5,61.8,STANDARD
124,Ozzie Albies,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,518,4-Seam Fastball,34.6,100,100,242,286,4-Seam Fastball,100,4-Seam Fastball,100,Split-Finger 40.9% | 4-Seam Fastball 34.6% | Sweeper 15.4% | Sinker 7.7%,96,60.5,80.7,30.9,58,68.5,62.7,NEUTRAL,42.7,37.6,56.4,STANDARD
125,Colby Thomas,Athletics,St. Louis Cardinals,St. Louis Cardinals @ Athletics,Matthew Liberatore,430,Slider,25.7,100,100,88,241,Slider,100,4-Seam Fastball,100,4-Seam Fastball 32.4% | Slider 25.7% | Changeup 16.2% | Curveball 13.7%,86.1,59.1,81.6,38.6,50,78,62.5,NEUTRAL,52.6,54,70.8,GOOD
126,Randy Arozarena,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,Lance McCullers Jr.,591,Cutter,21.8,100,100,264,261,4-Seam Fastball,100,Sinker,100,Cutter 21.8% | Knuckle Curve 21.1% | Sinker 20.3% | Sweeper 18.0%,83.3,54,87.8,46.6,50,64.2,62.2,NEUTRAL,59.2,57.5,70.1,GOOD
127,George Springer,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,503,4-Seam Fastball,30.4,88.7,100,114,135,Cutter,100,4-Seam Fastball,100,4-Seam Fastball 30.4% | Changeup 18.5% | Sinker 17.0% | Sweeper 17.0%,85.1,56.2,74.3,50.8,50,69.5,62.2,NEUTRAL,51.6,55.9,67.4,GOOD
128,Ceddanne Rafaela,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,980,4-Seam Fastball,39.2,100,100,241,283,Sweeper,100,4-Seam Fastball,100,4-Seam Fastball 39.2% | Slider 17.0% | Sinker 13.4% | Split-Finger 11.3%,90.3,58.4,90,44.8,50,40.1,62.2,NEUTRAL,60.7,54.9,65,GOOD
129,Keibert Ruiz,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,Nick Lodolo,880,Sinker,24.4,100,100,91,78,Sinker,100,Sinker,100,Changeup 32.1% | Sinker 24.4% | 4-Seam Fastball 23.1% | Curveball 20.5%,91.2,56.9,84.8,42,58,42.5,62.1,NEUTRAL,64.3,52.2,68.7,GOOD
130,Nolan Arenado,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,840,Sinker,32.6,100,100,237,215,Sinker,100,Changeup,100,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,89.3,56.7,85.6,40.1,62,49.6,62.1,NEUTRAL,57.9,52.2,63.8,STANDARD
131,Jake McCarthy,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,1200,4-Seam Fastball,39.7,98.4,100,154,282,4-Seam Fastball,98.4,4-Seam Fastball,100,4-Seam Fastball 39.7% | Sweeper 17.0% | Sinker 12.4% | Slider 9.6%,96,63.3,86.3,35.5,62,36.2,62,NEUTRAL,52.2,36.2,46.7,WATCH
132,Nick Loftin,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,Noah Schultz,940,Sweeper,26.3,94,100,141,251,Sweeper,94,Sweeper,100,Sweeper 26.3% | 4-Seam Fastball 25.1% | Sinker 23.1% | Cutter 17.5%,92.7,58.5,88.9,41.6,50,41,61.9,NEUTRAL,49.8,45.2,61.6,STANDARD
133,Willy Adames,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,720,4-Seam Fastball,47,87.2,100,242,268,Sinker,91.2,4-Seam Fastball,100,4-Seam Fastball 47.0% | Sweeper 29.1% | Split-Finger 10.8% | Curveball 9.3%,85.7,58.8,79.4,51.9,50,53.5,61.8,NEUTRAL,47.9,39.1,57.5,STANDARD
134,Edouard Julien,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,830,Slider,9.6,100,83.1,213,282,Slider,100,4-Seam Fastball,100,4-Seam Fastball 39.7% | Sweeper 17.0% | Sinker 12.4% | Slider 9.6%,73.5,59.8,83,58.7,62,49.9,61.7,NEUTRAL,59.3,44.4,56.6,STANDARD
135,Yandy Díaz,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,Dylan Cease,770,4-Seam Fastball,31.9,100,100,203,310,Sweeper,100,Sinker,100,Slider 33.2% | 4-Seam Fastball 31.9% | Changeup 13.5% | Sinker 9.7%,86.1,54.4,89.7,47.9,50,51.7,61.7,NEUTRAL,45.7,41.1,54.9,LOTTO
136,Carlos Narváez,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,850,Sinker,13.4,100,100,143,283,Sinker,100,4-Seam Fastball,100,4-Seam Fastball 39.2% | Slider 17.0% | Sinker 13.4% | Split-Finger 11.3%,83,59.9,80.3,51.3,50,49.3,61.6,NEUTRAL,62,58.1,69.6,GOOD
137,Wenceel Pérez,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,800,Sweeper,15.6,97.7,100,179,199,Sinker,100,Sweeper,100,4-Seam Fastball 55.3% | Cutter 24.1% | Sweeper 15.6%,85.1,56.2,77.9,51.5,58,50.8,61.5,NEUTRAL,49.3,45.1,57.6,STANDARD
138,Brendan Donovan,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,Lance McCullers Jr.,589,Sinker,20.3,85.5,100,47,261,Sinker,85.5,Sinker,100,Cutter 21.8% | Knuckle Curve 21.1% | Sinker 20.3% | Sweeper 18.0%,83.7,56.2,92,31.2,62,64.3,61.4,NEUTRAL,55.6,53.5,69.1,GOOD
139,Kyle Karros,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,Mitch Keller,1240,4-Seam Fastball,39.7,94.2,100,253,282,4-Seam Fastball,94.2,4-Seam Fastball,100,4-Seam Fastball 39.7% | Sweeper 17.0% | Sinker 12.4% | Slider 9.6%,95.6,63.3,80.1,44.7,50,35.7,61.4,NEUTRAL,41.3,35.4,44.7,DEEP FADE
140,Alex Bregman,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,JR Ritchie,576,4-Seam Fastball,25.7,85.4,100,265,249,Cutter,100,Changeup,100,Curveball 25.7% | 4-Seam Fastball 25.7% | Changeup 16.9% | Sinker 14.5%,81,54.8,80.8,49.1,50,65,61.3,NEUTRAL,58.4,58.3,69.7,GOOD
141,Jung Hoo Lee,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,1080,4-Seam Fastball,47,100,100,262,268,4-Seam Fastball,100,4-Seam Fastball,100,4-Seam Fastball 47.0% | Sweeper 29.1% | Split-Finger 10.8% | Curveball 9.3%,96,63.2,82.6,33.5,62,38.2,61.3,NEUTRAL,42.9,31.8,48.3,LOTTO
142,Danny Jansen,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,620,Slider,13.4,100,100,150,277,Slider,100,4-Seam Fastball,100,4-Seam Fastball 61.0% | Slider 13.4% | Cutter 9.7% | Sinker 9.0%,82.3,62.1,84.2,40.7,50,62.7,61.2,NEUTRAL,57.5,53.5,65.9,GOOD
143,Masataka Yoshida,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,Andrew Painter,1040,Slider,17,83.5,100,103,283,Slider,83.5,4-Seam Fastball,100,4-Seam Fastball 39.2% | Slider 17.0% | Sinker 13.4% | Split-Finger 11.3%,78.9,60.3,83.7,52.3,62,38.9,61.2,NEUTRAL,64.1,56.7,62.3,STANDARD
144,Cole Young,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,Lance McCullers Jr.,1000,Cutter,21.8,99.2,100,249,261,4-Seam Fastball,100,Sinker,100,Cutter 21.8% | Knuckle Curve 21.1% | Sinker 20.3% | Sweeper 18.0%,83.3,54,84.7,50.9,62,39.7,61.2,NEUTRAL,62.7,54.7,61.8,STANDARD
145,Pedro Pagés,St. Louis Cardinals,Athletics,St. Louis Cardinals @ Athletics,J.T. Ginn,760,Sinker,31.7,100,100,192,230,Slider,100,Sinker,100,Sinker 31.7% | Changeup 18.7% | Slider 17.8% | Cutter 17.4%,89.3,57.9,86.2,39.9,50,52.1,61.2,NEUTRAL,48.3,44.8,61,STANDARD
146,Matt McLain,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,Jake Irvin,760,Sinker,28.4,100,100,236,278,4-Seam Fastball,100,4-Seam Fastball,100,Curveball 30.2% | Sinker 28.4% | 4-Seam Fastball 23.4% | Cutter 10.8%,89.8,57.8,82.4,40.4,50,52.1,61,NEUTRAL,51,47.5,63.1,STANDARD
147,TJ Friedl,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,Jake Irvin,880,Sinker,28.4,100,100,188,278,Sinker,100,4-Seam Fastball,100,Curveball 30.2% | Sinker 28.4% | 4-Seam Fastball 23.4% | Cutter 10.8%,89.3,58.3,92.5,32.2,62,42.5,61,NEUTRAL,50.3,43.9,60.4,STANDARD
148,Carson Kelly,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,JR Ritchie,680,4-Seam Fastball,25.7,74.7,100,170,249,Sinker,88.8,Changeup,100,Curveball 25.7% | 4-Seam Fastball 25.7% | Changeup 16.9% | Sinker 14.5%,76.2,56.4,80.5,56,50,55.1,60.8,NEUTRAL,61.1,58.5,69.6,GOOD
149,Jesús Sánchez,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,690,4-Seam Fastball,30.4,67.1,100,197,135,Curveball,100,4-Seam Fastball,100,4-Seam Fastball 30.4% | Changeup 18.5% | Sinker 17.0% | Sweeper 17.0%,79.2,56.2,74.8,51.7,62,54.6,60.8,NEUTRAL,55,53.7,66.2,GOOD
150,Marcus Semien,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,Framber Valdez,790,Changeup,24.2,100,100,231,248,4-Seam Fastball,100,Sinker,100,Sinker 39.9% | Curveball 31.9% | Changeup 24.2% | Slider 3.6%,83.6,57.5,86.5,44.9,50,51.1,60.7,NEUTRAL,47.6,49.8,60.8,STANDARD
151,James McCann,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,950,Sinker,32.6,100,100,85,215,Sinker,100,Changeup,100,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,87.6,56.7,85.1,44.5,50,40.8,60.3,NEUTRAL,51.8,48.9,59.3,STANDARD
152,Bryson Stott,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,1160,Cutter,30,100,96.1,263,70,4-Seam Fastball,100,Cutter,96.1,Cutter 30.0% | Curveball 21.4% | Sinker 18.6% | Sweeper 11.4%,84.1,55.6,83.3,47.6,62,36.8,60.1,NEUTRAL,50.7,44.5,53,LOTTO
153,Lourdes Gurriel Jr.,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,890,Cutter,12.1,100,100,176,215,Cutter,100,Changeup,100,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,82.3,54.7,92.5,39.4,62,42.3,60,NEUTRAL,56,50.9,59.1,STANDARD
154,Joe Mack,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,Simeon Woods Richardson,900,4-Seam Fastball,37.7,98.9,100,94,228,Cutter,100,Slider,100,4-Seam Fastball 37.7% | Split-Finger 28.5% | Slider 27.2% | Curveball 6.1%,84.7,57,87.2,38.8,62,42,60,NEUTRAL,62.8,55.6,58.7,STANDARD
155,Colt Keith,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,680,4-Seam Fastball,55.3,83.3,76.7,156,199,4-Seam Fastball,83.3,Sweeper,100,4-Seam Fastball 55.3% | Cutter 24.1% | Sweeper 15.6%,76.6,61.5,76.8,47.5,62,55.1,60,NEUTRAL,49.5,44.7,57.6,STANDARD
156,Ryan O'Hearn,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,770,Sinker,16.7,100,79.3,267,245,Sinker,100,Slurve,100,4-Seam Fastball 28.2% | Curveball 21.2% | Slurve 17.1% | Sinker 16.7%,81.5,56.3,72.7,48.1,62,51.7,59.9,NEUTRAL,56.9,50.5,63,STANDARD
