rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type,vegas_game_total,vegas_total_boost,vegas_total_match,vegas_total_source
116,2026-05-13,2026,Josh Bell,,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,home,1,Max Meyer,Max Meyer,Max Meyer,676974,R,Max Meyer,676974,Simeon Woods Richardson,680573,700,BetMGM,12.50,40.17,missing,,,,,,,Minnesota Twins,Miami Marlins @ Minnesota Twins,"{""player"":""Josh Bell"",""player_key"":""josh bell"",""team"":""Minnesota Twins"",""team_key"":""minnesota twins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""700"",""book"":""BetMGM"",""consensus_odds"":""523"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+700 | Caesars:+525 | FanDuel:+520 | DraftKings:+498"",""raw_books_seen"":""BetMGM:+700 | Caesars:+525 | FanDuel:+520 | DraftKings:+498 | BetMGM:+700"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Miami Marlins,probable,8,42.0,2.79,1.10,3.55,8.62,1.06,9.64,3.21,0.43,11.89,AVOID,11.89,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,8.5,2.0,MATCH,the_odds_api_totals
117,2026-05-13,2026,Jesús Sánchez,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Pre-Game,Rogers Centre,home,1,Griffin Jax,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,690,DraftKings,12.66,40.10,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Jesús Sánchez"",""player_key"":""jesus sanchez"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""690"",""book"":""DraftKings"",""consensus_odds"":""593"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+690 | FanDuel:+610 | Caesars:+575 | BetMGM:+525"",""raw_books_seen"":""DraftKings:+690 | FanDuel:+610 | Caesars:+575 | BetMGM:+525 | DraftKings:+690"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,3,18.0,5.00,1.44,5.39,6.98,2.00,8.50,5.00,1.50,67.84,LIVE,67.84,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,7.5,0.0,MATCH,the_odds_api_totals
118,2026-05-13,2026,Jarren Duran,,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,824763,2026-05-13T22:45:00Z,Pre-Game,Fenway Park,home,1,Andrew Painter,Andrew Painter,Andrew Painter,691725,R,Andrew Painter,691725,Sonny Gray,543243,690,DraftKings,12.66,40.10,missing,,,,,,,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,"{""player"":""Jarren Duran"",""player_key"":""jarren duran"",""team"":""Boston Red Sox"",""team_key"":""boston red sox"",""game"":""Philadelphia Phillies @ Boston Red Sox"",""game_key"":""philadelphia phillies @ boston red sox"",""market"":""HR"",""line"":""0.5"",""odds"":""690"",""book"":""DraftKings"",""consensus_odds"":""640"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+690 | FanDuel:+680 | BetMGM:+600 | Caesars:+575"",""raw_books_seen"":""DraftKings:+690 | FanDuel:+680 | BetMGM:+600 | Caesars:+575 | BetMGM:+575 | FanDuel:+520 | DraftKings:+504 | Caesars:+500"",""removed_outliers"":""4"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Philadelphia Phillies,probable,6,32.7,6.89,1.71,5.29,8.44,10.05,8.27,3.31,1.65,86.72,ATTACK,86.72,MATCH,Fenway Park,Fenway Park,Boston Red Sox,52.00,52.00,52.00,NEUTRAL,Neutral HR environment,MATCH,7.8,0.0,MATCH,the_odds_api_totals
119,2026-05-13,2026,Vinnie Pasquantino,,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,away,0,Noah Schultz,Noah Schultz,Noah Schultz,702273,L,Noah Schultz,702273,Seth Lugo,607625,680,FanDuel,12.82,40.03,missing,,,,,,,Kansas City Royals,Kansas City Royals @ Chicago White Sox,"{""player"":""Vinnie Pasquantino"",""player_key"":""vinnie pasquantino"",""team"":""Kansas City Royals"",""team_key"":""kansas city royals"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""680"",""book"":""FanDuel"",""consensus_odds"":""583"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+680 | DraftKings:+640 | Caesars:+525 | BetMGM:+525"",""raw_books_seen"":""FanDuel:+680 | DraftKings:+640 | Caesars:+525 | BetMGM:+525 | FanDuel:+680"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago White Sox,probable,5,25.0,4.68,1.32,5.21,8.28,5.17,8.28,5.76,0.72,56.53,LIVE,56.53,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals
120,2026-05-13,2026,Colt Keith,,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,823631,2026-05-13T23:10:00Z,Pre-Game,Citi Field,away,0,Christian Scott,Christian Scott,Christian Scott,681035,R,Christian Scott,681035,Framber Valdez,664285,680,DraftKings,12.82,40.03,missing,,,,,,,Detroit Tigers,Detroit Tigers @ New York Mets,"{""player"":""Colt Keith"",""player_key"":""colt keith"",""team"":""Detroit Tigers"",""team_key"":""detroit tigers"",""game"":""Detroit Tigers @ New York Mets"",""game_key"":""detroit tigers @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""680"",""book"":""DraftKings"",""consensus_odds"":""605"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+680 | FanDuel:+610 | BetMGM:+600 | Caesars:+575"",""raw_books_seen"":""DraftKings:+680 | FanDuel:+610 | BetMGM:+600 | Caesars:+575 | DraftKings:+680"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,New York Mets,probable,3,11.0,3.27,1.18,3.95,8.39,3.27,12.27,5.73,0.82,34.58,AVOID,34.58,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH,7.5,0.0,MATCH,the_odds_api_totals
121,2026-05-13,2026,Brice Turang,,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,home,1,Michael King,Michael King,Michael King,650633,R,Michael King,650633,Jacob Misiorowski,694819,680,FanDuel,12.82,40.03,missing,,,,,,,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,"{""player"":""Brice Turang"",""player_key"":""brice turang"",""team"":""Milwaukee Brewers"",""team_key"":""milwaukee brewers"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""680"",""book"":""FanDuel"",""consensus_odds"":""613"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+680 | DraftKings:+650 | Caesars:+575 | BetMGM:+525"",""raw_books_seen"":""BetMGM:+1200 | DraftKings:+1000 | Caesars:+950 | FanDuel:+920 | FanDuel:+680 | DraftKings:+650 | Caesars:+575 | BetMGM:+525 | BetMGM:+1200"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Diego Padres,probable,8,45.7,2.76,1.05,4.12,7.75,3.50,8.87,3.94,0.79,27.61,AVOID,27.61,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH,8.0,2.0,MATCH,the_odds_api_totals
122,2026-05-13,2026,Brady House,,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Pre-Game,Great American Ball Park,away,0,Nick Lodolo,Nick Lodolo,Nick Lodolo,666157,L,Nick Lodolo,666157,Jake Irvin,663623,680,FanDuel,12.82,40.03,missing,,,,,,,Washington Nationals,Washington Nationals @ Cincinnati Reds,"{""player"":""Brady House"",""player_key"":""brady house"",""team"":""Washington Nationals"",""team_key"":""washington nationals"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""680"",""book"":""FanDuel"",""consensus_odds"":""623"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+680 | DraftKings:+670 | Caesars:+575 | BetMGM:+475"",""raw_books_seen"":""FanDuel:+680 | DraftKings:+670 | Caesars:+575 | BetMGM:+475 | FanDuel:+680"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cincinnati Reds,probable,1,5.3,6.75,1.13,6.15,8.28,6.75,3.38,1.69,3.38,77.17,ATTACK,77.17,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH,8.3,2.0,MATCH,the_odds_api_totals
123,2026-05-13,2026,Lane Thomas,,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,away,0,Noah Schultz,Noah Schultz,Noah Schultz,702273,L,Noah Schultz,702273,Seth Lugo,607625,680,FanDuel,12.82,40.03,missing,,,,,,,Kansas City Royals,Kansas City Royals @ Chicago White Sox,"{""player"":""Lane Thomas"",""player_key"":""lane thomas"",""team"":""Kansas City Royals"",""team_key"":""kansas city royals"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""680"",""book"":""FanDuel"",""consensus_odds"":""623"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+680 | DraftKings:+670 | Caesars:+575 | BetMGM:+550"",""raw_books_seen"":""FanDuel:+680 | DraftKings:+670 | Caesars:+575 | BetMGM:+550"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago White Sox,probable,5,25.0,4.68,1.32,5.21,8.28,5.17,8.28,5.76,0.72,56.53,LIVE,56.53,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals
124,2026-05-13,2026,Carson Kelly,,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Pre-Game,Truist Park,away,0,JR Ritchie,JR Ritchie,JR Ritchie,702275,R,JR Ritchie,702275,Shota Imanaga,684007,680,DraftKings,12.82,40.03,missing,,,,,,,Chicago Cubs,Chicago Cubs @ Atlanta Braves,"{""player"":""Carson Kelly"",""player_key"":""carson kelly"",""team"":""Chicago Cubs"",""team_key"":""chicago cubs"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""680"",""book"":""DraftKings"",""consensus_odds"":""653"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+680 | FanDuel:+680 | Caesars:+625 | BetMGM:+600"",""raw_books_seen"":""DraftKings:+680 | FanDuel:+680 | Caesars:+625 | BetMGM:+600"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Atlanta Braves,probable,3,17.3,3.63,1.50,6.63,7.69,3.63,6.75,6.23,2.08,78.23,ATTACK,78.23,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,7.5,0.0,MATCH,the_odds_api_totals
125,2026-05-13,2026,Ha-Seong Kim,,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Pre-Game,Truist Park,home,1,Shota Imanaga,Shota Imanaga,Shota Imanaga,684007,L,Shota Imanaga,684007,JR Ritchie,702275,680,DraftKings,12.82,40.03,missing,,,,,,,Atlanta Braves,Chicago Cubs @ Atlanta Braves,"{""player"":""Ha-Seong Kim"",""player_key"":""ha seong kim"",""team"":""Atlanta Braves"",""team_key"":""atlanta braves"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""680"",""book"":""DraftKings"",""consensus_odds"":""650"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+680 | FanDuel:+650 | Caesars:+625"",""raw_books_seen"":""DraftKings:+680 | FanDuel:+650 | Caesars:+625"",""removed_outliers"":""0"",""odds_quality"":""NORMAL_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago Cubs,probable,8,47.3,2.28,0.93,3.12,7.69,2.45,10.08,2.47,0.76,10.73,AVOID,10.73,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,7.5,0.0,MATCH,the_odds_api_totals
126,2026-05-13,2026,Ivan Herrera,,St. Louis Cardinals,Athletics,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,away,0,J.T. Ginn,J.T. Ginn,J.T. Ginn,669372,R,J.T. Ginn,669372,Matthew Liberatore,669461,670,DraftKings,12.99,39.96,missing,,,,,,,St. Louis Cardinals,St. Louis Cardinals @ Athletics,"{""player"":""Ivan Herrera"",""player_key"":""ivan herrera"",""team"":""St Louis Cardinals"",""team_key"":""st louis cardinals"",""game"":""St. Louis Cardinals @ Athletics"",""game_key"":""st louis cardinals @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""670"",""book"":""DraftKings"",""consensus_odds"":""593"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+670 | FanDuel:+610 | Caesars:+575 | BetMGM:+475"",""raw_books_seen"":""BetMGM:+900 | DraftKings:+670 | FanDuel:+610 | FanDuel:+590 | Caesars:+575 | DraftKings:+562 | Caesars:+500 | BetMGM:+475 | BetMGM:+900"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Athletics,probable,6,37.3,3.62,1.13,4.68,8.28,3.45,7.47,3.62,1.21,43.55,NEUTRAL,43.55,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH,9.8,5.0,MATCH,the_odds_api_totals
127,2026-05-13,2026,Dansby Swanson,,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Pre-Game,Truist Park,away,0,JR Ritchie,JR Ritchie,JR Ritchie,702275,R,JR Ritchie,702275,Shota Imanaga,684007,650,BetMGM,13.33,39.80,missing,,,,,,,Chicago Cubs,Chicago Cubs @ Atlanta Braves,"{""player"":""Dansby Swanson"",""player_key"":""dansby swanson"",""team"":""Chicago Cubs"",""team_key"":""chicago cubs"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""650"",""book"":""BetMGM"",""consensus_odds"":""519"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+650 | DraftKings:+537 | Caesars:+500 | FanDuel:+490"",""raw_books_seen"":""BetMGM:+650 | DraftKings:+537 | Caesars:+500 | FanDuel:+490 | BetMGM:+650"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Atlanta Braves,probable,3,17.3,3.63,1.50,6.63,7.69,3.63,6.75,6.23,2.08,78.23,ATTACK,78.23,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,7.5,0.0,MATCH,the_odds_api_totals
128,2026-05-13,2026,Connor Norby,,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,away,0,Simeon Woods Richardson,Simeon Woods Richardson,Simeon Woods Richardson,680573,R,Simeon Woods Richardson,680573,Max Meyer,676974,650,BetMGM,13.33,39.80,missing,,,,,,,Miami Marlins,Miami Marlins @ Minnesota Twins,"{""player"":""Connor Norby"",""player_key"":""connor norby"",""team"":""Miami Marlins"",""team_key"":""miami marlins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""650"",""book"":""BetMGM"",""consensus_odds"":""523"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+650 | Caesars:+525 | FanDuel:+520 | DraftKings:+499"",""raw_books_seen"":""BetMGM:+650 | Caesars:+525 | FanDuel:+520 | DraftKings:+499 | BetMGM:+650"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Minnesota Twins,probable,8,39.0,6.92,1.72,6.60,8.22,8.78,4.38,3.69,1.85,93.63,ATTACK,93.63,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,8.5,2.0,MATCH,the_odds_api_totals
129,2026-05-13,2026,Andrew Benintendi,,Chicago White Sox,Kansas City Royals,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,home,1,Seth Lugo,Seth Lugo,Seth Lugo,607625,R,Seth Lugo,607625,Noah Schultz,702273,650,BetMGM,13.33,39.80,missing,,,,,,,Chicago White Sox,Kansas City Royals @ Chicago White Sox,"{""player"":""Andrew Benintendi"",""player_key"":""andrew benintendi"",""team"":""Chicago White Sox"",""team_key"":""chicago white sox"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""650"",""book"":""BetMGM"",""consensus_odds"":""564"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+650 | DraftKings:+587 | FanDuel:+540 | Caesars:+525"",""raw_books_seen"":""BetMGM:+650 | DraftKings:+587 | FanDuel:+540 | Caesars:+525 | BetMGM:+650"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Kansas City Royals,probable,8,47.7,3.21,1.36,4.25,9.30,7.16,7.93,3.21,0.19,36.99,AVOID,36.99,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals
130,2026-05-13,2026,Marcell Ozuna,,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Pre-Game,PNC Park,home,1,Jose Quintana,Jose Quintana,Jose Quintana,500779,L,Jose Quintana,500779,Mitch Keller,656605,650,DraftKings,13.33,39.80,missing,,,,,,,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Marcell Ozuna"",""player_key"":""marcell ozuna"",""team"":""Pittsburgh Pirates"",""team_key"":""pittsburgh pirates"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""650"",""book"":""DraftKings"",""consensus_odds"":""578"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+650 | FanDuel:+630 | Caesars:+525 | BetMGM:+475"",""raw_books_seen"":""DraftKings:+650 | FanDuel:+630 | Caesars:+525 | BetMGM:+475 | DraftKings:+650"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Colorado Rockies,probable,6,30.0,3.90,1.33,6.08,8.73,2.12,4.20,3.90,1.50,59.23,LIVE,59.23,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH,8.0,2.0,MATCH,the_odds_api_totals
131,2026-05-13,2026,Royce Lewis,,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,home,1,Max Meyer,Max Meyer,Max Meyer,676974,R,Max Meyer,676974,Simeon Woods Richardson,680573,650,BetMGM,13.33,39.80,missing,,,,,,,Minnesota Twins,Miami Marlins @ Minnesota Twins,"{""player"":""Royce Lewis"",""player_key"":""royce lewis"",""team"":""Minnesota Twins"",""team_key"":""minnesota twins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""650"",""book"":""BetMGM"",""consensus_odds"":""587"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+650 | FanDuel:+590 | DraftKings:+584 | Caesars:+575"",""raw_books_seen"":""BetMGM:+650 | FanDuel:+590 | DraftKings:+584 | Caesars:+575 | BetMGM:+650"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Miami Marlins,probable,8,42.0,2.79,1.10,3.55,8.62,1.06,9.64,3.21,0.43,11.89,AVOID,11.89,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,8.5,2.0,MATCH,the_odds_api_totals
132,2026-05-13,2026,Jordan Walker,,St. Louis Cardinals,Athletics,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,away,0,J.T. Ginn,J.T. Ginn,J.T. Ginn,669372,R,J.T. Ginn,669372,Matthew Liberatore,669461,650,BetMGM,13.33,39.80,missing,,,,,,,St. Louis Cardinals,St. Louis Cardinals @ Athletics,"{""player"":""Jordan Walker"",""player_key"":""jordan walker"",""team"":""St Louis Cardinals"",""team_key"":""st louis cardinals"",""game"":""St. Louis Cardinals @ Athletics"",""game_key"":""st louis cardinals @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""650"",""book"":""BetMGM"",""consensus_odds"":""593"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+650 | DraftKings:+610 | Caesars:+575 | FanDuel:+540"",""raw_books_seen"":""BetMGM:+650 | DraftKings:+610 | Caesars:+575 | FanDuel:+540 | FanDuel:+390 | BetMGM:+375 | DraftKings:+371 | Caesars:+350 | BetMGM:+650"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Athletics,probable,6,37.3,3.62,1.13,4.68,8.28,3.45,7.47,3.62,1.21,43.55,NEUTRAL,43.55,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH,9.8,5.0,MATCH,the_odds_api_totals
