rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type,vegas_game_total,vegas_total_boost,vegas_total_match,vegas_total_source
133,2026-05-13,2026,Nolan Gorman,,St. Louis Cardinals,Athletics,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,away,0,J.T. Ginn,J.T. Ginn,J.T. Ginn,669372,R,J.T. Ginn,669372,Matthew Liberatore,669461,650,BetMGM,13.33,39.80,missing,,,,,,,St. Louis Cardinals,St. Louis Cardinals @ Athletics,"{""player"":""Nolan Gorman"",""player_key"":""nolan gorman"",""team"":""St Louis Cardinals"",""team_key"":""st louis cardinals"",""game"":""St. Louis Cardinals @ Athletics"",""game_key"":""st louis cardinals @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""650"",""book"":""BetMGM"",""consensus_odds"":""605"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+650 | DraftKings:+620 | FanDuel:+590 | Caesars:+575"",""raw_books_seen"":""BetMGM:+650 | DraftKings:+620 | FanDuel:+590 | Caesars:+575 | FanDuel:+420 | DraftKings:+396 | Caesars:+370 | BetMGM:+310 | BetMGM:+650"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Athletics,probable,6,37.3,3.62,1.13,4.68,8.28,3.45,7.47,3.62,1.21,43.55,NEUTRAL,43.55,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH,9.8,5.0,MATCH,the_odds_api_totals
134,2026-05-13,2026,Kody Clemens,,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,home,1,Max Meyer,Max Meyer,Max Meyer,676974,R,Max Meyer,676974,Simeon Woods Richardson,680573,625,BetMGM,13.79,39.59,missing,,,,,,,Minnesota Twins,Miami Marlins @ Minnesota Twins,"{""player"":""Kody Clemens"",""player_key"":""kody clemens"",""team"":""Minnesota Twins"",""team_key"":""minnesota twins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""625"",""book"":""BetMGM"",""consensus_odds"":""458"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+625 | Caesars:+475 | FanDuel:+440 | DraftKings:+434"",""raw_books_seen"":""BetMGM:+625 | Caesars:+475 | FanDuel:+440 | DraftKings:+434 | BetMGM:+625"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Miami Marlins,probable,8,42.0,2.79,1.10,3.55,8.62,1.06,9.64,3.21,0.43,11.89,AVOID,11.89,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,8.5,2.0,MATCH,the_odds_api_totals
135,2026-05-13,2026,Danny Jansen,,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,home,1,Ryne Nelson,Ryne Nelson,Ryne Nelson,669194,R,Ryne Nelson,669194,Kumar Rocker,677958,620,DraftKings,13.89,39.55,missing,,,,,,,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Danny Jansen"",""player_key"":""danny jansen"",""team"":""Texas Rangers"",""team_key"":""texas rangers"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""620"",""book"":""DraftKings"",""consensus_odds"":""535"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+620 | FanDuel:+570 | Caesars:+500 | BetMGM:+475"",""raw_books_seen"":""DraftKings:+620 | FanDuel:+570 | Caesars:+500 | BetMGM:+475 | DraftKings:+620"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Arizona Diamondbacks,probable,8,38.0,5.68,1.26,4.83,8.85,4.15,8.29,3.32,1.89,69.33,LIVE,69.33,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals
136,2026-05-13,2026,Mike Yastrzemski,,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Pre-Game,Truist Park,home,1,Shota Imanaga,Shota Imanaga,Shota Imanaga,684007,L,Shota Imanaga,684007,JR Ritchie,702275,620,DraftKings,13.89,39.55,missing,,,,,,,Atlanta Braves,Chicago Cubs @ Atlanta Braves,"{""player"":""Mike Yastrzemski"",""player_key"":""mike yastrzemski"",""team"":""Atlanta Braves"",""team_key"":""atlanta braves"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""620"",""book"":""DraftKings"",""consensus_odds"":""598"",""trusted_books_count"":""2"",""trusted_books"":""DraftKings:+620 | Caesars:+575"",""raw_books_seen"":""DraftKings:+620 | Caesars:+575 | DraftKings:+620"",""removed_outliers"":""1"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago Cubs,probable,8,47.3,2.28,0.93,3.12,7.69,2.45,10.08,2.47,0.76,10.73,AVOID,10.73,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,7.5,0.0,MATCH,the_odds_api_totals
137,2026-05-13,2026,Joey Wiemer,,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Pre-Game,Great American Ball Park,away,0,Nick Lodolo,Nick Lodolo,Nick Lodolo,666157,L,Nick Lodolo,666157,Jake Irvin,663623,610,FanDuel,14.08,39.46,missing,,,,,,,Washington Nationals,Washington Nationals @ Cincinnati Reds,"{""player"":""Joey Wiemer"",""player_key"":""joey wiemer"",""team"":""Washington Nationals"",""team_key"":""washington nationals"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""610"",""book"":""FanDuel"",""consensus_odds"":""534"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+610 | DraftKings:+568 | Caesars:+500 | BetMGM:+450"",""raw_books_seen"":""FanDuel:+610 | DraftKings:+568 | Caesars:+500 | BetMGM:+450 | FanDuel:+610"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cincinnati Reds,probable,1,5.3,6.75,1.13,6.15,8.28,6.75,3.38,1.69,3.38,77.17,ATTACK,77.17,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH,8.3,2.0,MATCH,the_odds_api_totals
138,2026-05-13,2026,Moisés Ballesteros,,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Pre-Game,Truist Park,away,0,JR Ritchie,JR Ritchie,JR Ritchie,702275,R,JR Ritchie,702275,Shota Imanaga,684007,610,FanDuel,14.08,39.46,missing,,,,,,,Chicago Cubs,Chicago Cubs @ Atlanta Braves,"{""player"":""Moisés Ballesteros"",""player_key"":""moises ballesteros"",""team"":""Chicago Cubs"",""team_key"":""chicago cubs"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""610"",""book"":""FanDuel"",""consensus_odds"":""584"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+610 | DraftKings:+584 | Caesars:+575"",""raw_books_seen"":""FanDuel:+610 | DraftKings:+584 | Caesars:+575 | FanDuel:+610"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Atlanta Braves,probable,3,17.3,3.63,1.50,6.63,7.69,3.63,6.75,6.23,2.08,78.23,ATTACK,78.23,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,7.5,0.0,MATCH,the_odds_api_totals
139,2026-05-13,2026,Ryan Jeffers,,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,home,1,Max Meyer,Max Meyer,Max Meyer,676974,R,Max Meyer,676974,Simeon Woods Richardson,680573,600,BetMGM,14.29,39.37,missing,,,,,,,Minnesota Twins,Miami Marlins @ Minnesota Twins,"{""player"":""Ryan Jeffers"",""player_key"":""ryan jeffers"",""team"":""Minnesota Twins"",""team_key"":""minnesota twins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""600"",""book"":""BetMGM"",""consensus_odds"":""548"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+600 | FanDuel:+570 | Caesars:+525 | DraftKings:+521"",""raw_books_seen"":""BetMGM:+600 | FanDuel:+570 | Caesars:+525 | DraftKings:+521 | BetMGM:+600"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Miami Marlins,probable,8,42.0,2.79,1.10,3.55,8.62,1.06,9.64,3.21,0.43,11.89,AVOID,11.89,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,8.5,2.0,MATCH,the_odds_api_totals
140,2026-05-13,2026,Heriberto Hernández,,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,away,0,Simeon Woods Richardson,Simeon Woods Richardson,Simeon Woods Richardson,680573,R,Simeon Woods Richardson,680573,Max Meyer,676974,598,DraftKings,14.33,39.35,missing,,,,,,,Miami Marlins,Miami Marlins @ Minnesota Twins,"{""player"":""Heriberto Hernández"",""player_key"":""heriberto hernandez"",""team"":""Miami Marlins"",""team_key"":""miami marlins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""598"",""book"":""DraftKings"",""consensus_odds"":""587"",""trusted_books_count"":""2"",""trusted_books"":""DraftKings:+598 | Caesars:+575"",""raw_books_seen"":""DraftKings:+598 | Caesars:+575 | DraftKings:+598"",""removed_outliers"":""1"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Minnesota Twins,probable,8,39.0,6.92,1.72,6.60,8.22,8.78,4.38,3.69,1.85,93.63,ATTACK,93.63,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,8.5,2.0,MATCH,the_odds_api_totals
141,2026-05-13,2026,Randy Arozarena,,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,away,0,Lance McCullers Jr.,Lance McCullers Jr.,Lance McCullers Jr.,621121,R,Lance McCullers Jr.,621121,Bryce Miller,682243,591,DraftKings,14.47,39.29,missing,,,,,,,Seattle Mariners,Seattle Mariners @ Houston Astros,"{""player"":""Randy Arozarena"",""player_key"":""randy arozarena"",""team"":""Seattle Mariners"",""team_key"":""seattle mariners"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""591"",""book"":""DraftKings"",""consensus_odds"":""535"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+591 | FanDuel:+570 | Caesars:+500 | BetMGM:+475"",""raw_books_seen"":""DraftKings:+591 | FanDuel:+570 | Caesars:+500 | BetMGM:+475 | DraftKings:+591"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Houston Astros,probable,7,34.0,7.41,1.50,5.12,9.06,9.22,9.79,5.29,1.32,80.64,ATTACK,80.64,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH,9.3,5.0,MATCH,the_odds_api_totals
142,2026-05-13,2026,Joc Pederson,,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,home,1,Ryne Nelson,Ryne Nelson,Ryne Nelson,669194,R,Ryne Nelson,669194,Kumar Rocker,677958,590,FanDuel,14.49,39.28,missing,,,,,,,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Joc Pederson"",""player_key"":""joc pederson"",""team"":""Texas Rangers"",""team_key"":""texas rangers"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""590"",""book"":""FanDuel"",""consensus_odds"":""541"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+590 | DraftKings:+581 | Caesars:+500 | BetMGM:+425"",""raw_books_seen"":""FanDuel:+590 | DraftKings:+581 | Caesars:+500 | BetMGM:+425 | FanDuel:+590"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Arizona Diamondbacks,probable,8,38.0,5.68,1.26,4.83,8.85,4.15,8.29,3.32,1.89,69.33,LIVE,69.33,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals
143,2026-05-13,2026,Gavin Sheets,,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,away,0,Jacob Misiorowski,Jacob Misiorowski,Jacob Misiorowski,694819,R,Jacob Misiorowski,694819,Michael King,650633,590,FanDuel,14.49,39.28,missing,,,,,,,San Diego Padres,San Diego Padres @ Milwaukee Brewers,"{""player"":""Gavin Sheets"",""player_key"":""gavin sheets"",""team"":""San Diego Padres"",""team_key"":""san diego padres"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""590"",""book"":""FanDuel"",""consensus_odds"":""568"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+590 | DraftKings:+585 | BetMGM:+550 | Caesars:+525"",""raw_books_seen"":""FanDuel:+590 | DraftKings:+585 | BetMGM:+550 | Caesars:+525 | FanDuel:+590"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Milwaukee Brewers,probable,8,44.0,2.45,0.95,2.33,8.66,1.56,14.32,3.48,0.82,13.01,AVOID,13.01,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH,8.0,2.0,MATCH,the_odds_api_totals
144,2026-05-13,2026,Michael Harris II,,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Pre-Game,Truist Park,home,1,Shota Imanaga,Shota Imanaga,Shota Imanaga,684007,L,Shota Imanaga,684007,JR Ritchie,702275,590,DraftKings,14.49,39.28,missing,,,,,,,Atlanta Braves,Chicago Cubs @ Atlanta Braves,"{""player"":""Michael Harris II"",""player_key"":""michael harris"",""team"":""Atlanta Braves"",""team_key"":""atlanta braves"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""590"",""book"":""DraftKings"",""consensus_odds"":""573"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+590 | BetMGM:+575 | FanDuel:+570 | Caesars:+525"",""raw_books_seen"":""DraftKings:+590 | BetMGM:+575 | FanDuel:+570 | Caesars:+525 | DraftKings:+590"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago Cubs,probable,8,47.3,2.28,0.93,3.12,7.69,2.45,10.08,2.47,0.76,10.73,AVOID,10.73,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,7.5,0.0,MATCH,the_odds_api_totals
145,2026-05-13,2026,Brendan Donovan,,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,away,0,Lance McCullers Jr.,Lance McCullers Jr.,Lance McCullers Jr.,621121,R,Lance McCullers Jr.,621121,Bryce Miller,682243,589,DraftKings,14.51,39.27,missing,,,,,,,Seattle Mariners,Seattle Mariners @ Houston Astros,"{""player"":""Brendan Donovan"",""player_key"":""brendan donovan"",""team"":""Seattle Mariners"",""team_key"":""seattle mariners"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""589"",""book"":""DraftKings"",""consensus_odds"":""573"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+589 | BetMGM:+575 | FanDuel:+570 | Caesars:+525"",""raw_books_seen"":""DraftKings:+589 | BetMGM:+575 | FanDuel:+570 | Caesars:+525"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Houston Astros,probable,7,34.0,7.41,1.50,5.12,9.06,9.22,9.79,5.29,1.32,80.64,ATTACK,80.64,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH,9.3,5.0,MATCH,the_odds_api_totals
146,2026-05-13,2026,Alex Bregman,,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Pre-Game,Truist Park,away,0,JR Ritchie,JR Ritchie,JR Ritchie,702275,R,JR Ritchie,702275,Shota Imanaga,684007,576,DraftKings,14.79,39.14,missing,,,,,,,Chicago Cubs,Chicago Cubs @ Atlanta Braves,"{""player"":""Alex Bregman"",""player_key"":""alex bregman"",""team"":""Chicago Cubs"",""team_key"":""chicago cubs"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""576"",""book"":""DraftKings"",""consensus_odds"":""520"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+576 | FanDuel:+540 | Caesars:+500 | BetMGM:+500"",""raw_books_seen"":""DraftKings:+576 | FanDuel:+540 | Caesars:+500 | BetMGM:+500 | DraftKings:+576"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Atlanta Braves,probable,3,17.3,3.63,1.50,6.63,7.69,3.63,6.75,6.23,2.08,78.23,ATTACK,78.23,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,7.5,0.0,MATCH,the_odds_api_totals
147,2026-05-13,2026,Alec Burleson,,St. Louis Cardinals,Athletics,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,away,0,J.T. Ginn,J.T. Ginn,J.T. Ginn,669372,R,J.T. Ginn,669372,Matthew Liberatore,669461,575,Caesars,14.81,39.13,missing,,,,,,,St. Louis Cardinals,St. Louis Cardinals @ Athletics,"{""player"":""Alec Burleson"",""player_key"":""alec burleson"",""team"":""St Louis Cardinals"",""team_key"":""st louis cardinals"",""game"":""St. Louis Cardinals @ Athletics"",""game_key"":""st louis cardinals @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""575"",""book"":""Caesars"",""consensus_odds"":""511"",""trusted_books_count"":""4"",""trusted_books"":""Caesars:+575 | FanDuel:+570 | DraftKings:+452 | BetMGM:+375"",""raw_books_seen"":""BetMGM:+800 | DraftKings:+630 | Caesars:+575 | FanDuel:+570 | FanDuel:+490 | DraftKings:+452 | Caesars:+400 | BetMGM:+375 | BetMGM:+800"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Athletics,probable,6,37.3,3.62,1.13,4.68,8.28,3.45,7.47,3.62,1.21,43.55,NEUTRAL,43.55,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH,9.8,5.0,MATCH,the_odds_api_totals
148,2026-05-13,2026,Heliot Ramos,,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,away,0,Shohei Ohtani,Shohei Ohtani,Shohei Ohtani,660271,R,Shohei Ohtani,660271,Robbie Ray,592662,575,DraftKings,14.81,39.13,missing,,,,,,,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Heliot Ramos"",""player_key"":""heliot ramos"",""team"":""San Francisco Giants"",""team_key"":""san francisco giants"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""575"",""book"":""DraftKings"",""consensus_odds"":""533"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+575 | FanDuel:+540 | BetMGM:+525 | Caesars:+500"",""raw_books_seen"":""DraftKings:+575 | FanDuel:+540 | BetMGM:+525 | Caesars:+500"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Los Angeles Dodgers,probable,6,37.0,0.97,0.81,2.71,8.11,1.42,10.22,2.19,0.49,3.55,AVOID,3.55,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals
149,2026-05-13,2026,Ramón Laureano,,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,away,0,Jacob Misiorowski,Jacob Misiorowski,Jacob Misiorowski,694819,R,Jacob Misiorowski,694819,Michael King,650633,575,BetMGM,14.81,39.13,missing,,,,,,,San Diego Padres,San Diego Padres @ Milwaukee Brewers,"{""player"":""Ramón Laureano"",""player_key"":""ramon laureano"",""team"":""San Diego Padres"",""team_key"":""san diego padres"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""575"",""book"":""BetMGM"",""consensus_odds"":""563"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+575 | FanDuel:+570 | DraftKings:+555 | Caesars:+525"",""raw_books_seen"":""BetMGM:+575 | FanDuel:+570 | DraftKings:+555 | Caesars:+525 | BetMGM:+575"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Milwaukee Brewers,probable,8,44.0,2.45,0.95,2.33,8.66,1.56,14.32,3.48,0.82,13.01,AVOID,13.01,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH,8.0,2.0,MATCH,the_odds_api_totals
