rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type,vegas_game_total,vegas_total_boost,vegas_total_match,vegas_total_source,pitch_type_score,pitch_type_grade,primary_pitch_match,primary_pitch_usage_pct,primary_pitch_hitter_score,primary_pitch_pitcher_weakness,best_hitter_pitch,best_hitter_pitch_score,weakest_pitcher_pitch,weakest_pitcher_pitch_score,pitcher_primary_mix,hitter_pitch_sample,pitcher_pitch_sample,pitch_type_note,bullpen_attack_score,bullpen_grade,bullpen_quality_score,bullpen_quality_grade,bullpen_fatigue_score,bullpen_fatigue_grade,bullpen_total_pitches_last_3,bullpen_innings_last_3,bullpen_pitchers_used_last_3,bullpen_relievers_20_plus,bullpen_relievers_25_plus,bullpen_relievers_30_plus,bullpen_back_to_back_relievers,bullpen_high_usage_relievers,bullpen_era,bullpen_whip,bullpen_hr_per_9,bullpen_k_per_9,bullpen_note,market_score,power_score,statcast_score,pitcher_score,park_score_model,vegas_score,lineup_score,odds_quality_score,final_score,tier,weather_humidity,weather_label,weather_roof_flag,weather_roof_status,live_slate_status
71,2026-05-13,2026,Ketel Marte,,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,away,0,Kumar Rocker,Kumar Rocker,Kumar Rocker,677958,R,Kumar Rocker,677958,Ryne Nelson,669194,426,DraftKings,19.01,29.70,missing,,,,,,,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Ketel Marte"",""player_key"":""ketel marte"",""team"":""Arizona Diamondbacks"",""team_key"":""arizona diamondbacks"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""426"",""book"":""DraftKings"",""consensus_odds"":""405"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+426 | FanDuel:+420 | Caesars:+390 | BetMGM:+350"",""raw_books_seen"":""DraftKings:+426 | FanDuel:+420 | Caesars:+390 | BetMGM:+350 | DraftKings:+426"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,MATCH,80.8,12.7,170,clear sky,Globe Life Field,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Texas Rangers,probable,7,32.3,5.01,1.52,5.11,8.16,7.71,7.52,3.62,1.11,68.56,LIVE,68.56,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals,92.27,ELITE MATCHUP,Slider,34.9,92.6,100.0,4-Seam Fastball,93.0,Changeup,100.0,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,222,215,Ketel Marte profiles best against Slider | Kumar Rocker grades weakest on Changeup,45.87,RESPECT,43.41,RESPECT,49.27,NORMAL,130,9.3,7,3,1,0,0,Jacob Latz 32 pitches 2 app,3.60,1.21,1.10,8.76,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,100.00,0.00,55.00,68.56,56.00,37.50,50.00,52.00,29.70,LONGSHOT,57,Roof controlled,1,ROOF_OR_RETRACTABLE,NO_STATUS_MATCH
73,2026-05-13,2026,Jesús Sánchez,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Pre-Game,Rogers Centre,home,1,Griffin Jax,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,690,DraftKings,12.66,29.51,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Jesús Sánchez"",""player_key"":""jesus sanchez"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""690"",""book"":""DraftKings"",""consensus_odds"":""593"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+690 | FanDuel:+610 | Caesars:+575 | BetMGM:+525"",""raw_books_seen"":""DraftKings:+690 | FanDuel:+610 | Caesars:+575 | BetMGM:+525 | DraftKings:+690"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,MATCH,51.0,1.0,0,overcast clouds,Rogers Centre,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,3,18.0,5.00,1.44,5.39,6.98,2.00,8.50,5.00,1.50,67.84,LIVE,67.84,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,7.5,0.0,MATCH,the_odds_api_totals,74.83,STRONG,4-Seam Fastball,30.4,67.1,100.0,Curveball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 30.4% | Changeup 18.5% | Sinker 17.0% | Sweeper 17.0%,197,135,Jesús Sánchez profiles best against 4-Seam Fastball | Griffin Jax grades weakest on 4-Seam Fastball,63.48,NEUTRAL,40.66,RESPECT,95.00,EXHAUSTED,195,11.3,11,4,2,1,2,Garrett Cleavinger 37 pitches 2 app | Kevin Kelly 38 pitches 2 app | Bryan Baker 26 pitches 2 app | Ian Seymour 34 pitches 2 app,3.48,1.15,1.02,7.90,Opponent bullpen NEUTRAL | Quality RESPECT | Fatigue EXHAUSTED,100.00,0.00,55.00,67.84,62.00,25.00,50.00,52.00,29.51,LONGSHOT,79,Roof controlled,1,ROOF_OR_RETRACTABLE,NO_STATUS_MATCH
74,2026-05-13,2026,Vladimir Guerrero Jr.,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Pre-Game,Rogers Centre,home,1,Griffin Jax,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,544,DraftKings,15.53,29.51,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Vladimir Guerrero Jr."",""player_key"":""vladimir guerrero"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""544"",""book"":""DraftKings"",""consensus_odds"":""483"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+544 | FanDuel:+490 | Caesars:+475 | BetMGM:+425"",""raw_books_seen"":""DraftKings:+544 | FanDuel:+490 | Caesars:+475 | BetMGM:+425 | DraftKings:+544"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,MATCH,51.0,1.0,0,overcast clouds,Rogers Centre,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,3,18.0,5.00,1.44,5.39,6.98,2.00,8.50,5.00,1.50,67.84,LIVE,67.84,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,7.5,0.0,MATCH,the_odds_api_totals,84.60,ELITE MATCHUP,4-Seam Fastball,30.4,96.0,100.0,Cutter,100.0,4-Seam Fastball,100.0,4-Seam Fastball 30.4% | Changeup 18.5% | Sinker 17.0% | Sweeper 17.0%,260,135,Vladimir Guerrero Jr. profiles best against 4-Seam Fastball | Griffin Jax grades weakest on 4-Seam Fastball,63.48,NEUTRAL,40.66,RESPECT,95.00,EXHAUSTED,195,11.3,11,4,2,1,2,Garrett Cleavinger 37 pitches 2 app | Kevin Kelly 38 pitches 2 app | Bryan Baker 26 pitches 2 app | Ian Seymour 34 pitches 2 app,3.48,1.15,1.02,7.90,Opponent bullpen NEUTRAL | Quality RESPECT | Fatigue EXHAUSTED,100.00,0.00,55.00,67.84,62.00,25.00,50.00,52.00,29.51,LONGSHOT,79,Roof controlled,1,ROOF_OR_RETRACTABLE,NO_STATUS_MATCH
75,2026-05-13,2026,Daulton Varsho,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Pre-Game,Rogers Centre,home,1,Griffin Jax,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,520,FanDuel,16.13,29.51,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Daulton Varsho"",""player_key"":""daulton varsho"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""520"",""book"":""FanDuel"",""consensus_odds"":""472"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+520 | DraftKings:+518 | Caesars:+425 | BetMGM:+360"",""raw_books_seen"":""FanDuel:+520 | DraftKings:+518 | Caesars:+425 | BetMGM:+360 | FanDuel:+520"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,MATCH,51.0,1.0,0,overcast clouds,Rogers Centre,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,3,18.0,5.00,1.44,5.39,6.98,2.00,8.50,5.00,1.50,67.84,LIVE,67.84,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,7.5,0.0,MATCH,the_odds_api_totals,80.46,STRONG,4-Seam Fastball,30.4,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 30.4% | Changeup 18.5% | Sinker 17.0% | Sweeper 17.0%,230,135,Daulton Varsho profiles best against 4-Seam Fastball | Griffin Jax grades weakest on 4-Seam Fastball | Direct pitch type overlap,63.48,NEUTRAL,40.66,RESPECT,95.00,EXHAUSTED,195,11.3,11,4,2,1,2,Garrett Cleavinger 37 pitches 2 app | Kevin Kelly 38 pitches 2 app | Bryan Baker 26 pitches 2 app | Ian Seymour 34 pitches 2 app,3.48,1.15,1.02,7.90,Opponent bullpen NEUTRAL | Quality RESPECT | Fatigue EXHAUSTED,100.00,0.00,55.00,67.84,62.00,25.00,50.00,52.00,29.51,LONGSHOT,79,Roof controlled,1,ROOF_OR_RETRACTABLE,NO_STATUS_MATCH
76,2026-05-13,2026,George Springer,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Pre-Game,Rogers Centre,home,1,Griffin Jax,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,503,DraftKings,16.58,29.51,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""George Springer"",""player_key"":""george springer"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""503"",""book"":""DraftKings"",""consensus_odds"":""445"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+503 | FanDuel:+490 | Caesars:+400 | BetMGM:+340"",""raw_books_seen"":""DraftKings:+503 | FanDuel:+490 | Caesars:+400 | BetMGM:+340 | DraftKings:+503"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,MATCH,51.0,1.0,0,overcast clouds,Rogers Centre,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,3,18.0,5.00,1.44,5.39,6.98,2.00,8.50,5.00,1.50,67.84,LIVE,67.84,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,7.5,0.0,MATCH,the_odds_api_totals,74.31,STRONG,4-Seam Fastball,30.4,88.7,100.0,Cutter,100.0,4-Seam Fastball,100.0,4-Seam Fastball 30.4% | Changeup 18.5% | Sinker 17.0% | Sweeper 17.0%,114,135,George Springer profiles best against 4-Seam Fastball | Griffin Jax grades weakest on 4-Seam Fastball,63.48,NEUTRAL,40.66,RESPECT,95.00,EXHAUSTED,195,11.3,11,4,2,1,2,Garrett Cleavinger 37 pitches 2 app | Kevin Kelly 38 pitches 2 app | Bryan Baker 26 pitches 2 app | Ian Seymour 34 pitches 2 app,3.48,1.15,1.02,7.90,Opponent bullpen NEUTRAL | Quality RESPECT | Fatigue EXHAUSTED,100.00,0.00,55.00,67.84,62.00,25.00,50.00,52.00,29.51,LONGSHOT,79,Roof controlled,1,ROOF_OR_RETRACTABLE,NO_STATUS_MATCH
77,2026-05-13,2026,Kazuma Okamoto,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Pre-Game,Rogers Centre,home,1,Griffin Jax,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,398,DraftKings,20.08,29.51,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Kazuma Okamoto"",""player_key"":""kazuma okamoto"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""398"",""book"":""DraftKings"",""consensus_odds"":""355"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+398 | FanDuel:+360 | Caesars:+350 | BetMGM:+340"",""raw_books_seen"":""DraftKings:+398 | FanDuel:+360 | Caesars:+350 | BetMGM:+340 | DraftKings:+398"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,MATCH,51.0,1.0,0,overcast clouds,Rogers Centre,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,3,18.0,5.00,1.44,5.39,6.98,2.00,8.50,5.00,1.50,67.84,LIVE,67.84,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,7.5,0.0,MATCH,the_odds_api_totals,85.36,ELITE MATCHUP,4-Seam Fastball,30.4,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 30.4% | Changeup 18.5% | Sinker 17.0% | Sweeper 17.0%,300,135,Kazuma Okamoto profiles best against 4-Seam Fastball | Griffin Jax grades weakest on 4-Seam Fastball | Direct pitch type overlap,63.48,NEUTRAL,40.66,RESPECT,95.00,EXHAUSTED,195,11.3,11,4,2,1,2,Garrett Cleavinger 37 pitches 2 app | Kevin Kelly 38 pitches 2 app | Bryan Baker 26 pitches 2 app | Ian Seymour 34 pitches 2 app,3.48,1.15,1.02,7.90,Opponent bullpen NEUTRAL | Quality RESPECT | Fatigue EXHAUSTED,100.00,0.00,55.00,67.84,62.00,25.00,50.00,52.00,29.51,LONGSHOT,79,Roof controlled,1,ROOF_OR_RETRACTABLE,NO_STATUS_MATCH
78,2026-05-13,2026,Nick Loftin,,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,away,0,Noah Schultz,Noah Schultz,Noah Schultz,702273,L,Noah Schultz,702273,Seth Lugo,607625,940,DraftKings,9.62,29.10,missing,,,,,,,Kansas City Royals,Kansas City Royals @ Chicago White Sox,"{""player"":""Nick Loftin"",""player_key"":""nick loftin"",""team"":""Kansas City Royals"",""team_key"":""kansas city royals"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""940"",""book"":""DraftKings"",""consensus_odds"":""898"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+940 | FanDuel:+920 | BetMGM:+875 | Caesars:+850"",""raw_books_seen"":""DraftKings:+940 | FanDuel:+920 | BetMGM:+875 | Caesars:+850"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",-1,MATCH,54.6,6.9,120,broken clouds,Guaranteed Rate Field,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago White Sox,probable,5,25.0,4.68,1.32,5.21,8.28,5.17,8.28,5.76,0.72,56.53,LIVE,56.53,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals,88.85,ELITE MATCHUP,Sweeper,26.3,94.0,100.0,Sweeper,94.0,Sweeper,100.0,Sweeper 26.3% | 4-Seam Fastball 25.1% | Sinker 23.1% | Cutter 17.5%,141,251,Nick Loftin profiles best against Sweeper | Noah Schultz grades weakest on Sweeper | Direct pitch type overlap,49.74,NEUTRAL,56.51,NEUTRAL,40.38,NORMAL,113,7.0,7,3,1,0,0,Seranthony Domínguez 33 pitches 2 app | Bryan Hudson 16 pitches 2 app,4.26,1.36,1.09,8.09,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue NORMAL,100.00,0.00,55.00,56.53,62.00,47.50,50.00,52.00,29.10,LONGSHOT,56,Mild suppress,0,OPEN_AIR,NO_STATUS_MATCH
79,2026-05-13,2026,Isaac Collins,,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,away,0,Noah Schultz,Noah Schultz,Noah Schultz,702273,L,Noah Schultz,702273,Seth Lugo,607625,850,BetMGM,10.53,29.10,missing,,,,,,,Kansas City Royals,Kansas City Royals @ Chicago White Sox,"{""player"":""Isaac Collins"",""player_key"":""isaac collins"",""team"":""Kansas City Royals"",""team_key"":""kansas city royals"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""850"",""book"":""BetMGM"",""consensus_odds"":""785"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+850 | DraftKings:+810 | FanDuel:+760 | Caesars:+750"",""raw_books_seen"":""BetMGM:+850 | DraftKings:+810 | FanDuel:+760 | Caesars:+750"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",-1,MATCH,54.6,6.9,120,broken clouds,Guaranteed Rate Field,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago White Sox,probable,5,25.0,4.68,1.32,5.21,8.28,5.17,8.28,5.76,0.72,56.53,LIVE,56.53,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals,86.47,ELITE MATCHUP,Sweeper,26.3,100.0,100.0,4-Seam Fastball,100.0,Sweeper,100.0,Sweeper 26.3% | 4-Seam Fastball 25.1% | Sinker 23.1% | Cutter 17.5%,223,251,Isaac Collins profiles best against Sweeper | Noah Schultz grades weakest on Sweeper,49.74,NEUTRAL,56.51,NEUTRAL,40.38,NORMAL,113,7.0,7,3,1,0,0,Seranthony Domínguez 33 pitches 2 app | Bryan Hudson 16 pitches 2 app,4.26,1.36,1.09,8.09,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue NORMAL,100.00,0.00,55.00,56.53,62.00,47.50,50.00,52.00,29.10,LONGSHOT,56,Mild suppress,0,OPEN_AIR,NO_STATUS_MATCH
80,2026-05-13,2026,Carter Jensen,,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,away,0,Noah Schultz,Noah Schultz,Noah Schultz,702273,L,Noah Schultz,702273,Seth Lugo,607625,800,BetMGM,11.11,29.10,missing,,,,,,,Kansas City Royals,Kansas City Royals @ Chicago White Sox,"{""player"":""Carter Jensen"",""player_key"":""carter jensen"",""team"":""Kansas City Royals"",""team_key"":""kansas city royals"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""800"",""book"":""BetMGM"",""consensus_odds"":""655"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+800 | FanDuel:+680 | DraftKings:+630 | Caesars:+625"",""raw_books_seen"":""BetMGM:+800 | FanDuel:+680 | DraftKings:+630 | Caesars:+625 | BetMGM:+800"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",-1,MATCH,54.6,6.9,120,broken clouds,Guaranteed Rate Field,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago White Sox,probable,5,25.0,4.68,1.32,5.21,8.28,5.17,8.28,5.76,0.72,56.53,LIVE,56.53,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals,81.38,STRONG,Sinker,23.1,100.0,77.6,Curveball,100.0,Sweeper,100.0,Sweeper 26.3% | 4-Seam Fastball 25.1% | Sinker 23.1% | Cutter 17.5%,248,251,Carter Jensen profiles best against Sinker | Noah Schultz grades weakest on Sweeper,49.74,NEUTRAL,56.51,NEUTRAL,40.38,NORMAL,113,7.0,7,3,1,0,0,Seranthony Domínguez 33 pitches 2 app | Bryan Hudson 16 pitches 2 app,4.26,1.36,1.09,8.09,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue NORMAL,100.00,0.00,55.00,56.53,62.00,47.50,50.00,52.00,29.10,LONGSHOT,56,Mild suppress,0,OPEN_AIR,NO_STATUS_MATCH
81,2026-05-13,2026,Maikel Garcia,,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,away,0,Noah Schultz,Noah Schultz,Noah Schultz,702273,L,Noah Schultz,702273,Seth Lugo,607625,725,BetMGM,12.12,29.10,missing,,,,,,,Kansas City Royals,Kansas City Royals @ Chicago White Sox,"{""player"":""Maikel Garcia"",""player_key"":""maikel garcia"",""team"":""Kansas City Royals"",""team_key"":""kansas city royals"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""725"",""book"":""BetMGM"",""consensus_odds"":""695"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+725 | FanDuel:+710 | DraftKings:+680 | Caesars:+625"",""raw_books_seen"":""BetMGM:+725 | FanDuel:+710 | DraftKings:+680 | Caesars:+625 | BetMGM:+725"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",-1,MATCH,54.6,6.9,120,broken clouds,Guaranteed Rate Field,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago White Sox,probable,5,25.0,4.68,1.32,5.21,8.28,5.17,8.28,5.76,0.72,56.53,LIVE,56.53,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals,90.05,ELITE MATCHUP,Sweeper,26.3,100.0,100.0,Curveball,100.0,Sweeper,100.0,Sweeper 26.3% | 4-Seam Fastball 25.1% | Sinker 23.1% | Cutter 17.5%,205,251,Maikel Garcia profiles best against Sweeper | Noah Schultz grades weakest on Sweeper,49.74,NEUTRAL,56.51,NEUTRAL,40.38,NORMAL,113,7.0,7,3,1,0,0,Seranthony Domínguez 33 pitches 2 app | Bryan Hudson 16 pitches 2 app,4.26,1.36,1.09,8.09,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue NORMAL,100.00,0.00,55.00,56.53,62.00,47.50,50.00,52.00,29.10,LONGSHOT,56,Mild suppress,0,OPEN_AIR,NO_STATUS_MATCH
