rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type,vegas_game_total,vegas_total_boost,vegas_total_match,vegas_total_source,pitch_type_score,pitch_type_grade,primary_pitch_match,primary_pitch_usage_pct,primary_pitch_hitter_score,primary_pitch_pitcher_weakness,best_hitter_pitch,best_hitter_pitch_score,weakest_pitcher_pitch,weakest_pitcher_pitch_score,pitcher_primary_mix,hitter_pitch_sample,pitcher_pitch_sample,pitch_type_note,bullpen_attack_score,bullpen_grade,bullpen_quality_score,bullpen_quality_grade,bullpen_fatigue_score,bullpen_fatigue_grade,bullpen_total_pitches_last_3,bullpen_innings_last_3,bullpen_pitchers_used_last_3,bullpen_relievers_20_plus,bullpen_relievers_25_plus,bullpen_relievers_30_plus,bullpen_back_to_back_relievers,bullpen_high_usage_relievers,bullpen_era,bullpen_whip,bullpen_hr_per_9,bullpen_k_per_9,bullpen_note,market_score,power_score,statcast_score,pitcher_score,park_score_model,vegas_score,lineup_score,odds_quality_score,final_score,tier,weather_humidity,weather_label,weather_roof_flag,weather_roof_status,live_slate_status
125,2026-05-13,2026,Dalton Rushing,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,520,FanDuel,16.13,26.28,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Dalton Rushing"",""player_key"":""dalton rushing"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""520"",""book"":""FanDuel"",""consensus_odds"":""448"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+520 | DraftKings:+495 | Caesars:+400 | BetMGM:+340"",""raw_books_seen"":""FanDuel:+520 | DraftKings:+495 | Caesars:+400 | BetMGM:+340 | FanDuel:+520"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",1,MATCH,63.5,8.1,190,clear sky,Dodger Stadium,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals,81.48,STRONG,4-Seam Fastball,52.4,84.3,100.0,Split-Finger,95.0,4-Seam Fastball,100.0,4-Seam Fastball 52.4% | Slider 23.6% | Changeup 18.8% | Knuckle Curve 5.1%,126,292,Dalton Rushing profiles best against 4-Seam Fastball | Robbie Ray grades weakest on 4-Seam Fastball,69.76,LIVE,51.48,NEUTRAL,95.00,EXHAUSTED,208,13.3,13,4,2,2,2,Keaton Winn 21 pitches 2 app | Caleb Kilian 36 pitches 2 app | Sam Hentges 41 pitches 2 app | Joel Peguero 38 pitches 2 app | Matt Gage 27 pitches 2 app,3.98,1.33,1.01,8.10,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,100.00,0.00,55.00,40.25,52.00,50.00,50.00,52.00,26.28,LONGSHOT,73,Mild boost,0,OPEN_AIR,NO_STATUS_MATCH
126,2026-05-13,2026,Freddie Freeman,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,520,FanDuel,16.13,26.28,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Freddie Freeman"",""player_key"":""freddie freeman"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""520"",""book"":""FanDuel"",""consensus_odds"":""457"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+520 | DraftKings:+489 | Caesars:+425 | BetMGM:+390"",""raw_books_seen"":""FanDuel:+520 | DraftKings:+489 | Caesars:+425 | BetMGM:+390 | FanDuel:+520"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",1,MATCH,63.5,8.1,190,clear sky,Dodger Stadium,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals,94.02,ELITE MATCHUP,4-Seam Fastball,52.4,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 52.4% | Slider 23.6% | Changeup 18.8% | Knuckle Curve 5.1%,260,292,Freddie Freeman profiles best against 4-Seam Fastball | Robbie Ray grades weakest on 4-Seam Fastball | Direct pitch type overlap,69.76,LIVE,51.48,NEUTRAL,95.00,EXHAUSTED,208,13.3,13,4,2,2,2,Keaton Winn 21 pitches 2 app | Caleb Kilian 36 pitches 2 app | Sam Hentges 41 pitches 2 app | Joel Peguero 38 pitches 2 app | Matt Gage 27 pitches 2 app,3.98,1.33,1.01,8.10,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,100.00,0.00,55.00,40.25,52.00,50.00,50.00,52.00,26.28,LONGSHOT,73,Mild boost,0,OPEN_AIR,NO_STATUS_MATCH
127,2026-05-13,2026,Andy Pages,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,490,FanDuel,16.95,26.28,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Andy Pages"",""player_key"":""andy pages"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""490"",""book"":""FanDuel"",""consensus_odds"":""447"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+490 | DraftKings:+468 | Caesars:+425 | BetMGM:+390"",""raw_books_seen"":""FanDuel:+490 | DraftKings:+468 | Caesars:+425 | BetMGM:+390 | FanDuel:+490"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",1,MATCH,63.5,8.1,190,clear sky,Dodger Stadium,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals,88.57,ELITE MATCHUP,4-Seam Fastball,52.4,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 52.4% | Slider 23.6% | Changeup 18.8% | Knuckle Curve 5.1%,287,292,Andy Pages profiles best against 4-Seam Fastball | Robbie Ray grades weakest on 4-Seam Fastball | Direct pitch type overlap,69.76,LIVE,51.48,NEUTRAL,95.00,EXHAUSTED,208,13.3,13,4,2,2,2,Keaton Winn 21 pitches 2 app | Caleb Kilian 36 pitches 2 app | Sam Hentges 41 pitches 2 app | Joel Peguero 38 pitches 2 app | Matt Gage 27 pitches 2 app,3.98,1.33,1.01,8.10,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,100.00,0.00,55.00,40.25,52.00,50.00,50.00,52.00,26.28,LONGSHOT,73,Mild boost,0,OPEN_AIR,NO_STATUS_MATCH
128,2026-05-13,2026,Teoscar Hernández,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,440,DraftKings,18.52,26.28,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Teoscar Hernández"",""player_key"":""teoscar hernandez"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""440"",""book"":""DraftKings"",""consensus_odds"":""395"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+440 | FanDuel:+420 | Caesars:+370 | BetMGM:+300"",""raw_books_seen"":""DraftKings:+440 | FanDuel:+420 | Caesars:+370 | BetMGM:+300 | DraftKings:+440"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",1,MATCH,63.5,8.1,190,clear sky,Dodger Stadium,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals,85.63,ELITE MATCHUP,4-Seam Fastball,52.4,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 52.4% | Slider 23.6% | Changeup 18.8% | Knuckle Curve 5.1%,249,292,Teoscar Hernández profiles best against 4-Seam Fastball | Robbie Ray grades weakest on 4-Seam Fastball | Direct pitch type overlap,69.76,LIVE,51.48,NEUTRAL,95.00,EXHAUSTED,208,13.3,13,4,2,2,2,Keaton Winn 21 pitches 2 app | Caleb Kilian 36 pitches 2 app | Sam Hentges 41 pitches 2 app | Joel Peguero 38 pitches 2 app | Matt Gage 27 pitches 2 app,3.98,1.33,1.01,8.10,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,100.00,0.00,55.00,40.25,52.00,50.00,50.00,52.00,26.28,LONGSHOT,73,Mild boost,0,OPEN_AIR,NO_STATUS_MATCH
129,2026-05-13,2026,Will Smith,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,420,FanDuel,19.23,26.28,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Will Smith"",""player_key"":""will smith"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""420"",""book"":""FanDuel"",""consensus_odds"":""408"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+420 | DraftKings:+415 | BetMGM:+400 | Caesars:+390"",""raw_books_seen"":""FanDuel:+420 | DraftKings:+415 | BetMGM:+400 | Caesars:+390"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",1,MATCH,63.5,8.1,190,clear sky,Dodger Stadium,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals,85.87,ELITE MATCHUP,4-Seam Fastball,52.4,100.0,100.0,Sinker,100.0,4-Seam Fastball,100.0,4-Seam Fastball 52.4% | Slider 23.6% | Changeup 18.8% | Knuckle Curve 5.1%,171,292,Will Smith profiles best against 4-Seam Fastball | Robbie Ray grades weakest on 4-Seam Fastball,69.76,LIVE,51.48,NEUTRAL,95.00,EXHAUSTED,208,13.3,13,4,2,2,2,Keaton Winn 21 pitches 2 app | Caleb Kilian 36 pitches 2 app | Sam Hentges 41 pitches 2 app | Joel Peguero 38 pitches 2 app | Matt Gage 27 pitches 2 app,3.98,1.33,1.01,8.10,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,100.00,0.00,55.00,40.25,52.00,50.00,50.00,52.00,26.28,LONGSHOT,73,Mild boost,0,OPEN_AIR,NO_STATUS_MATCH
130,2026-05-13,2026,Mookie Betts,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,390,BetMGM,20.41,26.28,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Mookie Betts"",""player_key"":""mookie betts"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""390"",""book"":""BetMGM"",""consensus_odds"":""330"",""trusted_books_count"":""3"",""trusted_books"":""BetMGM:+390 | Caesars:+330 | DraftKings:+319"",""raw_books_seen"":""BetMGM:+390 | Caesars:+330 | DraftKings:+319 | BetMGM:+390"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",1,MATCH,63.5,8.1,190,clear sky,Dodger Stadium,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals,76.96,STRONG,Slider,23.6,58.1,100.0,Sinker,100.0,4-Seam Fastball,100.0,4-Seam Fastball 52.4% | Slider 23.6% | Changeup 18.8% | Knuckle Curve 5.1%,22,292,Mookie Betts profiles best against Slider | Robbie Ray grades weakest on 4-Seam Fastball,69.76,LIVE,51.48,NEUTRAL,95.00,EXHAUSTED,208,13.3,13,4,2,2,2,Keaton Winn 21 pitches 2 app | Caleb Kilian 36 pitches 2 app | Sam Hentges 41 pitches 2 app | Joel Peguero 38 pitches 2 app | Matt Gage 27 pitches 2 app,3.98,1.33,1.01,8.10,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,100.00,0.00,55.00,40.25,52.00,50.00,50.00,52.00,26.28,LONGSHOT,73,Mild boost,0,OPEN_AIR,NO_STATUS_MATCH
131,2026-05-13,2026,Max Muncy,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,320,FanDuel,23.81,26.28,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Max Muncy"",""player_key"":""max muncy"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""320"",""book"":""FanDuel"",""consensus_odds"":""312"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+320 | DraftKings:+313 | BetMGM:+310 | Caesars:+305"",""raw_books_seen"":""FanDuel:+320 | DraftKings:+313 | BetMGM:+310 | Caesars:+305 | FanDuel:+320"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",1,MATCH,63.5,8.1,190,clear sky,Dodger Stadium,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals,93.59,ELITE MATCHUP,4-Seam Fastball,52.4,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 52.4% | Slider 23.6% | Changeup 18.8% | Knuckle Curve 5.1%,282,292,Max Muncy profiles best against 4-Seam Fastball | Robbie Ray grades weakest on 4-Seam Fastball | Direct pitch type overlap,69.76,LIVE,51.48,NEUTRAL,95.00,EXHAUSTED,208,13.3,13,4,2,2,2,Keaton Winn 21 pitches 2 app | Caleb Kilian 36 pitches 2 app | Sam Hentges 41 pitches 2 app | Joel Peguero 38 pitches 2 app | Matt Gage 27 pitches 2 app,3.98,1.33,1.01,8.10,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,100.00,0.00,55.00,40.25,52.00,50.00,50.00,52.00,26.28,LONGSHOT,73,Mild boost,0,OPEN_AIR,NO_STATUS_MATCH
146,2026-05-13,2026,Andrés Giménez,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Pre-Game,Rogers Centre,home,1,Griffin Jax,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,1120,DraftKings,8.20,26.06,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Andrés Giménez"",""player_key"":""andres gimenez"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""1120"",""book"":""DraftKings"",""consensus_odds"":""985"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1120 | FanDuel:+1120 | Caesars:+850 | BetMGM:+725"",""raw_books_seen"":""DraftKings:+1120 | FanDuel:+1120 | Caesars:+850 | BetMGM:+725 | DraftKings:+1120"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,MATCH,51.0,1.0,0,overcast clouds,Rogers Centre,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,3,18.0,5.00,1.44,5.39,6.98,2.00,8.50,5.00,1.50,67.84,LIVE,67.84,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,7.5,0.0,MATCH,the_odds_api_totals,76.49,STRONG,4-Seam Fastball,30.4,78.4,100.0,Slider,100.0,4-Seam Fastball,100.0,4-Seam Fastball 30.4% | Changeup 18.5% | Sinker 17.0% | Sweeper 17.0%,178,135,Andrés Giménez profiles best against 4-Seam Fastball | Griffin Jax grades weakest on 4-Seam Fastball,63.48,NEUTRAL,40.66,RESPECT,95.00,EXHAUSTED,195,11.3,11,4,2,1,2,Garrett Cleavinger 37 pitches 2 app | Kevin Kelly 38 pitches 2 app | Bryan Baker 26 pitches 2 app | Ian Seymour 34 pitches 2 app,3.48,1.15,1.02,7.90,Opponent bullpen NEUTRAL | Quality RESPECT | Fatigue EXHAUSTED,83.75,0.00,55.00,67.84,62.00,25.00,50.00,52.00,26.06,LONGSHOT,79,Roof controlled,1,ROOF_OR_RETRACTABLE,NO_STATUS_MATCH
151,2026-05-13,2026,Harrison Bader,,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,away,0,Shohei Ohtani,Shohei Ohtani,Shohei Ohtani,660271,R,Shohei Ohtani,660271,Robbie Ray,592662,900,BetMGM,10.00,25.60,missing,,,,,,,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Harrison Bader"",""player_key"":""harrison bader"",""team"":""San Francisco Giants"",""team_key"":""san francisco giants"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""900"",""book"":""BetMGM"",""consensus_odds"":""795"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+900 | DraftKings:+800 | FanDuel:+790 | Caesars:+750"",""raw_books_seen"":""BetMGM:+900 | DraftKings:+800 | FanDuel:+790 | Caesars:+750 | BetMGM:+900"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",1,MATCH,63.5,8.1,190,clear sky,Dodger Stadium,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Los Angeles Dodgers,probable,6,37.0,0.97,0.81,2.71,8.11,1.42,10.22,2.19,0.49,3.55,AVOID,3.55,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals,100.00,ELITE MATCHUP,4-Seam Fastball,47.0,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 47.0% | Sweeper 29.1% | Split-Finger 10.8% | Curveball 9.3%,20,268,Harrison Bader profiles best against 4-Seam Fastball | Shohei Ohtani grades weakest on 4-Seam Fastball | Direct pitch type overlap,50.41,NEUTRAL,36.23,RESPECT,69.98,TIRED,148,7.0,9,2,1,1,3,Wyatt Mills 48 pitches 2 app | Jack Dreyer 33 pitches 2 app | Blake Treinen 22 pitches 2 app,3.48,1.14,0.97,9.10,Opponent bullpen NEUTRAL | Quality RESPECT | Fatigue TIRED,100.00,0.00,55.00,35.00,52.00,50.00,50.00,52.00,25.60,LONGSHOT,73,Mild boost,0,OPEN_AIR,NO_STATUS_MATCH
152,2026-05-13,2026,Matt Chapman,,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,away,0,Shohei Ohtani,Shohei Ohtani,Shohei Ohtani,660271,R,Shohei Ohtani,660271,Robbie Ray,592662,790,FanDuel,11.24,25.60,missing,,,,,,,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Matt Chapman"",""player_key"":""matt chapman"",""team"":""San Francisco Giants"",""team_key"":""san francisco giants"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""790"",""book"":""FanDuel"",""consensus_odds"":""703"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+790 | DraftKings:+780 | Caesars:+625 | BetMGM:+550"",""raw_books_seen"":""FanDuel:+790 | DraftKings:+780 | Caesars:+625 | BetMGM:+550 | FanDuel:+790"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",1,MATCH,63.5,8.1,190,clear sky,Dodger Stadium,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Los Angeles Dodgers,probable,6,37.0,0.97,0.81,2.71,8.11,1.42,10.22,2.19,0.49,3.55,AVOID,3.55,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals,72.25,STRONG,4-Seam Fastball,47.0,78.8,100.0,Slider,99.9,4-Seam Fastball,100.0,4-Seam Fastball 47.0% | Sweeper 29.1% | Split-Finger 10.8% | Curveball 9.3%,299,268,Matt Chapman profiles best against 4-Seam Fastball | Shohei Ohtani grades weakest on 4-Seam Fastball,50.41,NEUTRAL,36.23,RESPECT,69.98,TIRED,148,7.0,9,2,1,1,3,Wyatt Mills 48 pitches 2 app | Jack Dreyer 33 pitches 2 app | Blake Treinen 22 pitches 2 app,3.48,1.14,0.97,9.10,Opponent bullpen NEUTRAL | Quality RESPECT | Fatigue TIRED,100.00,0.00,55.00,35.00,52.00,50.00,50.00,52.00,25.60,LONGSHOT,73,Mild boost,0,OPEN_AIR,NO_STATUS_MATCH
