game,stack_type,stack_size,players,teams,pitcher,payout_profile,avg_correlation_score,avg_environment_score,avg_pitcher_collapse_score,avg_batter_power_score,stack_score,combined_implied_probability,adjusted_probability,correlation_synergy_boost,parlay_score,parlay_grade,confidence,risk_profile,odds
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,4,Luis Torrens + Vidal Bruján + Dillon Dingler + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,43.13,34.00,63.01,31.39,42.98,0.0207%,0.0282%,35.76%,42.83,C,LOW,HIGH_RISK,Luis Torrens | Vidal Bruján | Dillon Dingler | Wenceel Pérez
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,4,Luis Torrens + Riley Greene + Spencer Torkelson + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,43.18,34.00,62.52,31.93,42.97,0.0207%,0.0281%,35.67%,42.83,C,LOW,HIGH_RISK,Luis Torrens | Riley Greene | Spencer Torkelson | Wenceel Pérez
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,4,Luis Torrens + Spencer Torkelson + Dillon Dingler + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,43.20,34.00,62.29,32.16,42.97,0.0207%,0.0281%,35.62%,42.83,C,LOW,HIGH_RISK,Luis Torrens | Spencer Torkelson | Dillon Dingler | Wenceel Pérez
Seattle Mariners @ Houston Astros,GAME_ENVIRONMENT_STACK,3,Josh Naylor + Yordan Alvarez + Christian Walker,Seattle Mariners / Houston Astros,Lance McCullers Jr. / Bryce Miller,NO_ODDS,43.77,34.00,56.34,38.54,42.88,0.1728%,0.2324%,34.51%,42.83,C,LOW,HIGH_RISK,Josh Naylor | Yordan Alvarez | Christian Walker
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,2,Henry Davis + Hunter Goodman,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,43.22,34.00,61.90,32.52,42.95,1.4400%,1.9518%,35.55%,42.82,C,LOW,HIGH_RISK,Henry Davis | Hunter Goodman
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,4,Luis Torrens + Vidal Bruján + Spencer Torkelson + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,43.08,34.00,63.26,31.06,42.96,0.0207%,0.0282%,35.80%,42.81,C,LOW,HIGH_RISK,Luis Torrens | Vidal Bruján | Spencer Torkelson | Wenceel Pérez
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,4,Tyrone Taylor + Riley Greene + Dillon Dingler + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,43.18,34.00,62.23,32.17,42.95,0.0207%,0.0281%,35.60%,42.81,C,LOW,HIGH_RISK,Tyrone Taylor | Riley Greene | Dillon Dingler | Wenceel Pérez
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,4,Tyrone Taylor + Riley Greene + Spencer Torkelson + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,43.14,34.00,62.47,31.84,42.94,0.0207%,0.0281%,35.64%,42.80,C,LOW,HIGH_RISK,Tyrone Taylor | Riley Greene | Spencer Torkelson | Wenceel Pérez
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,2,Nick Yorke + Hunter Goodman,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,43.23,34.00,61.46,32.94,42.92,1.4400%,1.9505%,35.45%,42.80,C,LOW,HIGH_RISK,Nick Yorke | Hunter Goodman
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,4,Tyrone Taylor + Vidal Bruján + Riley Greene + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,43.06,34.00,63.19,31.07,42.95,0.0207%,0.0282%,35.77%,42.79,C,LOW,HIGH_RISK,Tyrone Taylor | Vidal Bruján | Riley Greene | Wenceel Pérez
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,4,Tyrone Taylor + Vidal Bruján + Dillon Dingler + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,43.08,34.00,62.96,31.29,42.94,0.0207%,0.0281%,35.73%,42.79,C,LOW,HIGH_RISK,Tyrone Taylor | Vidal Bruján | Dillon Dingler | Wenceel Pérez
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,4,Tyrone Taylor + Spencer Torkelson + Dillon Dingler + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,43.15,34.00,62.24,32.07,42.93,0.0207%,0.0281%,35.60%,42.79,C,LOW,HIGH_RISK,Tyrone Taylor | Spencer Torkelson | Dillon Dingler | Wenceel Pérez
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,3,Brett Baty + Riley Greene + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,43.09,34.00,62.75,31.49,42.93,0.1728%,0.2345%,35.69%,42.78,C,LOW,HIGH_RISK,Brett Baty | Riley Greene | Wenceel Pérez
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,3,Brett Baty + Dillon Dingler + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,43.11,34.00,62.45,31.79,42.92,0.1728%,0.2344%,35.63%,42.78,C,LOW,HIGH_RISK,Brett Baty | Dillon Dingler | Wenceel Pérez
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,4,Marcell Ozuna + Nick Gonzales + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,43.18,34.00,61.75,32.55,42.91,0.0207%,0.0281%,35.50%,42.78,C,LOW,HIGH_RISK,Marcell Ozuna | Nick Gonzales | Hunter Goodman | Mickey Moniak
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,3,Oneil Cruz + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,43.25,34.00,61.01,33.34,42.90,0.1728%,0.2339%,35.36%,42.78,C,LOW,HIGH_RISK,Oneil Cruz | Hunter Goodman | Mickey Moniak
Seattle Mariners @ Houston Astros,GAME_ENVIRONMENT_STACK,3,Randy Arozarena + Yordan Alvarez + Christian Walker,Seattle Mariners / Houston Astros,Lance McCullers Jr. / Bryce Miller,NO_ODDS,43.70,34.00,56.35,38.35,42.83,0.1728%,0.2324%,34.49%,42.78,C,LOW,HIGH_RISK,Randy Arozarena | Yordan Alvarez | Christian Walker
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,4,Tyrone Taylor + Vidal Bruján + Spencer Torkelson + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,43.03,34.00,63.21,30.96,42.93,0.0207%,0.0282%,35.77%,42.77,C,LOW,HIGH_RISK,Tyrone Taylor | Vidal Bruján | Spencer Torkelson | Wenceel Pérez
Seattle Mariners @ Houston Astros,GAME_ENVIRONMENT_STACK,3,Brendan Donovan + Yordan Alvarez + Zach Cole,Seattle Mariners / Houston Astros,Lance McCullers Jr. / Bryce Miller,NO_ODDS,43.69,34.00,56.38,38.29,42.82,0.1728%,0.2324%,34.50%,42.77,C,LOW,HIGH_RISK,Brendan Donovan | Yordan Alvarez | Zach Cole
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,4,Henry Davis + Nick Yorke + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,43.20,34.00,61.36,32.92,42.89,0.0207%,0.0281%,35.42%,42.76,C,LOW,HIGH_RISK,Henry Davis | Nick Yorke | Hunter Goodman | Mickey Moniak
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,3,Brett Baty + Vidal Bruján + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,42.96,34.00,63.73,30.32,42.91,0.1728%,0.2348%,35.86%,42.75,C,LOW,HIGH_RISK,Brett Baty | Vidal Bruján | Wenceel Pérez
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,3,Brett Baty + Spencer Torkelson + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,43.05,34.00,62.77,31.35,42.90,0.1728%,0.2344%,35.68%,42.75,C,LOW,HIGH_RISK,Brett Baty | Spencer Torkelson | Wenceel Pérez
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,4,Bryan Reynolds + Nick Gonzales + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,43.15,34.00,61.69,32.49,42.88,0.0207%,0.0281%,35.47%,42.75,C,LOW,HIGH_RISK,Bryan Reynolds | Nick Gonzales | Hunter Goodman | Mickey Moniak
Seattle Mariners @ Houston Astros,GAME_ENVIRONMENT_STACK,3,Dominic Canzone + Zach Cole + Christian Walker,Seattle Mariners / Houston Astros,Lance McCullers Jr. / Bryce Miller,NO_ODDS,43.64,34.00,56.66,37.93,42.81,0.1728%,0.2325%,34.54%,42.75,C,LOW,HIGH_RISK,Dominic Canzone | Zach Cole | Christian Walker
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,4,Brett Baty + Riley Greene + Dillon Dingler + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,43.09,34.00,62.28,31.84,42.88,0.0207%,0.0281%,35.58%,42.74,C,LOW,HIGH_RISK,Brett Baty | Riley Greene | Dillon Dingler | Wenceel Pérez
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,4,Ryan O'Hearn + Nick Gonzales + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,43.15,34.00,61.53,32.62,42.87,0.0207%,0.0281%,35.44%,42.74,C,LOW,HIGH_RISK,Ryan O'Hearn | Nick Gonzales | Hunter Goodman | Mickey Moniak
Seattle Mariners @ Houston Astros,GAME_ENVIRONMENT_STACK,3,Cole Young + Yordan Alvarez + Zach Cole,Seattle Mariners / Houston Astros,Lance McCullers Jr. / Bryce Miller,NO_ODDS,43.65,34.00,56.37,38.19,42.80,0.1728%,0.2324%,34.48%,42.74,C,LOW,HIGH_RISK,Cole Young | Yordan Alvarez | Zach Cole
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,2,Henry Davis + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,43.17,34.00,61.27,32.89,42.86,1.4400%,1.9496%,35.39%,42.73,C,LOW,HIGH_RISK,Henry Davis | Mickey Moniak
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,4,Brett Baty + Vidal Bruján + Riley Greene + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,42.97,34.00,63.24,30.74,42.88,0.0207%,0.0281%,35.75%,42.72,C,LOW,HIGH_RISK,Brett Baty | Vidal Bruján | Riley Greene | Wenceel Pérez
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,4,Brett Baty + Vidal Bruján + Dillon Dingler + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,42.98,34.00,63.02,30.97,42.87,0.0207%,0.0281%,35.71%,42.72,C,LOW,HIGH_RISK,Brett Baty | Vidal Bruján | Dillon Dingler | Wenceel Pérez
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,4,Brett Baty + Riley Greene + Spencer Torkelson + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,43.04,34.00,62.52,31.51,42.87,0.0207%,0.0281%,35.62%,42.72,C,LOW,HIGH_RISK,Brett Baty | Riley Greene | Spencer Torkelson | Wenceel Pérez
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,4,Brett Baty + Spencer Torkelson + Dillon Dingler + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,43.05,34.00,62.30,31.75,42.86,0.0207%,0.0281%,35.57%,42.72,C,LOW,HIGH_RISK,Brett Baty | Spencer Torkelson | Dillon Dingler | Wenceel Pérez
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,2,Nick Yorke + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,43.19,34.00,60.83,33.31,42.84,1.4400%,1.9483%,35.30%,42.72,C,LOW,HIGH_RISK,Nick Yorke | Mickey Moniak
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,3,Nick Gonzales + Jared Triolo + Hunter Goodman,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,42.93,34.00,63.53,30.40,42.88,0.1728%,0.2347%,35.80%,42.71,C,LOW,HIGH_RISK,Nick Gonzales | Jared Triolo | Hunter Goodman
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,4,Brett Baty + Vidal Bruján + Spencer Torkelson + Wenceel Pérez,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,42.94,34.00,63.26,30.64,42.86,0.0207%,0.0281%,35.75%,42.70,C,LOW,HIGH_RISK,Brett Baty | Vidal Bruján | Spencer Torkelson | Wenceel Pérez
Seattle Mariners @ Houston Astros,GAME_ENVIRONMENT_STACK,3,Brendan Donovan + Yordan Alvarez + Christian Walker,Seattle Mariners / Houston Astros,Lance McCullers Jr. / Bryce Miller,NO_ODDS,43.61,34.00,56.21,38.20,42.75,0.1728%,0.2323%,34.43%,42.70,C,LOW,HIGH_RISK,Brendan Donovan | Yordan Alvarez | Christian Walker
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,4,Marcell Ozuna + Billy Cook + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,43.11,34.00,61.39,32.62,42.83,0.0207%,0.0281%,35.39%,42.69,C,LOW,HIGH_RISK,Marcell Ozuna | Billy Cook | Hunter Goodman | Mickey Moniak
Seattle Mariners @ Houston Astros,GAME_ENVIRONMENT_STACK,3,Cole Young + Yordan Alvarez + Christian Walker,Seattle Mariners / Houston Astros,Lance McCullers Jr. / Bryce Miller,NO_ODDS,43.57,34.00,56.20,38.10,42.73,0.1728%,0.2323%,34.41%,42.67,C,LOW,HIGH_RISK,Cole Young | Yordan Alvarez | Christian Walker
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,3,Nick Gonzales + Jared Triolo + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,42.90,34.00,63.11,30.65,42.82,0.1728%,0.2345%,35.70%,42.66,C,LOW,HIGH_RISK,Nick Gonzales | Jared Triolo | Mickey Moniak
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,4,Brandon Lowe + Jared Triolo + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,43.02,34.00,61.94,31.92,42.81,0.0207%,0.0281%,35.48%,42.66,C,LOW,HIGH_RISK,Brandon Lowe | Jared Triolo | Hunter Goodman | Mickey Moniak
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,4,Bryan Reynolds + Billy Cook + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,43.07,34.00,61.33,32.56,42.80,0.0207%,0.0281%,35.37%,42.66,C,LOW,HIGH_RISK,Bryan Reynolds | Billy Cook | Hunter Goodman | Mickey Moniak
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,4,Ryan O'Hearn + Billy Cook + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,43.07,34.00,61.17,32.69,42.78,0.0207%,0.0281%,35.33%,42.65,C,LOW,HIGH_RISK,Ryan O'Hearn | Billy Cook | Hunter Goodman | Mickey Moniak
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,4,Henry Davis + Nick Gonzales + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,43.02,34.00,61.55,32.23,42.77,0.0207%,0.0281%,35.40%,42.63,C,LOW,HIGH_RISK,Henry Davis | Nick Gonzales | Hunter Goodman | Mickey Moniak
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,4,Nick Yorke + Nick Gonzales + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,43.02,34.00,61.32,32.44,42.76,0.0207%,0.0281%,35.35%,42.62,C,LOW,HIGH_RISK,Nick Yorke | Nick Gonzales | Hunter Goodman | Mickey Moniak
Seattle Mariners @ Houston Astros,GAME_ENVIRONMENT_STACK,3,Julio Rodríguez + Zach Cole + Christian Walker,Seattle Mariners / Houston Astros,Lance McCullers Jr. / Bryce Miller,NO_ODDS,43.49,34.00,56.38,37.73,42.68,0.1728%,0.2323%,34.43%,42.62,C,LOW,HIGH_RISK,Julio Rodríguez | Zach Cole | Christian Walker
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,3,Billy Cook + Jared Triolo + Hunter Goodman,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,42.83,34.00,63.05,30.50,42.76,0.1728%,0.2344%,35.66%,42.60,C,LOW,HIGH_RISK,Billy Cook | Jared Triolo | Hunter Goodman
Seattle Mariners @ Houston Astros,GAME_ENVIRONMENT_STACK,3,Cal Raleigh + Zach Cole + Christian Walker,Seattle Mariners / Houston Astros,Lance McCullers Jr. / Bryce Miller,NO_ODDS,43.46,34.00,56.55,37.49,42.67,0.1728%,0.2323%,34.45%,42.60,C,LOW,HIGH_RISK,Cal Raleigh | Zach Cole | Christian Walker
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,2,Vidal Bruján + Riley Greene,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,42.80,34.00,63.25,30.25,42.76,1.4400%,1.9540%,35.70%,42.59,C,LOW,HIGH_RISK,Vidal Bruján | Riley Greene
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,3,Vidal Bruján + Riley Greene + Dillon Dingler,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,42.88,34.00,62.45,31.14,42.75,0.1728%,0.2342%,35.55%,42.59,C,LOW,HIGH_RISK,Vidal Bruján | Riley Greene | Dillon Dingler
Seattle Mariners @ Houston Astros,GAME_ENVIRONMENT_STACK,3,J.P. Crawford + Yordan Alvarez + Zach Cole,Seattle Mariners / Houston Astros,Lance McCullers Jr. / Bryce Miller,NO_ODDS,43.47,34.00,56.28,37.73,42.66,0.1728%,0.2322%,34.40%,42.59,C,LOW,HIGH_RISK,J.P. Crawford | Yordan Alvarez | Zach Cole
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,2,Vidal Bruján + Dillon Dingler,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,42.83,34.00,62.79,30.71,42.74,1.4400%,1.9527%,35.60%,42.58,C,LOW,HIGH_RISK,Vidal Bruján | Dillon Dingler
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,4,Vidal Bruján + Riley Greene + Spencer Torkelson + Dillon Dingler,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,42.88,34.00,62.30,31.25,42.74,0.0207%,0.0281%,35.51%,42.58,C,LOW,HIGH_RISK,Vidal Bruján | Riley Greene | Spencer Torkelson | Dillon Dingler
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,3,Vidal Bruján + Riley Greene + Spencer Torkelson,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,42.82,34.00,62.78,30.70,42.74,0.1728%,0.2343%,35.60%,42.57,C,LOW,HIGH_RISK,Vidal Bruján | Riley Greene | Spencer Torkelson
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,3,Vidal Bruján + Spencer Torkelson + Dillon Dingler,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,42.84,34.00,62.47,31.01,42.73,0.1728%,0.2342%,35.54%,42.57,C,LOW,HIGH_RISK,Vidal Bruján | Spencer Torkelson | Dillon Dingler
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,3,Billy Cook + Jared Triolo + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,42.80,34.00,62.63,30.75,42.71,0.1728%,0.2342%,35.56%,42.55,C,LOW,HIGH_RISK,Billy Cook | Jared Triolo | Mickey Moniak
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,4,Henry Davis + Billy Cook + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,42.94,34.00,61.19,32.31,42.69,0.0207%,0.0281%,35.29%,42.55,C,LOW,HIGH_RISK,Henry Davis | Billy Cook | Hunter Goodman | Mickey Moniak
Seattle Mariners @ Houston Astros,GAME_ENVIRONMENT_STACK,3,Josh Naylor + Zach Cole + Christian Walker,Seattle Mariners / Houston Astros,Lance McCullers Jr. / Bryce Miller,NO_ODDS,43.42,34.00,56.26,37.63,42.62,0.1728%,0.2322%,34.37%,42.55,C,LOW,HIGH_RISK,Josh Naylor | Zach Cole | Christian Walker
Detroit Tigers @ New York Mets,GAME_ENVIRONMENT_STACK,2,Vidal Bruján + Spencer Torkelson,New York Mets / Detroit Tigers,Framber Valdez / Christian Scott,NO_ODDS,42.73,34.00,63.28,30.05,42.71,1.4400%,1.9538%,35.68%,42.54,C,LOW,HIGH_RISK,Vidal Bruján | Spencer Torkelson
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,4,Nick Yorke + Billy Cook + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,42.95,34.00,60.96,32.52,42.68,0.0207%,0.0280%,35.24%,42.54,C,LOW,HIGH_RISK,Nick Yorke | Billy Cook | Hunter Goodman | Mickey Moniak
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,2,Nick Gonzales + Hunter Goodman,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,42.86,34.00,61.82,31.57,42.68,1.4400%,1.9498%,35.40%,42.53,C,LOW,HIGH_RISK,Nick Gonzales | Hunter Goodman
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,3,Brandon Lowe + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,43.00,34.00,60.26,33.21,42.65,0.1728%,0.2335%,35.11%,42.52,C,LOW,HIGH_RISK,Brandon Lowe | Hunter Goodman | Mickey Moniak
Seattle Mariners @ Houston Astros,GAME_ENVIRONMENT_STACK,3,J.P. Crawford + Yordan Alvarez + Christian Walker,Seattle Mariners / Houston Astros,Lance McCullers Jr. / Bryce Miller,NO_ODDS,43.39,34.00,56.11,37.65,42.59,0.1728%,0.2321%,34.33%,42.52,C,LOW,HIGH_RISK,J.P. Crawford | Yordan Alvarez | Christian Walker
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,4,Marcell Ozuna + Jared Triolo + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,42.85,34.00,61.65,31.66,42.66,0.0207%,0.0281%,35.36%,42.51,C,LOW,HIGH_RISK,Marcell Ozuna | Jared Triolo | Hunter Goodman | Mickey Moniak
Seattle Mariners @ Houston Astros,GAME_ENVIRONMENT_STACK,3,Randy Arozarena + Zach Cole + Christian Walker,Seattle Mariners / Houston Astros,Lance McCullers Jr. / Bryce Miller,NO_ODDS,43.36,34.00,56.27,37.43,42.58,0.1728%,0.2322%,34.36%,42.51,C,LOW,HIGH_RISK,Randy Arozarena | Zach Cole | Christian Walker
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,4,Bryan Reynolds + Jared Triolo + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,42.81,34.00,61.59,31.60,42.63,0.0207%,0.0281%,35.33%,42.48,C,LOW,HIGH_RISK,Bryan Reynolds | Jared Triolo | Hunter Goodman | Mickey Moniak
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,4,Ryan O'Hearn + Jared Triolo + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,42.81,34.00,61.44,31.73,42.61,0.0207%,0.0281%,35.30%,42.46,C,LOW,HIGH_RISK,Ryan O'Hearn | Jared Triolo | Hunter Goodman | Mickey Moniak
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,2,Nick Gonzales + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,42.81,34.00,61.19,31.95,42.60,1.4400%,1.9475%,35.25%,42.45,C,LOW,HIGH_RISK,Nick Gonzales | Mickey Moniak
Seattle Mariners @ Houston Astros,GAME_ENVIRONMENT_STACK,3,Brendan Donovan + Zach Cole + Christian Walker,Seattle Mariners / Houston Astros,Lance McCullers Jr. / Bryce Miller,NO_ODDS,43.27,34.00,56.13,37.29,42.50,0.1728%,0.2321%,34.29%,42.43,C,LOW,HIGH_RISK,Brendan Donovan | Zach Cole | Christian Walker
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,4,Nick Gonzales + Billy Cook + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,42.76,34.00,61.14,31.83,42.56,0.0207%,0.0280%,35.22%,42.41,C,LOW,HIGH_RISK,Nick Gonzales | Billy Cook | Hunter Goodman | Mickey Moniak
Seattle Mariners @ Houston Astros,GAME_ENVIRONMENT_STACK,3,Cole Young + Zach Cole + Christian Walker,Seattle Mariners / Houston Astros,Lance McCullers Jr. / Bryce Miller,NO_ODDS,43.23,34.00,56.12,37.19,42.47,0.1728%,0.2320%,34.28%,42.39,C,LOW,HIGH_RISK,Cole Young | Zach Cole | Christian Walker
Colorado Rockies @ Pittsburgh Pirates,GAME_ENVIRONMENT_STACK,4,Henry Davis + Jared Triolo + Hunter Goodman + Mickey Moniak,Pittsburgh Pirates / Colorado Rockies,Jose Quintana / Mitch Keller,NO_ODDS,42.68,34.00,61.45,31.35,42.52,0.0207%,0.0280%,35.26%,42.36,C,LOW,HIGH_RISK,Henry Davis | Jared Triolo | Hunter Goodman | Mickey Moniak
