name,team,opponent,pitcher,pitch_type_score,pitch_type_grade,primary_pitch_match,primary_pitch_usage_pct,primary_pitch_hitter_score,primary_pitch_pitcher_weakness,best_hitter_pitch,best_hitter_pitch_score,weakest_pitcher_pitch,weakest_pitcher_pitch_score,pitcher_primary_mix,hitter_pitch_sample,pitcher_pitch_sample,matchup_note
Harrison Bader,San Francisco Giants,Los Angeles Dodgers,Shohei Ohtani,100.00,ELITE MATCHUP,4-Seam Fastball,47.0,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 47.0% | Sweeper 29.1% | Split-Finger 10.8% | Curveball 9.3%,20,268,Harrison Bader profiles best against 4-Seam Fastball | Shohei Ohtani grades weakest on 4-Seam Fastball | Direct pitch type overlap
Liam Hicks,Miami Marlins,Minnesota Twins,Simeon Woods Richardson,99.38,ELITE MATCHUP,4-Seam Fastball,37.7,100.0,100.0,Split-Finger,100.0,Slider,100.0,4-Seam Fastball 37.7% | Split-Finger 28.5% | Slider 27.2% | Curveball 6.1%,187,228,Liam Hicks profiles best against 4-Seam Fastball | Simeon Woods Richardson grades weakest on Slider
Juan Soto,New York Mets,Detroit Tigers,Framber Valdez,97.80,ELITE MATCHUP,Sinker,39.9,100.0,100.0,Sinker,100.0,Sinker,100.0,Sinker 39.9% | Curveball 31.9% | Changeup 24.2% | Slider 3.6%,261,248,Juan Soto profiles best against Sinker | Framber Valdez grades weakest on Sinker | Direct pitch type overlap
Byron Buxton,Minnesota Twins,Miami Marlins,Max Meyer,97.03,ELITE MATCHUP,Sweeper,29.9,100.0,100.0,4-Seam Fastball,100.0,Sweeper,100.0,Sweeper 29.9% | Slider 26.4% | 4-Seam Fastball 25.2% | Sinker 9.8%,288,254,Byron Buxton profiles best against Sweeper | Max Meyer grades weakest on Sweeper
Jakob Marsee,Miami Marlins,Minnesota Twins,Simeon Woods Richardson,96.11,ELITE MATCHUP,Split-Finger,28.5,100.0,100.0,Split-Finger,100.0,Slider,100.0,4-Seam Fastball 37.7% | Split-Finger 28.5% | Slider 27.2% | Curveball 6.1%,250,228,Jakob Marsee profiles best against Split-Finger | Simeon Woods Richardson grades weakest on Slider
Marcelo Mayer,Boston Red Sox,Philadelphia Phillies,Andrew Painter,94.98,ELITE MATCHUP,4-Seam Fastball,39.2,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 39.2% | Slider 17.0% | Sinker 13.4% | Split-Finger 11.3%,181,283,Marcelo Mayer profiles best against 4-Seam Fastball | Andrew Painter grades weakest on 4-Seam Fastball | Direct pitch type overlap
Josh Jung,Texas Rangers,Arizona Diamondbacks,Ryne Nelson,94.96,ELITE MATCHUP,4-Seam Fastball,61.0,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 61.0% | Slider 13.4% | Cutter 9.7% | Sinker 9.0%,237,277,Josh Jung profiles best against 4-Seam Fastball | Ryne Nelson grades weakest on 4-Seam Fastball | Direct pitch type overlap
Mark Vientos,New York Mets,Detroit Tigers,Framber Valdez,94.79,ELITE MATCHUP,Sinker,39.9,100.0,100.0,Slider,100.0,Sinker,100.0,Sinker 39.9% | Curveball 31.9% | Changeup 24.2% | Slider 3.6%,208,248,Mark Vientos profiles best against Sinker | Framber Valdez grades weakest on Sinker
Corey Seager,Texas Rangers,Arizona Diamondbacks,Ryne Nelson,94.57,ELITE MATCHUP,4-Seam Fastball,61.0,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 61.0% | Slider 13.4% | Cutter 9.7% | Sinker 9.0%,277,277,Corey Seager profiles best against 4-Seam Fastball | Ryne Nelson grades weakest on 4-Seam Fastball | Direct pitch type overlap
Wilyer Abreu,Boston Red Sox,Philadelphia Phillies,Andrew Painter,94.48,ELITE MATCHUP,4-Seam Fastball,39.2,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 39.2% | Slider 17.0% | Sinker 13.4% | Split-Finger 11.3%,294,283,Wilyer Abreu profiles best against 4-Seam Fastball | Andrew Painter grades weakest on 4-Seam Fastball | Direct pitch type overlap
Kyle Stowers,Miami Marlins,Minnesota Twins,Simeon Woods Richardson,94.28,ELITE MATCHUP,Split-Finger,28.5,100.0,100.0,Split-Finger,100.0,Slider,100.0,4-Seam Fastball 37.7% | Split-Finger 28.5% | Slider 27.2% | Curveball 6.1%,223,228,Kyle Stowers profiles best against Split-Finger | Simeon Woods Richardson grades weakest on Slider
Heriberto Hernández,Miami Marlins,Minnesota Twins,Simeon Woods Richardson,94.19,ELITE MATCHUP,4-Seam Fastball,37.7,100.0,100.0,4-Seam Fastball,100.0,Slider,100.0,4-Seam Fastball 37.7% | Split-Finger 28.5% | Slider 27.2% | Curveball 6.1%,80,228,Heriberto Hernández profiles best against 4-Seam Fastball | Simeon Woods Richardson grades weakest on Slider
Freddie Freeman,Los Angeles Dodgers,San Francisco Giants,Robbie Ray,94.02,ELITE MATCHUP,4-Seam Fastball,52.4,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 52.4% | Slider 23.6% | Changeup 18.8% | Knuckle Curve 5.1%,260,292,Freddie Freeman profiles best against 4-Seam Fastball | Robbie Ray grades weakest on 4-Seam Fastball | Direct pitch type overlap
Adrian Del Castillo,Arizona Diamondbacks,Texas Rangers,Kumar Rocker,93.80,ELITE MATCHUP,Sinker,32.6,100.0,100.0,4-Seam Fastball,100.0,Changeup,100.0,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,208,215,Adrian Del Castillo profiles best against Sinker | Kumar Rocker grades weakest on Changeup
Otto Lopez,Miami Marlins,Minnesota Twins,Simeon Woods Richardson,93.79,ELITE MATCHUP,4-Seam Fastball,37.7,100.0,100.0,4-Seam Fastball,100.0,Slider,100.0,4-Seam Fastball 37.7% | Split-Finger 28.5% | Slider 27.2% | Curveball 6.1%,239,228,Otto Lopez profiles best against 4-Seam Fastball | Simeon Woods Richardson grades weakest on Slider
Ezequiel Duran,Texas Rangers,Arizona Diamondbacks,Ryne Nelson,93.67,ELITE MATCHUP,4-Seam Fastball,61.0,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 61.0% | Slider 13.4% | Cutter 9.7% | Sinker 9.0%,209,277,Ezequiel Duran profiles best against 4-Seam Fastball | Ryne Nelson grades weakest on 4-Seam Fastball | Direct pitch type overlap
Max Muncy,Los Angeles Dodgers,San Francisco Giants,Robbie Ray,93.59,ELITE MATCHUP,4-Seam Fastball,52.4,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 52.4% | Slider 23.6% | Changeup 18.8% | Knuckle Curve 5.1%,282,292,Max Muncy profiles best against 4-Seam Fastball | Robbie Ray grades weakest on 4-Seam Fastball | Direct pitch type overlap
Evan Carter,Texas Rangers,Arizona Diamondbacks,Ryne Nelson,93.43,ELITE MATCHUP,4-Seam Fastball,61.0,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 61.0% | Slider 13.4% | Cutter 9.7% | Sinker 9.0%,247,277,Evan Carter profiles best against 4-Seam Fastball | Ryne Nelson grades weakest on 4-Seam Fastball | Direct pitch type overlap
Connor Norby,Miami Marlins,Minnesota Twins,Simeon Woods Richardson,93.27,ELITE MATCHUP,4-Seam Fastball,37.7,100.0,100.0,4-Seam Fastball,100.0,Slider,100.0,4-Seam Fastball 37.7% | Split-Finger 28.5% | Slider 27.2% | Curveball 6.1%,208,228,Connor Norby profiles best against 4-Seam Fastball | Simeon Woods Richardson grades weakest on Slider
Joc Pederson,Texas Rangers,Arizona Diamondbacks,Ryne Nelson,93.12,ELITE MATCHUP,4-Seam Fastball,61.0,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 61.0% | Slider 13.4% | Cutter 9.7% | Sinker 9.0%,155,277,Joc Pederson profiles best against 4-Seam Fastball | Ryne Nelson grades weakest on 4-Seam Fastball | Direct pitch type overlap
Willi Castro,Colorado Rockies,Pittsburgh Pirates,Mitch Keller,93.06,ELITE MATCHUP,4-Seam Fastball,39.7,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 39.7% | Sweeper 17.0% | Sinker 12.4% | Slider 9.6%,167,282,Willi Castro profiles best against 4-Seam Fastball | Mitch Keller grades weakest on 4-Seam Fastball | Direct pitch type overlap
Xavier Edwards,Miami Marlins,Minnesota Twins,Simeon Woods Richardson,92.82,ELITE MATCHUP,4-Seam Fastball,37.7,100.0,100.0,4-Seam Fastball,100.0,Slider,100.0,4-Seam Fastball 37.7% | Split-Finger 28.5% | Slider 27.2% | Curveball 6.1%,267,228,Xavier Edwards profiles best against 4-Seam Fastball | Simeon Woods Richardson grades weakest on Slider
Lourdes Gurriel Jr.,Arizona Diamondbacks,Texas Rangers,Kumar Rocker,92.47,ELITE MATCHUP,Cutter,12.1,100.0,100.0,Cutter,100.0,Changeup,100.0,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,176,215,Lourdes Gurriel Jr. profiles best against Cutter | Kumar Rocker grades weakest on Changeup
TJ Friedl,Cincinnati Reds,Washington Nationals,Jake Irvin,92.47,ELITE MATCHUP,Sinker,28.4,100.0,100.0,Sinker,100.0,4-Seam Fastball,100.0,Curveball 30.2% | Sinker 28.4% | 4-Seam Fastball 23.4% | Cutter 10.8%,188,278,TJ Friedl profiles best against Sinker | Jake Irvin grades weakest on 4-Seam Fastball
Ketel Marte,Arizona Diamondbacks,Texas Rangers,Kumar Rocker,92.27,ELITE MATCHUP,Slider,34.9,92.6,100.0,4-Seam Fastball,93.0,Changeup,100.0,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,222,215,Ketel Marte profiles best against Slider | Kumar Rocker grades weakest on Changeup
Moisés Ballesteros,Chicago Cubs,Atlanta Braves,JR Ritchie,92.06,ELITE MATCHUP,Curveball,25.7,100.0,100.0,Cutter,100.0,Changeup,100.0,Curveball 25.7% | 4-Seam Fastball 25.7% | Changeup 16.9% | Sinker 14.5%,216,249,Moisés Ballesteros profiles best against Curveball | JR Ritchie grades weakest on Changeup
Brendan Donovan,Seattle Mariners,Houston Astros,Lance McCullers Jr.,92.04,ELITE MATCHUP,Sinker,20.3,85.5,100.0,Sinker,85.5,Sinker,100.0,Cutter 21.8% | Knuckle Curve 21.1% | Sinker 20.3% | Sweeper 18.0%,47,261,Brendan Donovan profiles best against Sinker | Lance McCullers Jr. grades weakest on Sinker | Direct pitch type overlap
CJ Abrams,Washington Nationals,Cincinnati Reds,Nick Lodolo,92.02,ELITE MATCHUP,Sinker,24.4,100.0,100.0,Sinker,100.0,Sinker,100.0,Changeup 32.1% | Sinker 24.4% | 4-Seam Fastball 23.1% | Curveball 20.5%,268,78,CJ Abrams profiles best against Sinker | Nick Lodolo grades weakest on Sinker | Direct pitch type overlap
Bobby Witt Jr.,Kansas City Royals,Chicago White Sox,Noah Schultz,91.96,ELITE MATCHUP,4-Seam Fastball,25.1,100.0,100.0,4-Seam Fastball,100.0,Sweeper,100.0,Sweeper 26.3% | 4-Seam Fastball 25.1% | Sinker 23.1% | Cutter 17.5%,271,251,Bobby Witt Jr. profiles best against 4-Seam Fastball | Noah Schultz grades weakest on Sweeper
Spencer Steer,Cincinnati Reds,Washington Nationals,Jake Irvin,91.78,ELITE MATCHUP,Sinker,28.4,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,Curveball 30.2% | Sinker 28.4% | 4-Seam Fastball 23.4% | Cutter 10.8%,251,278,Spencer Steer profiles best against Sinker | Jake Irvin grades weakest on 4-Seam Fastball | Direct pitch type overlap
Kyle Tucker,Los Angeles Dodgers,San Francisco Giants,Robbie Ray,91.61,ELITE MATCHUP,4-Seam Fastball,52.4,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 52.4% | Slider 23.6% | Changeup 18.8% | Knuckle Curve 5.1%,257,292,Kyle Tucker profiles best against 4-Seam Fastball | Robbie Ray grades weakest on 4-Seam Fastball | Direct pitch type overlap
Jarren Duran,Boston Red Sox,Philadelphia Phillies,Andrew Painter,91.43,ELITE MATCHUP,4-Seam Fastball,39.2,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 39.2% | Slider 17.0% | Sinker 13.4% | Split-Finger 11.3%,268,283,Jarren Duran profiles best against 4-Seam Fastball | Andrew Painter grades weakest on 4-Seam Fastball | Direct pitch type overlap
Shea Langeliers,Athletics,St. Louis Cardinals,Matthew Liberatore,91.24,ELITE MATCHUP,4-Seam Fastball,32.4,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 32.4% | Slider 25.7% | Changeup 16.2% | Curveball 13.7%,196,241,Shea Langeliers profiles best against 4-Seam Fastball | Matthew Liberatore grades weakest on 4-Seam Fastball | Direct pitch type overlap
Hunter Goodman,Colorado Rockies,Pittsburgh Pirates,Mitch Keller,91.23,ELITE MATCHUP,4-Seam Fastball,39.7,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 39.7% | Sweeper 17.0% | Sinker 12.4% | Slider 9.6%,206,282,Hunter Goodman profiles best against 4-Seam Fastball | Mitch Keller grades weakest on 4-Seam Fastball | Direct pitch type overlap
Alejandro Osuna,Texas Rangers,Arizona Diamondbacks,Ryne Nelson,91.05,ELITE MATCHUP,Curveball,5.1,96.7,100.0,Curveball,96.7,4-Seam Fastball,100.0,4-Seam Fastball 61.0% | Slider 13.4% | Cutter 9.7% | Sinker 9.0%,146,277,Alejandro Osuna profiles best against Curveball | Ryne Nelson grades weakest on 4-Seam Fastball
Daylen Lile,Washington Nationals,Cincinnati Reds,Nick Lodolo,91.05,ELITE MATCHUP,4-Seam Fastball,23.1,100.0,100.0,4-Seam Fastball,100.0,Sinker,100.0,Changeup 32.1% | Sinker 24.4% | 4-Seam Fastball 23.1% | Curveball 20.5%,247,78,Daylen Lile profiles best against 4-Seam Fastball | Nick Lodolo grades weakest on Sinker
Christopher Morel,Miami Marlins,Minnesota Twins,Simeon Woods Richardson,90.83,ELITE MATCHUP,Slider,27.2,93.0,100.0,Slider,93.0,Slider,100.0,4-Seam Fastball 37.7% | Split-Finger 28.5% | Slider 27.2% | Curveball 6.1%,104,228,Christopher Morel profiles best against Slider | Simeon Woods Richardson grades weakest on Slider | Direct pitch type overlap
Nick Kurtz,Athletics,St. Louis Cardinals,Matthew Liberatore,90.68,ELITE MATCHUP,4-Seam Fastball,32.4,100.0,100.0,Slider,100.0,4-Seam Fastball,100.0,4-Seam Fastball 32.4% | Slider 25.7% | Changeup 16.2% | Curveball 13.7%,285,241,Nick Kurtz profiles best against 4-Seam Fastball | Matthew Liberatore grades weakest on 4-Seam Fastball
James Wood,Washington Nationals,Cincinnati Reds,Nick Lodolo,90.54,ELITE MATCHUP,Sinker,24.4,100.0,100.0,Sinker,100.0,Sinker,100.0,Changeup 32.1% | Sinker 24.4% | 4-Seam Fastball 23.1% | Curveball 20.5%,299,78,James Wood profiles best against Sinker | Nick Lodolo grades weakest on Sinker | Direct pitch type overlap
Brandon Nimmo,Texas Rangers,Arizona Diamondbacks,Ryne Nelson,90.17,ELITE MATCHUP,4-Seam Fastball,61.0,92.2,100.0,Cutter,100.0,4-Seam Fastball,100.0,4-Seam Fastball 61.0% | Slider 13.4% | Cutter 9.7% | Sinker 9.0%,286,277,Brandon Nimmo profiles best against 4-Seam Fastball | Ryne Nelson grades weakest on 4-Seam Fastball
Colson Montgomery,Chicago White Sox,Kansas City Royals,Seth Lugo,90.06,ELITE MATCHUP,Cutter,15.9,100.0,100.0,4-Seam Fastball,100.0,Cutter,100.0,Sinker 18.2% | Cutter 15.9% | 4-Seam Fastball 15.6% | Curveball 14.9%,250,302,Colson Montgomery profiles best against Cutter | Seth Lugo grades weakest on Cutter
Maikel Garcia,Kansas City Royals,Chicago White Sox,Noah Schultz,90.05,ELITE MATCHUP,Sweeper,26.3,100.0,100.0,Curveball,100.0,Sweeper,100.0,Sweeper 26.3% | 4-Seam Fastball 25.1% | Sinker 23.1% | Cutter 17.5%,205,251,Maikel Garcia profiles best against Sweeper | Noah Schultz grades weakest on Sweeper
Ceddanne Rafaela,Boston Red Sox,Philadelphia Phillies,Andrew Painter,90.03,ELITE MATCHUP,4-Seam Fastball,39.2,100.0,100.0,Sweeper,100.0,4-Seam Fastball,100.0,4-Seam Fastball 39.2% | Slider 17.0% | Sinker 13.4% | Split-Finger 11.3%,241,283,Ceddanne Rafaela profiles best against 4-Seam Fastball | Andrew Painter grades weakest on 4-Seam Fastball
Corbin Carroll,Arizona Diamondbacks,Texas Rangers,Kumar Rocker,90.03,ELITE MATCHUP,Slider,34.9,94.0,100.0,4-Seam Fastball,100.0,Changeup,100.0,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,256,215,Corbin Carroll profiles best against Slider | Kumar Rocker grades weakest on Changeup
Willson Contreras,Boston Red Sox,Philadelphia Phillies,Andrew Painter,89.93,ELITE MATCHUP,Slider,17.0,100.0,100.0,Slider,100.0,4-Seam Fastball,100.0,4-Seam Fastball 39.2% | Slider 17.0% | Sinker 13.4% | Split-Finger 11.3%,280,283,Willson Contreras profiles best against Slider | Andrew Painter grades weakest on 4-Seam Fastball
Austin Riley,Atlanta Braves,Chicago Cubs,Shota Imanaga,89.93,ELITE MATCHUP,4-Seam Fastball,34.6,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,Split-Finger 40.9% | 4-Seam Fastball 34.6% | Sweeper 15.4% | Sinker 7.7%,247,286,Austin Riley profiles best against 4-Seam Fastball | Shota Imanaga grades weakest on 4-Seam Fastball | Direct pitch type overlap
Yandy Díaz,Tampa Bay Rays,Toronto Blue Jays,Dylan Cease,89.68,ELITE MATCHUP,4-Seam Fastball,31.9,100.0,100.0,Sweeper,100.0,Sinker,100.0,Slider 33.2% | 4-Seam Fastball 31.9% | Changeup 13.5% | Sinker 9.7%,203,310,Yandy Díaz profiles best against 4-Seam Fastball | Dylan Cease grades weakest on Sinker
Julio Rodríguez,Seattle Mariners,Houston Astros,Lance McCullers Jr.,89.61,ELITE MATCHUP,Changeup,13.0,100.0,100.0,Slider,100.0,Sinker,100.0,Cutter 21.8% | Knuckle Curve 21.1% | Sinker 20.3% | Sweeper 18.0%,259,261,Julio Rodríguez profiles best against Changeup | Lance McCullers Jr. grades weakest on Sinker
Jared Triolo,Pittsburgh Pirates,Colorado Rockies,Jose Quintana,89.08,ELITE MATCHUP,4-Seam Fastball,28.2,95.9,86.2,4-Seam Fastball,95.9,Slurve,100.0,4-Seam Fastball 28.2% | Curveball 21.2% | Slurve 17.1% | Sinker 16.7%,48,245,Jared Triolo profiles best against 4-Seam Fastball | Jose Quintana grades weakest on Slurve
Ian Happ,Chicago Cubs,Atlanta Braves,JR Ritchie,89.08,ELITE MATCHUP,Curveball,25.7,100.0,100.0,Cutter,100.0,Changeup,100.0,Curveball 25.7% | 4-Seam Fastball 25.7% | Changeup 16.9% | Sinker 14.5%,332,249,Ian Happ profiles best against Curveball | JR Ritchie grades weakest on Changeup
Michael Harris II,Atlanta Braves,Chicago Cubs,Shota Imanaga,89.07,ELITE MATCHUP,4-Seam Fastball,34.6,100.0,100.0,Split-Finger,100.0,4-Seam Fastball,100.0,Split-Finger 40.9% | 4-Seam Fastball 34.6% | Sweeper 15.4% | Sinker 7.7%,189,286,Michael Harris II profiles best against 4-Seam Fastball | Shota Imanaga grades weakest on 4-Seam Fastball
Sal Stewart,Cincinnati Reds,Washington Nationals,Jake Irvin,89.06,ELITE MATCHUP,Sinker,28.4,100.0,100.0,Sinker,100.0,4-Seam Fastball,100.0,Curveball 30.2% | Sinker 28.4% | 4-Seam Fastball 23.4% | Cutter 10.8%,248,278,Sal Stewart profiles best against Sinker | Jake Irvin grades weakest on 4-Seam Fastball
JJ Bleday,Cincinnati Reds,Washington Nationals,Jake Irvin,89.01,ELITE MATCHUP,4-Seam Fastball,23.4,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,Curveball 30.2% | Sinker 28.4% | 4-Seam Fastball 23.4% | Cutter 10.8%,198,278,JJ Bleday profiles best against 4-Seam Fastball | Jake Irvin grades weakest on 4-Seam Fastball | Direct pitch type overlap
Nick Loftin,Kansas City Royals,Chicago White Sox,Noah Schultz,88.85,ELITE MATCHUP,Sweeper,26.3,94.0,100.0,Sweeper,94.0,Sweeper,100.0,Sweeper 26.3% | 4-Seam Fastball 25.1% | Sinker 23.1% | Cutter 17.5%,141,251,Nick Loftin profiles best against Sweeper | Noah Schultz grades weakest on Sweeper | Direct pitch type overlap
Miguel Vargas,Chicago White Sox,Kansas City Royals,Seth Lugo,88.75,ELITE MATCHUP,Sweeper,12.6,93.4,100.0,4-Seam Fastball,100.0,Cutter,100.0,Sinker 18.2% | Cutter 15.9% | 4-Seam Fastball 15.6% | Curveball 14.9%,278,302,Miguel Vargas profiles best against Sweeper | Seth Lugo grades weakest on Cutter
Miguel Andujar,San Diego Padres,Milwaukee Brewers,Jacob Misiorowski,88.64,ELITE MATCHUP,4-Seam Fastball,61.3,100.0,91.3,4-Seam Fastball,100.0,4-Seam Fastball,91.3,4-Seam Fastball 61.3% | Slider 23.6% | Curveball 13.7%,173,271,Miguel Andujar profiles best against 4-Seam Fastball | Jacob Misiorowski grades weakest on 4-Seam Fastball | Direct pitch type overlap
Andy Pages,Los Angeles Dodgers,San Francisco Giants,Robbie Ray,88.57,ELITE MATCHUP,4-Seam Fastball,52.4,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 52.4% | Slider 23.6% | Changeup 18.8% | Knuckle Curve 5.1%,287,292,Andy Pages profiles best against 4-Seam Fastball | Robbie Ray grades weakest on 4-Seam Fastball | Direct pitch type overlap
Will Benson,Cincinnati Reds,Washington Nationals,Jake Irvin,88.37,ELITE MATCHUP,Sinker,28.4,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,Curveball 30.2% | Sinker 28.4% | 4-Seam Fastball 23.4% | Cutter 10.8%,154,278,Will Benson profiles best against Sinker | Jake Irvin grades weakest on 4-Seam Fastball | Direct pitch type overlap
Nolan Gorman,St. Louis Cardinals,Athletics,J.T. Ginn,88.28,ELITE MATCHUP,Sinker,31.7,100.0,100.0,4-Seam Fastball,100.0,Sinker,100.0,Sinker 31.7% | Changeup 18.7% | Slider 17.8% | Cutter 17.4%,239,230,Nolan Gorman profiles best against Sinker | J.T. Ginn grades weakest on Sinker
Mickey Moniak,Colorado Rockies,Pittsburgh Pirates,Mitch Keller,88.22,ELITE MATCHUP,4-Seam Fastball,39.7,88.8,100.0,Slider,100.0,4-Seam Fastball,100.0,4-Seam Fastball 39.7% | Sweeper 17.0% | Sinker 12.4% | Slider 9.6%,208,282,Mickey Moniak profiles best against 4-Seam Fastball | Mitch Keller grades weakest on 4-Seam Fastball
Nathan Church,St. Louis Cardinals,Athletics,J.T. Ginn,88.20,ELITE MATCHUP,Sinker,31.7,100.0,100.0,Sinker,100.0,Sinker,100.0,Sinker 31.7% | Changeup 18.7% | Slider 17.8% | Cutter 17.4%,223,230,Nathan Church profiles best against Sinker | J.T. Ginn grades weakest on Sinker | Direct pitch type overlap
Jake Burger,Texas Rangers,Arizona Diamondbacks,Ryne Nelson,88.14,ELITE MATCHUP,4-Seam Fastball,61.0,85.4,100.0,Sinker,100.0,4-Seam Fastball,100.0,4-Seam Fastball 61.0% | Slider 13.4% | Cutter 9.7% | Sinker 9.0%,210,277,Jake Burger profiles best against 4-Seam Fastball | Ryne Nelson grades weakest on 4-Seam Fastball
Casey Schmitt,San Francisco Giants,Los Angeles Dodgers,Shohei Ohtani,88.08,ELITE MATCHUP,4-Seam Fastball,47.0,100.0,100.0,Sweeper,100.0,4-Seam Fastball,100.0,4-Seam Fastball 47.0% | Sweeper 29.1% | Split-Finger 10.8% | Curveball 9.3%,233,268,Casey Schmitt profiles best against 4-Seam Fastball | Shohei Ohtani grades weakest on 4-Seam Fastball
Randy Arozarena,Seattle Mariners,Houston Astros,Lance McCullers Jr.,87.83,ELITE MATCHUP,Cutter,21.8,100.0,100.0,4-Seam Fastball,100.0,Sinker,100.0,Cutter 21.8% | Knuckle Curve 21.1% | Sinker 20.3% | Sweeper 18.0%,264,261,Randy Arozarena profiles best against Cutter | Lance McCullers Jr. grades weakest on Sinker
Jackson Merrill,San Diego Padres,Milwaukee Brewers,Jacob Misiorowski,87.74,ELITE MATCHUP,4-Seam Fastball,61.3,100.0,91.3,Changeup,100.0,4-Seam Fastball,91.3,4-Seam Fastball 61.3% | Slider 23.6% | Curveball 13.7%,286,271,Jackson Merrill profiles best against 4-Seam Fastball | Jacob Misiorowski grades weakest on 4-Seam Fastball
Gabriel Moreno,Arizona Diamondbacks,Texas Rangers,Kumar Rocker,87.67,ELITE MATCHUP,Sinker,32.6,100.0,100.0,4-Seam Fastball,100.0,Changeup,100.0,Slider 34.9% | Sinker 32.6% | Cutter 12.1% | 4-Seam Fastball 11.2%,124,215,Gabriel Moreno profiles best against Sinker | Kumar Rocker grades weakest on Changeup
Junior Caminero,Tampa Bay Rays,Toronto Blue Jays,Dylan Cease,87.34,ELITE MATCHUP,4-Seam Fastball,31.9,100.0,100.0,Curveball,100.0,Sinker,100.0,Slider 33.2% | 4-Seam Fastball 31.9% | Changeup 13.5% | Sinker 9.7%,263,310,Junior Caminero profiles best against 4-Seam Fastball | Dylan Cease grades weakest on Sinker
Ryan Jeffers,Minnesota Twins,Miami Marlins,Max Meyer,87.27,ELITE MATCHUP,4-Seam Fastball,25.2,100.0,100.0,4-Seam Fastball,100.0,Sweeper,100.0,Sweeper 29.9% | Slider 26.4% | 4-Seam Fastball 25.2% | Sinker 9.8%,232,254,Ryan Jeffers profiles best against 4-Seam Fastball | Max Meyer grades weakest on Sweeper
Josh Bell,Minnesota Twins,Miami Marlins,Max Meyer,87.26,ELITE MATCHUP,Slider,26.4,100.0,91.9,Slider,100.0,Sweeper,100.0,Sweeper 29.9% | Slider 26.4% | 4-Seam Fastball 25.2% | Sinker 9.8%,244,254,Josh Bell profiles best against Slider | Max Meyer grades weakest on Sweeper
Kyle Schwarber,Philadelphia Phillies,Boston Red Sox,Sonny Gray,87.25,ELITE MATCHUP,Cutter,30.0,100.0,96.1,Split-Finger,100.0,Cutter,96.1,Cutter 30.0% | Curveball 21.4% | Sinker 18.6% | Sweeper 11.4%,359,70,Kyle Schwarber profiles best against Cutter | Sonny Gray grades weakest on Cutter
Joe Mack,Miami Marlins,Minnesota Twins,Simeon Woods Richardson,87.20,ELITE MATCHUP,4-Seam Fastball,37.7,98.9,100.0,Cutter,100.0,Slider,100.0,4-Seam Fastball 37.7% | Split-Finger 28.5% | Slider 27.2% | Curveball 6.1%,94,228,Joe Mack profiles best against 4-Seam Fastball | Simeon Woods Richardson grades weakest on Slider
Manny Machado,San Diego Padres,Milwaukee Brewers,Jacob Misiorowski,87.16,ELITE MATCHUP,4-Seam Fastball,61.3,98.8,91.3,Slider,100.0,4-Seam Fastball,91.3,4-Seam Fastball 61.3% | Slider 23.6% | Curveball 13.7%,258,271,Manny Machado profiles best against 4-Seam Fastball | Jacob Misiorowski grades weakest on 4-Seam Fastball
