player,player_key,player_id,team,game,event_id,market,line,best_odds,best_book,book_count,market_average_odds,all_books,source
Jose Altuve,jose altuve,JOSE_ALTUVE_1_MLB,HOUSTON_ASTROS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,2+ TB,1.5,135,betmgm,6,121,betmgm:+135 | espnbet:+125 | caesars:+122 | bovada:+120 | draftkings:+118 | fanduel:+105,SportsGameOdds
Josh Bell,josh bell,JOSHUA_BELL_1_MLB,MINNESOTA_TWINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,2+ TB,1.5,140,fanduel,6,82,fanduel:+140 | espnbet:+140 | caesars:+136 | bovada:+135 | draftkings:+133 | betmgm:-190,SportsGameOdds
Josh Jung,josh jung,JOSH_JUNG_1_MLB,TEXAS_RANGERS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,2+ TB,1.5,120,bovada,6,113,bovada:+120 | draftkings:+118 | caesars:+116 | espnbet:+110 | betmgm:+110 | fanduel:+105,SportsGameOdds
Josh Naylor,josh naylor,JOSH_NAYLOR_1_MLB,SEATTLE_MARINERS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,2+ TB,1.5,120,espnbet,6,112,espnbet:+120 | betmgm:+120 | caesars:+114 | bovada:+110 | draftkings:+106 | fanduel:+100,SportsGameOdds
Juan Soto,juan soto,JUAN_SOTO_1_MLB,NEW_YORK_METS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,2+ TB,1.5,140,espnbet,6,78,espnbet:+140 | draftkings:+136 | bovada:+135 | caesars:+129 | fanduel:+115 | betmgm:-185,SportsGameOdds
Julio Rodríguez,julio rodríguez,JULIO_RODRIGUEZ_1_MLB,SEATTLE_MARINERS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,2+ TB,1.5,100,bovada,6,-36,bovada:+100 | espnbet:+100 | draftkings:-102 | caesars:-102 | betmgm:-105 | fanduel:-110,SportsGameOdds
Jung Hoo Lee,jung hoo lee,JUNG_HOO_LEE_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,2+ TB,1.5,171,draftkings,6,150,draftkings:+171 | bovada:+155 | betmgm:+150 | espnbet:+150 | caesars:+146 | fanduel:+130,SportsGameOdds
Junior Caminero,junior caminero,JUNIOR_CAMINERO_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,2+ TB,1.5,143,draftkings,12,126,draftkings:+143 | espnbet:+140 | bovada:+139 | caesars:+131 | espnbet:+130 | fanduel:+125 | betmgm:+125 | bovada:+124 | draftkings:+123 | caesars:+118 | fanduel:+110 | betmgm:+105,SportsGameOdds
Kazuma Okamoto,kazuma okamoto,KAZUMA_OKAMOTO_1_MLB,TORONTO_BLUE_JAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,2+ TB,1.5,140,bovada,6,80,bovada:+140 | draftkings:+139 | espnbet:+130 | caesars:+128 | fanduel:+120 | betmgm:-175,SportsGameOdds
Ke'Bryan Hayes,ke'bryan hayes,KEBRYAN_HAYES_1_MLB,CINCINNATI_REDS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,2+ TB,1.5,174,draftkings,5,-23,draftkings:+174 | fanduel:+155 | betmgm:-140 | bovada:-149 | caesars:-157,SportsGameOdds
Keibert Ruiz,keibert ruiz,KEIBERT_RUIZ_1_MLB,WASHINGTON_NATIONALS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,2+ TB,1.5,186,draftkings,6,-45,draftkings:+186 | fanduel:+175 | bovada:-154 | betmgm:-155 | caesars:-157 | espnbet:-165,SportsGameOdds
Ketel Marte,ketel marte,KETEL_MARTE_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,2+ TB,1.5,115,bovada,6,72,bovada:+115 | draftkings:+114 | espnbet:+110 | betmgm:+110 | caesars:+105 | fanduel:-120,SportsGameOdds
Kody Clemens,kody clemens,KODY_CLEMENS_1_MLB,MINNESOTA_TWINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,2+ TB,1.5,149,draftkings,6,-48,draftkings:+149 | fanduel:+140 | betmgm:-135 | caesars:-145 | bovada:-149 | espnbet:-150,SportsGameOdds
Kyle Karros,kyle karros,KYLE_KARROS_1_MLB,COLORADO_ROCKIES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,2+ TB,1.5,229,draftkings,6,-26,draftkings:+229 | fanduel:+195 | espnbet:-140 | bovada:-141 | caesars:-143 | betmgm:-155,SportsGameOdds
Kyle Schwarber,kyle schwarber,KYLE_SCHWARBER_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,2+ TB,1.5,125,betmgm,6,74,betmgm:+125 | bovada:+115 | draftkings:+113 | caesars:+110 | espnbet:+110 | fanduel:-130,SportsGameOdds
Kyle Stowers,kyle stowers,KYLE_STOWERS_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,2+ TB,1.5,110,betmgm,6,33,betmgm:+110 | caesars:+103 | bovada:+100 | espnbet:+100 | draftkings:-103 | fanduel:-115,SportsGameOdds
Kyle Tucker,kyle tucker,KYLE_TUCKER_1_MLB,LOS_ANGELES_DODGERS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,2+ TB,1.5,145,fanduel,6,-64,fanduel:+145 | draftkings:+145 | betmgm:-165 | espnbet:-165 | bovada:-172 | caesars:-173,SportsGameOdds
Lane Thomas,lane thomas,LANE_THOMAS_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,2+ TB,1.5,219,draftkings,6,-26,draftkings:+219 | fanduel:+190 | espnbet:-130 | caesars:-137 | bovada:-141 | betmgm:-160,SportsGameOdds
Liam Hicks,liam hicks,LIAM_HICKS_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,2+ TB,1.5,135,betmgm,6,124,betmgm:+135 | bovada:+130 | draftkings:+127 | espnbet:+125 | caesars:+122 | fanduel:+105,SportsGameOdds
Lourdes Gurriel Jr.,lourdes gurriel,LOURDES_GURRIEL_JR_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,2+ TB,1.5,150,bovada,6,146,bovada:+150 | espnbet:+150 | betmgm:+150 | draftkings:+149 | caesars:+148 | fanduel:+130,SportsGameOdds
Luis Arraez,luis arraez,LUIS_ARRAEZ_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,2+ TB,1.5,140,espnbet,6,136,espnbet:+140 | betmgm:+140 | caesars:+137 | draftkings:+136 | bovada:+135 | fanduel:+130,SportsGameOdds
Luis Rengifo,luis rengifo,LUIS_RENGIFO_1_MLB,MILWAUKEE_BREWERS_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,2+ TB,1.5,230,fanduel,9,-1,fanduel:+230 | draftkings:+218 | draftkings:+188 | fanduel:+170 | bovada:-130 | espnbet:-165 | caesars:-173 | bovada:-175 | betmgm:-175,SportsGameOdds
Luis Torrens,luis torrens,LUIS_TORRENS_1_MLB,NEW_YORK_METS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,2+ TB,1.5,194,draftkings,6,-30,draftkings:+194 | fanduel:+150 | caesars:-130 | espnbet:-130 | bovada:-132 | betmgm:-135,SportsGameOdds
Luke Keaschall,luke keaschall,LUKE_KEASCHALL_1_MLB,MINNESOTA_TWINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,2+ TB,1.5,160,espnbet,6,95,espnbet:+160 | caesars:+155 | fanduel:+155 | draftkings:+151 | bovada:+150 | betmgm:-200,SportsGameOdds
Luke Raley,luke raley,LUKE_RALEY_1_MLB,SEATTLE_MARINERS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,2+ TB,1.5,182,draftkings,6,-22,draftkings:+182 | fanduel:+165 | bovada:-114 | espnbet:-115 | caesars:-124 | betmgm:-125,SportsGameOdds
Maikel Garcia,maikel garcia,MAIKEL_GARCIA_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,2+ TB,1.5,140,draftkings,6,130,draftkings:+140 | bovada:+140 | caesars:+131 | espnbet:+130 | betmgm:+130 | fanduel:+110,SportsGameOdds
Manny Machado,manny machado,MANNY_MACHADO_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,2+ TB,1.5,175,fanduel,6,-43,fanduel:+175 | draftkings:+171 | betmgm:-150 | espnbet:-150 | bovada:-152 | caesars:-154,SportsGameOdds
Marcell Ozuna,marcell ozuna,MARCELL_OZUNA_1_MLB,PITTSBURGH_PIRATES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,2+ TB,1.5,152,bovada,6,144,bovada:+152 | draftkings:+150 | caesars:+141 | fanduel:+140 | espnbet:+140 | betmgm:+140,SportsGameOdds
Marcelo Mayer,marcelo mayer,MARCELO_MAYER_1_MLB,BOSTON_RED_SOX_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,2+ TB,1.5,152,draftkings,12,62,draftkings:+152 | espnbet:+150 | fanduel:+145 | espnbet:+140 | betmgm:+140 | draftkings:+136 | caesars:+136 | fanduel:+135 | bovada:+135 | bovada:-169 | betmgm:-175 | caesars:-179,SportsGameOdds
Marcus Semien,marcus semien,MARCUS_SEMIEN_1_MLB,NEW_YORK_METS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,2+ TB,1.5,170,espnbet,6,92,espnbet:+170 | bovada:+150 | draftkings:+148 | caesars:+133 | fanduel:+125 | betmgm:-175,SportsGameOdds
Mark Vientos,mark vientos,MARK_VIENTOS_1_MLB,NEW_YORK_METS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,2+ TB,1.5,140,espnbet,6,81,espnbet:+140 | caesars:+138 | bovada:+135 | draftkings:+135 | fanduel:+125 | betmgm:-190,SportsGameOdds
Masataka Yoshida,masataka yoshida,MASATAKA_YOSHIDA_1_MLB,BOSTON_RED_SOX_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,2+ TB,1.5,125,espnbet,12,117,espnbet:+125 | bovada:+122 | espnbet:+120 | fanduel:+120 | caesars:+120 | betmgm:+120 | draftkings:+117 | caesars:+116 | draftkings:+115 | bovada:+115 | betmgm:+115 | fanduel:+100,SportsGameOdds
Masyn Winn,masyn winn,MASYN_WINN_1_MLB,STLOUIS_CARDINALS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,2+ TB,1.5,186,bovada,12,-36,bovada:+186 | draftkings:+172 | draftkings:+170 | fanduel:+170 | fanduel:+160 | betmgm:-175 | espnbet:-180 | espnbet:-180 | caesars:-182 | bovada:-185 | caesars:-190 | betmgm:-200,SportsGameOdds
Matt Chapman,matt chapman,MATT_CHAPMAN_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,2+ TB,1.5,241,draftkings,6,41,draftkings:+241 | fanduel:+220 | espnbet:+100 | bovada:-101 | caesars:-102 | betmgm:-110,SportsGameOdds
Matt McLain,matt mclain,MATT_MCLAIN_1_MLB,CINCINNATI_REDS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,2+ TB,1.5,173,draftkings,6,-42,draftkings:+173 | fanduel:+170 | betmgm:-140 | espnbet:-140 | bovada:-154 | caesars:-162,SportsGameOdds
Matt Olson,matt olson,MATT_OLSON_1_MLB,ATLANTA_BRAVES_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,2+ TB,1.5,144,bovada,6,88,bovada:+144 | draftkings:+143 | espnbet:+140 | fanduel:+135 | caesars:+130 | betmgm:-165,SportsGameOdds
Matt Vierling,matt vierling,MATT_VIERLING_1_MLB,DETROIT_TIGERS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,2+ TB,1.5,168,draftkings,6,-72,draftkings:+168 | fanduel:+150 | espnbet:-180 | bovada:-185 | betmgm:-190 | caesars:-197,SportsGameOdds
Mauricio Dubón,mauricio dubón,MAURICIO_DUBON_1_MLB,ATLANTA_BRAVES_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,2+ TB,1.5,145,betmgm,6,130,betmgm:+145 | espnbet:+140 | caesars:+131 | bovada:+125 | draftkings:+124 | fanduel:+115,SportsGameOdds
Max Muncy,max muncy,MAX_MUNCY_1_MLB,LOS_ANGELES_DODGERS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,2+ TB,1.5,158,bovada,4,78,bovada:+158 | draftkings:+147 | fanduel:+140 | betmgm:-135,SportsGameOdds
Michael Busch,michael busch,MIKE_BUSCH_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,2+ TB,1.5,144,draftkings,6,136,draftkings:+144 | espnbet:+140 | bovada:+139 | caesars:+135 | betmgm:+135 | fanduel:+120,SportsGameOdds
Michael Harris II,michael harris ii,MICHAEL_HARRIS_II_1_MLB,ATLANTA_BRAVES_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,2+ TB,1.5,160,espnbet,6,97,espnbet:+160 | bovada:+158 | draftkings:+152 | caesars:+144 | fanduel:+135 | betmgm:-165,SportsGameOdds
Mickey Gasper,mickey gasper,MICKEY_GASPER_1_MLB,BOSTON_RED_SOX_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,2+ TB,1.5,159,draftkings,11,53,draftkings:+159 | fanduel:+150 | betmgm:+135 | fanduel:+130 | bovada:+130 | draftkings:+130 | espnbet:+130 | caesars:+129 | espnbet:-160 | bovada:-172 | caesars:-179,SportsGameOdds
Mickey Moniak,mickey moniak,MICKEY_MONIAK_1_MLB,COLORADO_ROCKIES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,2+ TB,1.5,120,betmgm,6,73,betmgm:+120 | bovada:+110 | espnbet:+110 | caesars:+107 | draftkings:+106 | fanduel:-115,SportsGameOdds
Miguel Andujar,miguel andujar,MIGUEL_ANDUJAR_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,2+ TB,1.5,171,bovada,6,111,bovada:+171 | espnbet:+170 | draftkings:+166 | fanduel:+165 | caesars:+152 | betmgm:-160,SportsGameOdds
Miguel Rojas,miguel rojas,MIGUEL_ROJAS_1_MLB,LOS_ANGELES_DODGERS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,2+ TB,1.5,150,fanduel,1,150,fanduel:+150,SportsGameOdds
Miguel Vargas,miguel vargas,MIGUEL_VARGAS_1_MLB,CHICAGO_WHITE_SOX_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,2+ TB,1.5,161,draftkings,6,-66,draftkings:+161 | fanduel:+125 | betmgm:-160 | bovada:-169 | caesars:-176 | espnbet:-180,SportsGameOdds
Mike Yastrzemski,mike yastrzemski,MIKE_YASTRZEMSKI_1_MLB,ATLANTA_BRAVES_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,2+ TB,1.5,196,draftkings,2,39,draftkings:+196 | bovada:-118,SportsGameOdds
Moisés Ballesteros,moisés ballesteros,MOISES_BALLESTEROS_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,2+ TB,1.5,171,bovada,3,161,bovada:+171 | draftkings:+168 | fanduel:+145,SportsGameOdds
Mookie Betts,mookie betts,MOOKIE_BETTS_1_MLB,LOS_ANGELES_DODGERS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,2+ TB,1.5,110,betmgm,5,-22,betmgm:+110 | espnbet:+100 | caesars:-102 | draftkings:-108 | bovada:-110,SportsGameOdds
Munetaka Murakami,munetaka murakami,MUNETAKA_MURAKAMI_1_MLB,CHICAGO_WHITE_SOX_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,2+ TB,1.5,139,bovada,6,83,bovada:+139 | draftkings:+136 | caesars:+130 | espnbet:+130 | fanduel:+120 | betmgm:-160,SportsGameOdds
Nasim Nuñez,nasim nuñez,NASIM_NUNEZ_1_MLB,WASHINGTON_NATIONALS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,2+ TB,1.5,210,draftkings,6,-31,draftkings:+210 | fanduel:+175 | betmgm:-135 | caesars:-141 | bovada:-145 | espnbet:-150,SportsGameOdds
Nathan Church,nathan church,NATHAN_CHURCH_1_MLB,STLOUIS_CARDINALS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,2+ TB,1.5,182,bovada,12,49,bovada:+182 | draftkings:+173 | fanduel:+165 | draftkings:+162 | bovada:+158 | espnbet:+150 | fanduel:+145 | caesars:+142 | betmgm:-160 | caesars:-164 | espnbet:-165 | betmgm:-200,SportsGameOdds
Nick Fortes,nick fortes,NICK_FORTES_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,2+ TB,1.5,217,draftkings,12,-19,draftkings:+217 | fanduel:+210 | draftkings:+206 | fanduel:+190 | betmgm:-115 | bovada:-123 | caesars:-129 | espnbet:-130 | bovada:-132 | caesars:-137 | espnbet:-140 | betmgm:-140,SportsGameOdds
Nick Gonzales,nick gonzales,NICK_GONZALES_1_MLB,PITTSBURGH_PIRATES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,2+ TB,1.5,135,betmgm,6,122,betmgm:+135 | espnbet:+125 | caesars:+121 | draftkings:+120 | bovada:+120 | fanduel:+110,SportsGameOdds
Nick Kurtz,nick kurtz,NICK_KURTZ_1_MLB,OAKLAND_ATHLETICS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,2+ TB,1.5,125,betmgm,6,115,betmgm:+125 | espnbet:+120 | caesars:+118 | bovada:+115 | draftkings:+113 | fanduel:+100,SportsGameOdds
Nick Loftin,nick loftin,NICK_LOFTIN_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,2+ TB,1.5,243,draftkings,6,-12,draftkings:+243 | fanduel:+220 | bovada:-127 | caesars:-129 | espnbet:-130 | betmgm:-150,SportsGameOdds
Nick Yorke,nick yorke,NICK_YORKE_1_MLB,PITTSBURGH_PIRATES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,2+ TB,1.5,158,draftkings,6,-72,draftkings:+158 | fanduel:+150 | espnbet:-180 | bovada:-182 | betmgm:-190 | caesars:-190,SportsGameOdds
Nico Hoerner,nico hoerner,NICO_HOERNER_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,2+ TB,1.5,115,draftkings,6,111,draftkings:+115 | bovada:+115 | espnbet:+110 | betmgm:+110 | caesars:+109 | fanduel:+105,SportsGameOdds
Nolan Arenado,nolan arenado,NOLAN_ARENADO_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,2+ TB,1.5,151,draftkings,6,-78,draftkings:+151 | fanduel:+135 | espnbet:-180 | bovada:-185 | caesars:-190 | betmgm:-200,SportsGameOdds
Nolan Gorman,nolan gorman,NOLAN_GORMAN_1_MLB,STLOUIS_CARDINALS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,2+ TB,1.5,195,draftkings,12,51,draftkings:+195 | fanduel:+190 | espnbet:+130 | caesars:+129 | draftkings:+125 | bovada:+125 | betmgm:+125 | fanduel:+120 | bovada:-130 | caesars:-130 | espnbet:-130 | betmgm:-135,SportsGameOdds
Oneil Cruz,oneil cruz,ONEIL_CRUZ_1_MLB,PITTSBURGH_PIRATES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,2+ TB,1.5,120,betmgm,6,38,betmgm:+120 | espnbet:+110 | caesars:+108 | bovada:+100 | draftkings:-103 | fanduel:-105,SportsGameOdds
Otto Lopez,otto lopez,OTTO_LOPEZ_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,2+ TB,1.5,110,betmgm,6,-43,betmgm:+110 | espnbet:+100 | caesars:-110 | bovada:-110 | draftkings:-113 | fanduel:-135,SportsGameOdds
Owen Caissie,owen caissie,OWEN_CAISSIE_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,2+ TB,1.5,164,bovada,4,82,bovada:+164 | draftkings:+163 | fanduel:+140 | betmgm:-140,SportsGameOdds
Ozzie Albies,ozzie albies,OZZIE_ALBIES_1_MLB,ATLANTA_BRAVES_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,2+ TB,1.5,115,bovada,6,109,bovada:+115 | draftkings:+112 | caesars:+111 | espnbet:+110 | betmgm:+105 | fanduel:+100,SportsGameOdds
Pedro Pagés,pedro pagés,PEDRO_PAGES_1_MLB,STLOUIS_CARDINALS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,2+ TB,1.5,182,draftkings,9,-67,draftkings:+182 | fanduel:+165 | betmgm:-125 | espnbet:-130 | betmgm:-135 | caesars:-136 | espnbet:-140 | bovada:-141 | caesars:-145,SportsGameOdds
Pete Crow-Armstrong,pete crow-armstrong,PETE_CROWARMSTRONG_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,2+ TB,1.5,155,bovada,6,88,bovada:+155 | draftkings:+153 | caesars:+142 | espnbet:+140 | fanduel:+130 | betmgm:-190,SportsGameOdds
Rafael Devers,rafael devers,RAFAEL_DEVERS_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,2+ TB,1.5,190,draftkings,6,-33,draftkings:+190 | fanduel:+150 | betmgm:-130 | bovada:-130 | caesars:-136 | espnbet:-140,SportsGameOdds
Ramón Laureano,ramón laureano,RAMON_LAUREANO_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,2+ TB,1.5,195,fanduel,6,-16,fanduel:+195 | draftkings:+187 | betmgm:-110 | bovada:-116 | caesars:-120 | espnbet:-130,SportsGameOdds
Randy Arozarena,randy arozarena,RANDY_AROZARENA_1_MLB,SEATTLE_MARINERS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,2+ TB,1.5,147,draftkings,6,-63,draftkings:+147 | fanduel:+145 | betmgm:-160 | espnbet:-165 | bovada:-172 | caesars:-173,SportsGameOdds
Richie Palacios,richie palacios,RICHARD_PALACIOS_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,2+ TB,1.5,-135,betmgm,1,-135,betmgm:-135,SportsGameOdds
Riley Greene,riley greene,RILEY_GREENE_1_MLB,DETROIT_TIGERS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,2+ TB,1.5,143,draftkings,6,127,draftkings:+143 | bovada:+132 | espnbet:+130 | betmgm:+125 | caesars:+123 | fanduel:+110,SportsGameOdds
Royce Lewis,royce lewis,ROYCE_LEWIS_1_MLB,MINNESOTA_TWINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,2+ TB,1.5,185,draftkings,6,-28,draftkings:+185 | fanduel:+185 | espnbet:-130 | bovada:-133 | caesars:-137 | betmgm:-140,SportsGameOdds
Ryan Jeffers,ryan jeffers,RYAN_JEFFERS_1_MLB,MINNESOTA_TWINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,2+ TB,1.5,140,espnbet,6,81,espnbet:+140 | bovada:+135 | caesars:+135 | draftkings:+134 | fanduel:+130 | betmgm:-190,SportsGameOdds
Ryan O'Hearn,ryan o'hearn,RYAN_OHEARN_1_MLB,PITTSBURGH_PIRATES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,2+ TB,1.5,150,caesars,5,73,caesars:+150 | draftkings:+146 | bovada:+145 | fanduel:+115 | betmgm:-190,SportsGameOdds
Ryan Vilade,ryan vilade,RYAN_VILADE_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Boston Red Sox,png5Jnyn8noqiLklagdD,2+ TB,1.5,257,draftkings,6,3,draftkings:+257 | fanduel:+240 | bovada:-112 | caesars:-112 | betmgm:-125 | espnbet:-130,SportsGameOdds
Sal Frelick,sal frelick,SAL_FRELICK_1_MLB,MILWAUKEE_BREWERS_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,2+ TB,1.5,230,fanduel,12,-38,fanduel:+230 | draftkings:+230 | draftkings:+210 | fanduel:+200 | bovada:-137 | espnbet:-140 | caesars:-145 | betmgm:-155 | caesars:-179 | espnbet:-180 | bovada:-185 | betmgm:-200,SportsGameOdds
Sal Stewart,sal stewart,SAL_STEWART_1_MLB,CINCINNATI_REDS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,2+ TB,1.5,-115,fanduel,6,-120,fanduel:-115 | bovada:-115 | draftkings:-117 | betmgm:-118 | espnbet:-120 | caesars:-135,SportsGameOdds
Salvador Perez,salvador perez,SALVADOR_PEREZ_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,2+ TB,1.5,130,espnbet,6,73,espnbet:+130 | caesars:+127 | draftkings:+125 | bovada:+125 | fanduel:+115 | betmgm:-185,SportsGameOdds
Seiya Suzuki,seiya suzuki,SEIYA_SUZUKI_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,2+ TB,1.5,135,bovada,6,124,bovada:+135 | draftkings:+132 | espnbet:+130 | caesars:+122 | betmgm:+120 | fanduel:+105,SportsGameOdds
