player,player_key,player_id,team,game,event_id,market,line,best_odds,best_book,book_count,market_average_odds,all_books,source
Shea Langeliers,shea langeliers,SHEA_LANGELIERS_1_MLB,OAKLAND_ATHLETICS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,2+ TB,1.5,-130,bovada,6,-145,bovada:-130 | draftkings:-133 | espnbet:-140 | caesars:-145 | betmgm:-150 | fanduel:-170,SportsGameOdds
Spencer Steer,spencer steer,SPENCER_STEER_1_MLB,CINCINNATI_REDS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,2+ TB,1.5,130,espnbet,6,71,espnbet:+130 | caesars:+125 | bovada:+120 | draftkings:+119 | fanduel:+115 | betmgm:-185,SportsGameOdds
Spencer Torkelson,spencer torkelson,SPENCER_TORKELSON_1_MLB,DETROIT_TIGERS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,2+ TB,1.5,175,fanduel,6,-22,fanduel:+175 | draftkings:+172 | betmgm:-110 | espnbet:-120 | bovada:-122 | caesars:-129,SportsGameOdds
Sung-Mun Song,sung-mun song,SUNGMUN_SONG_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,2+ TB,1.5,300,fanduel,6,175,fanduel:+300 | draftkings:+283 | bovada:+122 | caesars:+118 | betmgm:+115 | espnbet:+110,SportsGameOdds
Taylor Walls,taylor walls,TAYLOR_WALLS_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,2+ TB,1.5,270,fanduel,12,84,fanduel:+270 | draftkings:+258 | draftkings:+254 | fanduel:+240 | bovada:+107 | betmgm:+105 | caesars:+103 | espnbet:+100 | bovada:-103 | betmgm:-105 | caesars:-106 | espnbet:-110,SportsGameOdds
Teoscar Hernández,teoscar hernández,TEOSCAR_HERNANDEZ_1_MLB,LOS_ANGELES_DODGERS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,2+ TB,1.5,149,draftkings,6,84,draftkings:+149 | bovada:+139 | caesars:+130 | fanduel:+125 | betmgm:+125 | espnbet:-165,SportsGameOdds
Thomas Saggese,thomas saggese,THOMAS_SAGGESE_1_MLB,STLOUIS_CARDINALS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,2+ TB,1.5,-140,betmgm,1,-140,betmgm:-140,SportsGameOdds
TJ Friedl,tj friedl,TJ_FRIEDL_1_MLB,CINCINNATI_REDS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,2+ TB,1.5,190,fanduel,6,-31,fanduel:+190 | draftkings:+182 | bovada:-130 | betmgm:-130 | caesars:-136 | espnbet:-160,SportsGameOdds
Trea Turner,trea turner,TREA_TURNER_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,2+ TB,1.5,110,draftkings,6,36,draftkings:+110 | espnbet:+110 | caesars:+103 | bovada:+103 | fanduel:-105 | betmgm:-105,SportsGameOdds
Trevor Larnach,trevor larnach,TREVOR_LARNACH_1_MLB,MINNESOTA_TWINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,2+ TB,1.5,158,draftkings,6,37,draftkings:+158 | bovada:+155 | espnbet:+150 | fanduel:+140 | betmgm:-190 | caesars:-190,SportsGameOdds
Trevor Story,trevor story,TREVOR_STORY_1_MLB,BOSTON_RED_SOX_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,2+ TB,1.5,140,fanduel,12,131,fanduel:+140 | betmgm:+138 | bovada:+136 | betmgm:+135 | espnbet:+130 | espnbet:+130 | caesars:+128 | caesars:+127 | draftkings:+126 | draftkings:+126 | fanduel:+125 | bovada:+125,SportsGameOdds
Tristan Peters,tristan peters,TRISTAN_PETERS_1_MLB,CHICAGO_WHITE_SOX_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,2+ TB,1.5,240,fanduel,6,-1,fanduel:+240 | draftkings:+225 | betmgm:-110 | bovada:-120 | caesars:-120 | espnbet:-120,SportsGameOdds
Troy Johnston,troy johnston,TROY_JOHNSTON_1_MLB,COLORADO_ROCKIES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,2+ TB,1.5,160,draftkings,6,98,draftkings:+160 | bovada:+158 | espnbet:+150 | caesars:+146 | fanduel:+135 | betmgm:-160,SportsGameOdds
Tyler Freeman,tyler freeman,TYLER_FREEMAN_1_MLB,COLORADO_ROCKIES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,2+ TB,1.5,182,draftkings,6,-74,draftkings:+182 | fanduel:+140 | betmgm:-190 | caesars:-190 | espnbet:-190 | bovada:-196,SportsGameOdds
Tyler Heineman,tyler heineman,TYLER_HEINEMAN_1_MLB,TORONTO_BLUE_JAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,2+ TB,1.5,276,draftkings,4,77,draftkings:+276 | fanduel:+250 | caesars:-108 | betmgm:-110,SportsGameOdds
Tyler Soderstrom,tyler soderstrom,TYLER_SODERSTROM_1_MLB,OAKLAND_ATHLETICS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,2+ TB,1.5,125,espnbet,6,65,espnbet:+125 | caesars:+117 | draftkings:+116 | bovada:+115 | fanduel:+100 | betmgm:-185,SportsGameOdds
Tyler Stephenson,tyler stephenson,TYLER_STEPHENSON_1_MLB,CINCINNATI_REDS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,2+ TB,1.5,150,espnbet,6,93,espnbet:+150 | draftkings:+148 | bovada:+146 | fanduel:+140 | caesars:+137 | betmgm:-165,SportsGameOdds
Tyrone Taylor,tyrone taylor,TYRONE_TAYLOR_1_MLB,NEW_YORK_METS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,2+ TB,1.5,171,draftkings,6,-52,draftkings:+171 | fanduel:+140 | betmgm:-150 | bovada:-152 | caesars:-154 | espnbet:-165,SportsGameOdds
Victor Scott II,victor scott ii,VICTOR_SCOTT_II_1_MLB,STLOUIS_CARDINALS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,2+ TB,1.5,290,fanduel,9,90,fanduel:+290 | draftkings:+275 | draftkings:+215 | fanduel:+185 | betmgm:+105 | bovada:+100 | caesars:-108 | espnbet:-110 | bovada:-139,SportsGameOdds
Vidal Bruján,vidal bruján,VIDAL_BRUJAN_1_MLB,NEW_YORK_METS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,2+ TB,1.5,208,draftkings,5,-63,draftkings:+208 | caesars:-129 | bovada:-130 | espnbet:-130 | betmgm:-135,SportsGameOdds
Vinnie Pasquantino,vinnie pasquantino,VINNIE_PASQUANTINO_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,2+ TB,1.5,174,draftkings,6,-46,draftkings:+174 | fanduel:+155 | espnbet:-140 | betmgm:-150 | bovada:-156 | caesars:-162,SportsGameOdds
Vladimir Guerrero Jr.,vladimir guerrero,VLADIMIR_GUERRERO_JR_1_MLB,TORONTO_BLUE_JAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,2+ TB,1.5,136,draftkings,6,124,draftkings:+136 | bovada:+135 | caesars:+121 | betmgm:+120 | espnbet:+120 | fanduel:+110,SportsGameOdds
Wenceel Pérez,wenceel pérez,WENCEEL_PEREZ_1_MLB,DETROIT_TIGERS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,2+ TB,1.5,148,draftkings,6,-59,draftkings:+148 | fanduel:+145 | bovada:-156 | caesars:-159 | betmgm:-165 | espnbet:-165,SportsGameOdds
Will Benson,will benson,WILL_BENSON_1_MLB,CINCINNATI_REDS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,2+ TB,1.5,125,betmgm,6,120,betmgm:+125 | espnbet:+125 | draftkings:+122 | caesars:+121 | bovada:+120 | fanduel:+105,SportsGameOdds
Will Smith,will smith,WILL_SMITH_2_MLB,LOS_ANGELES_DODGERS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,2+ TB,1.5,130,bovada,6,75,bovada:+130 | espnbet:+130 | draftkings:+127 | caesars:+124 | fanduel:+115 | betmgm:-175,SportsGameOdds
Willi Castro,willi castro,WILLI_CASTRO_1_MLB,COLORADO_ROCKIES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,2+ TB,1.5,176,draftkings,6,-49,draftkings:+176 | fanduel:+160 | betmgm:-155 | bovada:-156 | caesars:-157 | espnbet:-160,SportsGameOdds
William Contreras,william contreras,WILLIAM_CONTRERAS_1_MLB,MILWAUKEE_BREWERS_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,2+ TB,1.5,170,fanduel,12,35,fanduel:+170 | draftkings:+163 | espnbet:+140 | betmgm:+138 | bovada:+136 | draftkings:+135 | caesars:+135 | fanduel:+125 | bovada:-179 | caesars:-179 | espnbet:-180 | betmgm:-190,SportsGameOdds
Willson Contreras,willson contreras,WILLSON_CONTRERAS_1_MLB,BOSTON_RED_SOX_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,2+ TB,1.5,130,draftkings,12,119,draftkings:+130 | fanduel:+130 | bovada:+130 | espnbet:+130 | caesars:+128 | bovada:+117 | betmgm:+115 | draftkings:+111 | espnbet:+110 | betmgm:+110 | caesars:+109 | fanduel:+105,SportsGameOdds
Willy Adames,willy adames,WILLY_ADAMES_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,2+ TB,1.5,219,draftkings,6,-7,draftkings:+219 | fanduel:+195 | betmgm:-110 | bovada:-112 | caesars:-115 | espnbet:-120,SportsGameOdds
Wilyer Abreu,wilyer abreu,WILYER_ABREU_1_MLB,BOSTON_RED_SOX_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,2+ TB,1.5,113,bovada,12,89,bovada:+113 | espnbet:+110 | espnbet:+110 | draftkings:+110 | betmgm:+110 | caesars:+107 | bovada:+105 | betmgm:+105 | fanduel:+105 | draftkings:+102 | caesars:+101 | fanduel:-105,SportsGameOdds
Xander Bogaerts,xander bogaerts,XANDER_BOGAERTS_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,2+ TB,1.5,180,fanduel,6,-46,fanduel:+180 | draftkings:+179 | betmgm:-155 | bovada:-159 | caesars:-159 | espnbet:-160,SportsGameOdds
Xavier Edwards,xavier edwards,XAVIER_EDWARDS_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,2+ TB,1.5,122,draftkings,6,76,draftkings:+122 | bovada:+120 | caesars:+111 | espnbet:+110 | betmgm:+105 | fanduel:-110,SportsGameOdds
Yandy Díaz,yandy díaz,YANDY_DIAZ_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,2+ TB,1.5,145,betmgm,12,106,betmgm:+145 | espnbet:+140 | bovada:+140 | draftkings:+137 | caesars:+136 | fanduel:+125 | bovada:+115 | caesars:+112 | draftkings:+112 | espnbet:+110 | betmgm:+110 | fanduel:-105,SportsGameOdds
Yordan Alvarez,yordan alvarez,YORDAN_ALVAREZ_1_MLB,HOUSTON_ASTROS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,2+ TB,1.5,-105,bovada,6,-114,bovada:-105 | draftkings:-107 | caesars:-110 | espnbet:-110 | betmgm:-120 | fanduel:-135,SportsGameOdds
Zach Cole,zach cole,ZACH_COLE_1_MLB,HOUSTON_ASTROS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,2+ TB,1.5,166,draftkings,6,-39,draftkings:+166 | fanduel:+165 | bovada:-135 | espnbet:-140 | caesars:-141 | betmgm:-150,SportsGameOdds
Zach McKinstry,zach mckinstry,ZACH_MCKINSTRY_1_MLB,DETROIT_TIGERS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,2+ TB,1.5,225,draftkings,6,-14,draftkings:+225 | fanduel:+220 | bovada:-127 | espnbet:-130 | betmgm:-135 | caesars:-136,SportsGameOdds
Zack Gelof,zack gelof,ZACK_GELOF_1_MLB,OAKLAND_ATHLETICS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,2+ TB,1.5,135,betmgm,6,125,betmgm:+135 | espnbet:+130 | caesars:+126 | bovada:+125 | draftkings:+125 | fanduel:+110,SportsGameOdds
Adolis García,adolis garcía,JOSE_BARRERO_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,HR,0.5,561,draftkings,6,514,draftkings:+561 | espnbet:+550 | fanduel:+520 | caesars:+500 | bovada:+500 | betmgm:+450,SportsGameOdds
Adrian Del Castillo,adrian del castillo,ADRIAN_DEL_CASTILLO_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,HR,0.5,780,draftkings,6,673,draftkings:+780 | fanduel:+760 | bovada:+750 | caesars:+625 | espnbet:+600 | betmgm:+525,SportsGameOdds
Alec Bohm,alec bohm,ALEC_BOHM_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,HR,0.5,1120,draftkings,6,1028,draftkings:+1120 | fanduel:+1120 | bovada:+1100 | espnbet:+1000 | caesars:+950 | betmgm:+875,SportsGameOdds
Alec Burleson,alec burleson,ALEC_BURLESON_1_MLB,STLOUIS_CARDINALS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,HR,0.5,800,betmgm,12,529,betmgm:+800 | draftkings:+630 | caesars:+575 | fanduel:+570 | bovada:+550 | espnbet:+550 | fanduel:+490 | bovada:+475 | espnbet:+475 | draftkings:+452 | caesars:+400 | betmgm:+375,SportsGameOdds
Alejandro Osuna,alejandro osuna,ALEJANDRO_OSUNA_1_MLB,TEXAS_RANGERS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,HR,0.5,1220,draftkings,6,1048,draftkings:+1220 | fanduel:+1120 | bovada:+1100 | betmgm:+1000 | caesars:+950 | espnbet:+900,SportsGameOdds
Alex Bregman,alex bregman,ALEX_BREGMAN_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,HR,0.5,576,draftkings,6,528,draftkings:+576 | fanduel:+540 | bovada:+525 | espnbet:+525 | caesars:+500 | betmgm:+500,SportsGameOdds
Andrés Giménez,andrés giménez,ANDRES_GIMENEZ_1_MLB,TORONTO_BLUE_JAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,HR,0.5,1120,draftkings,6,1003,draftkings:+1120 | fanduel:+1120 | bovada:+1100 | espnbet:+1100 | caesars:+850 | betmgm:+725,SportsGameOdds
Andrew Benintendi,andrew benintendi,ANDREW_BENINTENDI_1_MLB,CHICAGO_WHITE_SOX_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,HR,0.5,650,betmgm,6,563,betmgm:+650 | draftkings:+587 | espnbet:+550 | fanduel:+540 | caesars:+525 | bovada:+525,SportsGameOdds
Andrew Vaughn,andrew vaughn,ANDREW_VAUGHN_1_MLB,MILWAUKEE_BREWERS_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,HR,0.5,900,betmgm,9,751,betmgm:+900 | draftkings:+830 | espnbet:+800 | fanduel:+790 | bovada:+775 | caesars:+750 | espnbet:+700 | fanduel:+610 | bovada:+600,SportsGameOdds
Andy Pages,andy pages,ANDY_PAGES_1_MLB,LOS_ANGELES_DODGERS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,HR,0.5,490,fanduel,6,450,fanduel:+490 | bovada:+475 | draftkings:+468 | espnbet:+450 | caesars:+425 | betmgm:+390,SportsGameOdds
Austin Martin,austin martin,AUSTIN_MARTIN_1_MLB,MINNESOTA_TWINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,HR,0.5,1800,betmgm,6,1347,betmgm:+1800 | bovada:+1300 | caesars:+1300 | fanduel:+1260 | draftkings:+1220 | espnbet:+1200,SportsGameOdds
Austin Riley,austin riley,AUSTIN_RILEY_1_MLB,ATLANTA_BRAVES_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,HR,0.5,441,draftkings,6,409,draftkings:+441 | fanduel:+410 | bovada:+410 | caesars:+400 | espnbet:+400 | betmgm:+390,SportsGameOdds
Ben Williamson,ben williamson,BEN_WILLIAMSON_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,HR,0.5,1800,fanduel,10,1287,fanduel:+1800 | bovada:+1800 | draftkings:+1560 | caesars:+1300 | espnbet:+1200 | betmgm:+1200 | fanduel:+1040 | draftkings:+1020 | bovada:+1000 | caesars:+950,SportsGameOdds
Billy Cook,billy cook,BILLY_COOK_1_MLB,PITTSBURGH_PIRATES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,HR,0.5,900,draftkings,6,855,draftkings:+900 | fanduel:+880 | bovada:+875 | caesars:+850 | betmgm:+825 | espnbet:+800,SportsGameOdds
Bo Bichette,bo bichette,BO_BICHETTE_1_MLB,NEW_YORK_METS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,HR,0.5,850,draftkings,6,748,draftkings:+850 | fanduel:+790 | bovada:+775 | caesars:+700 | espnbet:+700 | betmgm:+675,SportsGameOdds
Bobby Witt Jr.,bobby witt,BOBBY_WITT_JR_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,HR,0.5,475,betmgm,6,457,betmgm:+475 | fanduel:+470 | draftkings:+461 | bovada:+460 | espnbet:+450 | caesars:+425,SportsGameOdds
Brady House,brady house,BRADY_HOUSE_1_MLB,WASHINGTON_NATIONALS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,HR,0.5,680,fanduel,6,613,fanduel:+680 | bovada:+675 | draftkings:+670 | espnbet:+600 | caesars:+575 | betmgm:+475,SportsGameOdds
Brandon Lowe,brandon lowe,BRANDON_LOWE_1_MLB,PITTSBURGH_PIRATES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,HR,0.5,543,draftkings,6,472,draftkings:+543 | fanduel:+490 | bovada:+475 | espnbet:+475 | caesars:+425 | betmgm:+425,SportsGameOdds
Brandon Marsh,brandon marsh,BRANDON_MARSH_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,HR,0.5,1060,draftkings,6,913,draftkings:+1060 | fanduel:+1040 | bovada:+1000 | caesars:+850 | espnbet:+800 | betmgm:+725,SportsGameOdds
Brandon Nimmo,brandon nimmo,BRANDON_NIMMO_1_MLB,TEXAS_RANGERS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,HR,0.5,573,draftkings,5,524,draftkings:+573 | espnbet:+525 | fanduel:+520 | bovada:+500 | caesars:+500,SportsGameOdds
Brandon Valenzuela,brandon valenzuela,BRANDON_VALENZUELA_1_MLB,TORONTO_BLUE_JAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,HR,0.5,650,betmgm,1,650,betmgm:+650,SportsGameOdds
Brendan Donovan,brendan donovan,BRENDAN_DONOVAN_1_MLB,SEATTLE_MARINERS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,HR,0.5,600,espnbet,6,568,espnbet:+600 | draftkings:+589 | betmgm:+575 | fanduel:+570 | bovada:+550 | caesars:+525,SportsGameOdds
Brent Rooker,brent rooker,BRENT_ROOKER_1_MLB,OAKLAND_ATHLETICS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,HR,0.5,310,betmgm,6,258,betmgm:+310 | espnbet:+260 | caesars:+255 | fanduel:+245 | bovada:+245 | draftkings:+235,SportsGameOdds
Brett Baty,brett baty,BRETT_BATY_1_MLB,NEW_YORK_METS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,HR,0.5,1040,fanduel,6,988,fanduel:+1040 | draftkings:+1040 | bovada:+1000 | espnbet:+1000 | caesars:+950 | betmgm:+900,SportsGameOdds
Brice Matthews,brice matthews,BRICE_MATTHEWS_1_MLB,HOUSTON_ASTROS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,HR,0.5,550,espnbet,6,505,espnbet:+550 | fanduel:+520 | draftkings:+509 | bovada:+500 | caesars:+475 | betmgm:+475,SportsGameOdds
Brice Turang,brice turang,BRICE_TURANG_1_MLB,MILWAUKEE_BREWERS_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,HR,0.5,1200,betmgm,12,806,betmgm:+1200 | draftkings:+1000 | espnbet:+1000 | caesars:+950 | fanduel:+920 | bovada:+900 | fanduel:+680 | bovada:+675 | draftkings:+650 | espnbet:+600 | caesars:+575 | betmgm:+525,SportsGameOdds
Brooks Lee,brooks lee,BROOKS_LEE_1_MLB,MINNESOTA_TWINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,HR,0.5,900,espnbet,6,852,espnbet:+900 | fanduel:+880 | bovada:+875 | betmgm:+875 | draftkings:+830 | caesars:+750,SportsGameOdds
Bryan Reynolds,bryan reynolds,BRYAN_REYNOLDS_1_MLB,PITTSBURGH_PIRATES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,HR,0.5,800,betmgm,6,647,betmgm:+800 | draftkings:+650 | fanduel:+630 | bovada:+625 | caesars:+625 | espnbet:+550,SportsGameOdds
Bryce Harper,bryce harper,BRYCE_HARPER_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,HR,0.5,490,fanduel,6,452,fanduel:+490 | bovada:+475 | draftkings:+469 | espnbet:+450 | caesars:+425 | betmgm:+400,SportsGameOdds
Bryson Stott,bryson stott,BRYSON_STOTT_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,HR,0.5,1160,draftkings,6,1038,draftkings:+1160 | fanduel:+1120 | bovada:+1100 | espnbet:+1000 | caesars:+950 | betmgm:+900,SportsGameOdds
Byron Buxton,byron buxton,BYRON_BUXTON_1_MLB,MINNESOTA_TWINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,HR,0.5,330,draftkings,6,327,draftkings:+330 | fanduel:+330 | bovada:+330 | espnbet:+325 | betmgm:+325 | caesars:+320,SportsGameOdds
Cal Raleigh,cal raleigh,CAL_RALEIGH_1_MLB,SEATTLE_MARINERS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,HR,0.5,310,fanduel,6,284,fanduel:+310 | bovada:+310 | draftkings:+288 | caesars:+280 | espnbet:+275 | betmgm:+240,SportsGameOdds
Caleb Durbin,caleb durbin,CALEB_DURBIN_1_MLB,BOSTON_RED_SOX_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,HR,0.5,1220,draftkings,12,1126,draftkings:+1220 | fanduel:+1200 | bovada:+1200 | fanduel:+1200 | bovada:+1200 | espnbet:+1200 | betmgm:+1150 | caesars:+1100 | betmgm:+1050 | draftkings:+1040 | espnbet:+1000 | caesars:+950,SportsGameOdds
Cam Smith,cam smith,CAM_SMITH_1_MLB,HOUSTON_ASTROS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,HR,0.5,910,draftkings,6,755,draftkings:+910 | fanduel:+820 | bovada:+800 | caesars:+750 | betmgm:+650 | espnbet:+600,SportsGameOdds
Carlos Narváez,carlos narváez,CARLOS_NARVAEZ_1_MLB,BOSTON_RED_SOX_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,HR,0.5,1040,draftkings,12,801,draftkings:+1040 | fanduel:+1040 | bovada:+1000 | espnbet:+900 | caesars:+850 | betmgm:+775 | betmgm:+725 | caesars:+700 | draftkings:+680 | fanduel:+650 | bovada:+650 | espnbet:+600,SportsGameOdds
Carson Kelly,carson kelly,CARSON_KELLY_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,HR,0.5,700,espnbet,6,660,espnbet:+700 | draftkings:+680 | fanduel:+680 | bovada:+675 | caesars:+625 | betmgm:+600,SportsGameOdds
Carter Jensen,carter jensen,CARTER_JENSEN_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,HR,0.5,800,betmgm,6,685,betmgm:+800 | espnbet:+700 | fanduel:+680 | bovada:+675 | draftkings:+630 | caesars:+625,SportsGameOdds
Casey Schmitt,casey schmitt,CASEY_SCHMITT_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,HR,0.5,550,betmgm,6,494,betmgm:+550 | espnbet:+525 | fanduel:+490 | bovada:+475 | caesars:+475 | draftkings:+446,SportsGameOdds
Ceddanne Rafaela,ceddanne rafaela,CEDDANNE_RAFAELA_1_MLB,BOSTON_RED_SOX_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,HR,0.5,1000,bovada,12,814,bovada:+1000 | fanduel:+980 | draftkings:+900 | espnbet:+900 | caesars:+850 | betmgm:+800 | fanduel:+760 | bovada:+750 | caesars:+750 | draftkings:+750 | betmgm:+725 | espnbet:+600,SportsGameOdds
Cedric Mullins,cedric mullins,CEDRIC_MULLINS_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,HR,0.5,1000,espnbet,12,826,espnbet:+1000 | bovada:+1000 | fanduel:+980 | draftkings:+980 | betmgm:+900 | caesars:+850 | draftkings:+740 | fanduel:+710 | caesars:+700 | bovada:+700 | espnbet:+700 | betmgm:+650,SportsGameOdds
