rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type,vegas_game_total,vegas_total_boost,vegas_total_match,vegas_total_source,pitch_type_score,pitch_type_grade,primary_pitch_match,primary_pitch_usage_pct,primary_pitch_hitter_score,primary_pitch_pitcher_weakness,best_hitter_pitch,best_hitter_pitch_score,weakest_pitcher_pitch,weakest_pitcher_pitch_score,pitcher_primary_mix,hitter_pitch_sample,pitcher_pitch_sample,pitch_type_note,bullpen_attack_score,bullpen_grade,bullpen_quality_score,bullpen_quality_grade,bullpen_fatigue_score,bullpen_fatigue_grade,bullpen_total_pitches_last_3,bullpen_innings_last_3,bullpen_pitchers_used_last_3,bullpen_relievers_20_plus,bullpen_relievers_25_plus,bullpen_relievers_30_plus,bullpen_back_to_back_relievers,bullpen_high_usage_relievers,bullpen_era,bullpen_whip,bullpen_hr_per_9,bullpen_k_per_9,bullpen_note,market_score,power_score,statcast_score,pitcher_score,park_score_model,vegas_score,lineup_score,odds_quality_score,final_score,tier
128,2026-05-13,2026,Teoscar Hernández,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,440,DraftKings,18.52,26.28,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Teoscar Hernández"",""player_key"":""teoscar hernandez"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""440"",""book"":""DraftKings"",""consensus_odds"":""395"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+440 | FanDuel:+420 | Caesars:+370 | BetMGM:+300"",""raw_books_seen"":""DraftKings:+440 | FanDuel:+420 | Caesars:+370 | BetMGM:+300 | DraftKings:+440"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals,85.63,ELITE MATCHUP,4-Seam Fastball,52.4,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 52.4% | Slider 23.6% | Changeup 18.8% | Knuckle Curve 5.1%,249,292,Teoscar Hernández profiles best against 4-Seam Fastball | Robbie Ray grades weakest on 4-Seam Fastball | Direct pitch type overlap,69.76,LIVE,51.48,NEUTRAL,95.00,EXHAUSTED,208,13.3,13,4,2,2,2,Keaton Winn 21 pitches 2 app | Caleb Kilian 36 pitches 2 app | Sam Hentges 41 pitches 2 app | Joel Peguero 38 pitches 2 app | Matt Gage 27 pitches 2 app,3.98,1.33,1.01,8.10,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,100.00,0.00,55.00,40.25,52.00,50.00,50.00,52.00,26.28,LONGSHOT
129,2026-05-13,2026,Will Smith,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,420,FanDuel,19.23,26.28,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Will Smith"",""player_key"":""will smith"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""420"",""book"":""FanDuel"",""consensus_odds"":""408"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+420 | DraftKings:+415 | BetMGM:+400 | Caesars:+390"",""raw_books_seen"":""FanDuel:+420 | DraftKings:+415 | BetMGM:+400 | Caesars:+390"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals,85.87,ELITE MATCHUP,4-Seam Fastball,52.4,100.0,100.0,Sinker,100.0,4-Seam Fastball,100.0,4-Seam Fastball 52.4% | Slider 23.6% | Changeup 18.8% | Knuckle Curve 5.1%,171,292,Will Smith profiles best against 4-Seam Fastball | Robbie Ray grades weakest on 4-Seam Fastball,69.76,LIVE,51.48,NEUTRAL,95.00,EXHAUSTED,208,13.3,13,4,2,2,2,Keaton Winn 21 pitches 2 app | Caleb Kilian 36 pitches 2 app | Sam Hentges 41 pitches 2 app | Joel Peguero 38 pitches 2 app | Matt Gage 27 pitches 2 app,3.98,1.33,1.01,8.10,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,100.00,0.00,55.00,40.25,52.00,50.00,50.00,52.00,26.28,LONGSHOT
130,2026-05-13,2026,Mookie Betts,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,390,BetMGM,20.41,26.28,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Mookie Betts"",""player_key"":""mookie betts"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""390"",""book"":""BetMGM"",""consensus_odds"":""330"",""trusted_books_count"":""3"",""trusted_books"":""BetMGM:+390 | Caesars:+330 | DraftKings:+319"",""raw_books_seen"":""BetMGM:+390 | Caesars:+330 | DraftKings:+319 | BetMGM:+390"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals,76.96,STRONG,Slider,23.6,58.1,100.0,Sinker,100.0,4-Seam Fastball,100.0,4-Seam Fastball 52.4% | Slider 23.6% | Changeup 18.8% | Knuckle Curve 5.1%,22,292,Mookie Betts profiles best against Slider | Robbie Ray grades weakest on 4-Seam Fastball,69.76,LIVE,51.48,NEUTRAL,95.00,EXHAUSTED,208,13.3,13,4,2,2,2,Keaton Winn 21 pitches 2 app | Caleb Kilian 36 pitches 2 app | Sam Hentges 41 pitches 2 app | Joel Peguero 38 pitches 2 app | Matt Gage 27 pitches 2 app,3.98,1.33,1.01,8.10,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,100.00,0.00,55.00,40.25,52.00,50.00,50.00,52.00,26.28,LONGSHOT
131,2026-05-13,2026,Max Muncy,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,320,FanDuel,23.81,26.28,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Max Muncy"",""player_key"":""max muncy"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""320"",""book"":""FanDuel"",""consensus_odds"":""312"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+320 | DraftKings:+313 | BetMGM:+310 | Caesars:+305"",""raw_books_seen"":""FanDuel:+320 | DraftKings:+313 | BetMGM:+310 | Caesars:+305 | FanDuel:+320"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals,93.59,ELITE MATCHUP,4-Seam Fastball,52.4,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,4-Seam Fastball 52.4% | Slider 23.6% | Changeup 18.8% | Knuckle Curve 5.1%,282,292,Max Muncy profiles best against 4-Seam Fastball | Robbie Ray grades weakest on 4-Seam Fastball | Direct pitch type overlap,69.76,LIVE,51.48,NEUTRAL,95.00,EXHAUSTED,208,13.3,13,4,2,2,2,Keaton Winn 21 pitches 2 app | Caleb Kilian 36 pitches 2 app | Sam Hentges 41 pitches 2 app | Joel Peguero 38 pitches 2 app | Matt Gage 27 pitches 2 app,3.98,1.33,1.01,8.10,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,100.00,0.00,55.00,40.25,52.00,50.00,50.00,52.00,26.28,LONGSHOT
132,2026-05-13,2026,Tyrone Taylor,,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,823631,2026-05-13T23:10:00Z,Pre-Game,Citi Field,home,1,Framber Valdez,Framber Valdez,Framber Valdez,664285,L,Framber Valdez,664285,Christian Scott,681035,980,FanDuel,9.26,26.19,missing,,,,,,,New York Mets,Detroit Tigers @ New York Mets,"{""player"":""Tyrone Taylor"",""player_key"":""tyrone taylor"",""team"":""New York Mets"",""team_key"":""new york mets"",""game"":""Detroit Tigers @ New York Mets"",""game_key"":""detroit tigers @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""980"",""book"":""FanDuel"",""consensus_odds"":""813"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+980 | DraftKings:+850 | BetMGM:+775 | Caesars:+750"",""raw_books_seen"":""FanDuel:+980 | DraftKings:+850 | BetMGM:+775 | Caesars:+750"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Detroit Tigers,probable,8,43.3,4.57,1.41,4.84,7.88,7.43,7.27,3.12,1.04,59.25,LIVE,59.25,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH,7.5,0.0,MATCH,the_odds_api_totals,79.33,STRONG,Sinker,39.9,82.0,100.0,Cutter,100.0,Sinker,100.0,Sinker 39.9% | Curveball 31.9% | Changeup 24.2% | Slider 3.6%,145,248,Tyrone Taylor profiles best against Sinker | Framber Valdez grades weakest on Sinker,63.19,NEUTRAL,47.02,RESPECT,85.53,EXHAUSTED,215,12.7,10,4,3,2,0,Drew Anderson 39 pitches 1 app | Enmanuel De Jesus 36 pitches 2 app | Ricky Vanasco 38 pitches 1 app,3.99,1.33,0.84,8.68,Opponent bullpen NEUTRAL | Quality RESPECT | Fatigue EXHAUSTED,97.00,0.00,55.00,59.25,43.00,25.00,50.00,52.00,26.19,LONGSHOT
133,2026-05-13,2026,Andrew Vaughn,,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,home,1,Michael King,Michael King,Michael King,650633,R,Michael King,650633,Jacob Misiorowski,694819,900,BetMGM,10.00,26.09,missing,,,,,,,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,"{""player"":""Andrew Vaughn"",""player_key"":""andrew vaughn"",""team"":""Milwaukee Brewers"",""team_key"":""milwaukee brewers"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""900"",""book"":""BetMGM"",""consensus_odds"":""810"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+900 | DraftKings:+830 | FanDuel:+790 | Caesars:+750"",""raw_books_seen"":""BetMGM:+900 | DraftKings:+830 | FanDuel:+790 | Caesars:+750 | FanDuel:+610 | BetMGM:+900"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Diego Padres,probable,8,45.7,2.76,1.05,4.12,7.75,3.50,8.87,3.94,0.79,27.61,AVOID,27.61,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH,8.0,2.0,MATCH,the_odds_api_totals,80.81,STRONG,4-Seam Fastball,22.9,100.0,78.5,4-Seam Fastball,100.0,Sweeper,100.0,Changeup 28.2% | 4-Seam Fastball 22.9% | Sweeper 22.5% | Sinker 20.8%,64,284,Andrew Vaughn profiles best against 4-Seam Fastball | Michael King grades weakest on Sweeper,56.34,NEUTRAL,44.29,RESPECT,72.98,TIRED,173,11.0,7,4,4,3,0,Matt Waldron 59 pitches 1 app,4.13,1.24,0.89,8.83,Opponent bullpen NEUTRAL | Quality RESPECT | Fatigue TIRED,100.00,0.00,55.00,35.00,65.00,37.50,50.00,52.00,26.09,LONGSHOT
134,2026-05-13,2026,William Contreras,,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,home,1,Michael King,Michael King,Michael King,650633,R,Michael King,650633,Jacob Misiorowski,694819,900,DraftKings,10.00,26.09,missing,,,,,,,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,"{""player"":""William Contreras"",""player_key"":""william contreras"",""team"":""Milwaukee Brewers"",""team_key"":""milwaukee brewers"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""900"",""book"":""DraftKings"",""consensus_odds"":""840"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+900 | FanDuel:+880 | BetMGM:+800 | Caesars:+750"",""raw_books_seen"":""DraftKings:+900 | FanDuel:+880 | BetMGM:+800 | FanDuel:+790 | DraftKings:+790 | Caesars:+750 | Caesars:+625 | BetMGM:+450 | DraftKings:+900"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Diego Padres,probable,8,45.7,2.76,1.05,4.12,7.75,3.50,8.87,3.94,0.79,27.61,AVOID,27.61,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH,8.0,2.0,MATCH,the_odds_api_totals,81.33,STRONG,4-Seam Fastball,22.9,100.0,78.5,4-Seam Fastball,100.0,Sweeper,100.0,Changeup 28.2% | 4-Seam Fastball 22.9% | Sweeper 22.5% | Sinker 20.8%,239,284,William Contreras profiles best against 4-Seam Fastball | Michael King grades weakest on Sweeper,56.34,NEUTRAL,44.29,RESPECT,72.98,TIRED,173,11.0,7,4,4,3,0,Matt Waldron 59 pitches 1 app,4.13,1.24,0.89,8.83,Opponent bullpen NEUTRAL | Quality RESPECT | Fatigue TIRED,100.00,0.00,55.00,35.00,65.00,37.50,50.00,52.00,26.09,LONGSHOT
135,2026-05-13,2026,Miguel Andujar,,San Diego Padres,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,away,0,Jacob Misiorowski,Jacob Misiorowski,Jacob Misiorowski,694819,R,Jacob Misiorowski,694819,Michael King,650633,880,FanDuel,10.20,26.09,missing,,,,,,,San Diego Padres,San Diego Padres @ Milwaukee Brewers,"{""player"":""Miguel Andujar"",""player_key"":""miguel andujar"",""team"":""San Diego Padres"",""team_key"":""san diego padres"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""880"",""book"":""FanDuel"",""consensus_odds"":""810"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+880 | DraftKings:+870 | Caesars:+750 | BetMGM:+725"",""raw_books_seen"":""FanDuel:+880 | DraftKings:+870 | Caesars:+750 | BetMGM:+725"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Milwaukee Brewers,probable,8,44.0,2.45,0.95,2.33,8.66,1.56,14.32,3.48,0.82,13.01,AVOID,13.01,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH,8.0,2.0,MATCH,the_odds_api_totals,88.64,ELITE MATCHUP,4-Seam Fastball,61.3,100.0,91.3,4-Seam Fastball,100.0,4-Seam Fastball,91.3,4-Seam Fastball 61.3% | Slider 23.6% | Curveball 13.7%,173,271,Miguel Andujar profiles best against 4-Seam Fastball | Jacob Misiorowski grades weakest on 4-Seam Fastball | Direct pitch type overlap,37.25,RESPECT,36.23,RESPECT,38.65,NORMAL,122,7.7,8,1,0,0,0,Abner Uribe 32 pitches 2 app | Trevor Megill 31 pitches 2 app,3.45,1.24,0.80,9.82,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,100.00,0.00,55.00,35.00,65.00,37.50,50.00,52.00,26.09,LONGSHOT
136,2026-05-13,2026,Jake Bauers,,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,home,1,Michael King,Michael King,Michael King,650633,R,Michael King,650633,Jacob Misiorowski,694819,800,BetMGM,11.11,26.09,missing,,,,,,,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,"{""player"":""Jake Bauers"",""player_key"":""jake bauers"",""team"":""Milwaukee Brewers"",""team_key"":""milwaukee brewers"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""800"",""book"":""BetMGM"",""consensus_odds"":""735"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+800 | DraftKings:+760 | FanDuel:+710 | Caesars:+700"",""raw_books_seen"":""BetMGM:+800 | DraftKings:+760 | FanDuel:+710 | Caesars:+700 | FanDuel:+570 | DraftKings:+558 | Caesars:+475 | BetMGM:+425 | BetMGM:+800"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Diego Padres,probable,8,45.7,2.76,1.05,4.12,7.75,3.50,8.87,3.94,0.79,27.61,AVOID,27.61,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH,8.0,2.0,MATCH,the_odds_api_totals,81.48,STRONG,4-Seam Fastball,22.9,100.0,78.5,4-Seam Fastball,100.0,Sweeper,100.0,Changeup 28.2% | 4-Seam Fastball 22.9% | Sweeper 22.5% | Sinker 20.8%,241,284,Jake Bauers profiles best against 4-Seam Fastball | Michael King grades weakest on Sweeper,56.34,NEUTRAL,44.29,RESPECT,72.98,TIRED,173,11.0,7,4,4,3,0,Matt Waldron 59 pitches 1 app,4.13,1.24,0.89,8.83,Opponent bullpen NEUTRAL | Quality RESPECT | Fatigue TIRED,100.00,0.00,55.00,35.00,65.00,37.50,50.00,52.00,26.09,LONGSHOT
137,2026-05-13,2026,Christian Yelich,,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,home,1,Michael King,Michael King,Michael King,650633,R,Michael King,650633,Jacob Misiorowski,694819,790,FanDuel,11.24,26.09,missing,,,,,,,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,"{""player"":""Christian Yelich"",""player_key"":""christian yelich"",""team"":""Milwaukee Brewers"",""team_key"":""milwaukee brewers"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""790"",""book"":""FanDuel"",""consensus_odds"":""683"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+790 | DraftKings:+740 | Caesars:+625 | BetMGM:+475"",""raw_books_seen"":""FanDuel:+790 | DraftKings:+740 | Caesars:+625 | BetMGM:+475 | FanDuel:+790"",""removed_outliers"":""1"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Diego Padres,probable,8,45.7,2.76,1.05,4.12,7.75,3.50,8.87,3.94,0.79,27.61,AVOID,27.61,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH,8.0,2.0,MATCH,the_odds_api_totals,,NO DATA,,,,,,,,,,,284,Missing hitter pitch type data,56.34,NEUTRAL,44.29,RESPECT,72.98,TIRED,173,11.0,7,4,4,3,0,Matt Waldron 59 pitches 1 app,4.13,1.24,0.89,8.83,Opponent bullpen NEUTRAL | Quality RESPECT | Fatigue TIRED,100.00,0.00,55.00,35.00,65.00,37.50,50.00,52.00,26.09,LONGSHOT
138,2026-05-13,2026,Jackson Chourio,,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,home,1,Michael King,Michael King,Michael King,650633,R,Michael King,650633,Jacob Misiorowski,694819,725,BetMGM,12.12,26.09,missing,,,,,,,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,"{""player"":""Jackson Chourio"",""player_key"":""jackson chourio"",""team"":""Milwaukee Brewers"",""team_key"":""milwaukee brewers"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""725"",""book"":""BetMGM"",""consensus_odds"":""680"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+725 | DraftKings:+710 | FanDuel:+650 | Caesars:+575"",""raw_books_seen"":""BetMGM:+725 | DraftKings:+710 | FanDuel:+650 | Caesars:+575 | FanDuel:+490 | DraftKings:+471 | Caesars:+425 | BetMGM:+400 | BetMGM:+725"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Diego Padres,probable,8,45.7,2.76,1.05,4.12,7.75,3.50,8.87,3.94,0.79,27.61,AVOID,27.61,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH,8.0,2.0,MATCH,the_odds_api_totals,77.35,STRONG,Sinker,20.8,100.0,100.0,Sinker,100.0,Sweeper,100.0,Changeup 28.2% | 4-Seam Fastball 22.9% | Sweeper 22.5% | Sinker 20.8%,99,284,Jackson Chourio profiles best against Sinker | Michael King grades weakest on Sweeper,56.34,NEUTRAL,44.29,RESPECT,72.98,TIRED,173,11.0,7,4,4,3,0,Matt Waldron 59 pitches 1 app,4.13,1.24,0.89,8.83,Opponent bullpen NEUTRAL | Quality RESPECT | Fatigue TIRED,100.00,0.00,55.00,35.00,65.00,37.50,50.00,52.00,26.09,LONGSHOT
